CE9	AFA20001207.1800.0119-CE1
CE10	AFA20001207.1800.0119-CE2
CE11	AFA20001207.1800.0119-CE3
CE12	AFA20001207.1800.0119-CE4
CE13	AFA20001207.1800.0119-CE5
CE14	AFA20001207.1800.0119-CE6
CE15	AFA20001207.1800.0119-CE7
CE16	AFA20001207.1800.0119-CE8
CE17	AFA20001207.1800.0119-CE9
CE1	AFA20001207.1800.0119-CE10
CE2	AFA20001207.1800.0119-CE11
CE3	AFA20001207.1800.0119-CE12
CE4	AFA20001207.1800.0119-CE13
CE5	AFA20001207.1800.0119-CE14
CE6	AFA20001207.1800.0119-CE15
CE7	AFA20001207.1800.0119-CE16
CE8	AFA20001207.1800.0119-CE17
E10	AFA20001207.1800.0119-E1
E11	AFA20001207.1800.0119-E2
E12	AFA20001207.1800.0119-E3
E13	AFA20001207.1800.0119-E4
E14	AFA20001207.1800.0119-E5
E15	AFA20001207.1800.0119-E6
E16	AFA20001207.1800.0119-E7
E17	AFA20001207.1800.0119-E8
E18	AFA20001207.1800.0119-E9
E19	AFA20001207.1800.0119-E10
E1	AFA20001207.1800.0119-E11
E2	AFA20001207.1800.0119-E12
E3	AFA20001207.1800.0119-E13
E4	AFA20001207.1800.0119-E14
E5	AFA20001207.1800.0119-E15
E6	AFA20001207.1800.0119-E16
E7	AFA20001207.1800.0119-E17
E8	AFA20001207.1800.0119-E18
E9	AFA20001207.1800.0119-E19
EM19	AFA20001207.1800.0119-E19-1
EM20	AFA20001207.1800.0119-E1-2
EM22	AFA20001207.1800.0119-E2-3
EM23	AFA20001207.1800.0119-E13-4
EM24	AFA20001207.1800.0119-E13-5
EM25	AFA20001207.1800.0119-E3-6
EM26	AFA20001207.1800.0119-E4-7
EM27	AFA20001207.1800.0119-E5-8
EM28	AFA20001207.1800.0119-E17-9
EM29	AFA20001207.1800.0119-E17-10
EM30	AFA20001207.1800.0119-E17-11
EM31	AFA20001207.1800.0119-E6-12
EM32	AFA20001207.1800.0119-E17-13
EM33	AFA20001207.1800.0119-E7-14
EM34	AFA20001207.1800.0119-E8-15
EM35	AFA20001207.1800.0119-E7-16
EM36	AFA20001207.1800.0119-E7-17
EM37	AFA20001207.1800.0119-E9-18
EM38	AFA20001207.1800.0119-E9-19
EM39	AFA20001207.1800.0119-E10-20
EM40	AFA20001207.1800.0119-E9-21
EM1	AFA20001207.1800.0119-E11-22
EM2	AFA20001207.1800.0119-E12-23
EM3	AFA20001207.1800.0119-E13-24
EM4	AFA20001207.1800.0119-E13-25
EM5	AFA20001207.1800.0119-E14-26
EM6	AFA20001207.1800.0119-E15-27
EM7	AFA20001207.1800.0119-E16-28
EM8	AFA20001207.1800.0119-E17-29
EM9	AFA20001207.1800.0119-E13-30
EM10	AFA20001207.1800.0119-E13-31
EM11	AFA20001207.1800.0119-E17-32
EM12	AFA20001207.1800.0119-E14-33
EM13	AFA20001207.1800.0119-E18-34
EM14	AFA20001207.1800.0119-E17-35
EM15	AFA20001207.1800.0119-E15-36
EM16	AFA20001207.1800.0119-E15-37
EM17	AFA20001207.1800.0119-E16-38
EM18	AFA20001207.1800.0119-E19-39
R1	AFA20001207.1800.0119-R1
R2	AFA20001207.1800.0119-R2
R3	AFA20001207.1800.0119-R3
R4	AFA20001207.1800.0119-R4
R5	AFA20001207.1800.0119-R5
R6	AFA20001207.1800.0119-R6
RM1	AFA20001207.1800.0119-R1-1
RM2	AFA20001207.1800.0119-R2-1
RM3	AFA20001207.1800.0119-R3-1
RM4	AFA20001207.1800.0119-R2-2
RM5	AFA20001207.1800.0119-R5-1
RM6	AFA20001207.1800.0119-R6-1
V1	AFA20001207.1800.0119-EV1
V2	AFA20001207.1800.0119-EV2
V3	AFA20001207.1800.0119-EV3
VM1	AFA20001207.1800.0119-EV1-1
VM2	AFA20001207.1800.0119-EV2-1
VM3	AFA20001207.1800.0119-EV3-1
Q1	AFA20001207.1800.0119-T1
Q2	AFA20001207.1800.0119-T2
Q3	AFA20001207.1800.0119-T3
