CE9	AFA20001209.0000.0023-CE1
CE10	AFA20001209.0000.0023-CE2
CE11	AFA20001209.0000.0023-CE3
CE12	AFA20001209.0000.0023-CE4
CE13	AFA20001209.0000.0023-CE5
CE1	AFA20001209.0000.0023-CE6
CE2	AFA20001209.0000.0023-CE7
CE3	AFA20001209.0000.0023-CE8
CE4	AFA20001209.0000.0023-CE9
CE5	AFA20001209.0000.0023-CE10
CE6	AFA20001209.0000.0023-CE11
CE7	AFA20001209.0000.0023-CE12
CE8	AFA20001209.0000.0023-CE13
E13	AFA20001209.0000.0023-E1
E14	AFA20001209.0000.0023-E2
E15	AFA20001209.0000.0023-E3
E16	AFA20001209.0000.0023-E4
E17	AFA20001209.0000.0023-E5
E18	AFA20001209.0000.0023-E6
E1	AFA20001209.0000.0023-E7
E2	AFA20001209.0000.0023-E8
E3	AFA20001209.0000.0023-E9
E4	AFA20001209.0000.0023-E10
E5	AFA20001209.0000.0023-E11
E6	AFA20001209.0000.0023-E12
E8	AFA20001209.0000.0023-E13
E9	AFA20001209.0000.0023-E14
E10	AFA20001209.0000.0023-E15
E11	AFA20001209.0000.0023-E16
E12	AFA20001209.0000.0023-E17
EM1	AFA20001209.0000.0023-E7-1
EM21	AFA20001209.0000.0023-E1-2
EM22	AFA20001209.0000.0023-E2-3
EM23	AFA20001209.0000.0023-E3-4
EM24	AFA20001209.0000.0023-E4-5
EM25	AFA20001209.0000.0023-E4-6
EM26	AFA20001209.0000.0023-E4-7
EM27	AFA20001209.0000.0023-E10-8
EM28	AFA20001209.0000.0023-E4-9
EM30	AFA20001209.0000.0023-E16-10
EM31	AFA20001209.0000.0023-E4-11
EM32	AFA20001209.0000.0023-E5-12
EM33	AFA20001209.0000.0023-E6-13
EM34	AFA20001209.0000.0023-E16-14
EM3	AFA20001209.0000.0023-E9-15
EM4	AFA20001209.0000.0023-E9-16
EM5	AFA20001209.0000.0023-E11-17
EM6	AFA20001209.0000.0023-E12-18
EM7	AFA20001209.0000.0023-E13-19
EM8	AFA20001209.0000.0023-E10-20
EM9	AFA20001209.0000.0023-E14-21
EM10	AFA20001209.0000.0023-E10-22
EM11	AFA20001209.0000.0023-E14-23
EM12	AFA20001209.0000.0023-E8-24
EM13	AFA20001209.0000.0023-E8-25
EM14	AFA20001209.0000.0023-E10-26
EM15	AFA20001209.0000.0023-E10-27
EM16	AFA20001209.0000.0023-E15-28
EM17	AFA20001209.0000.0023-E16-29
EM18	AFA20001209.0000.0023-E17-30
EM19	AFA20001209.0000.0023-E16-31
EM20	AFA20001209.0000.0023-E1-32
R2	AFA20001209.0000.0023-R1
R3	AFA20001209.0000.0023-R2
R4	AFA20001209.0000.0023-R3
R5	AFA20001209.0000.0023-R4
R6	AFA20001209.0000.0023-R5
R7	AFA20001209.0000.0023-R6
RM2	AFA20001209.0000.0023-R1-1
RM3	AFA20001209.0000.0023-R2-1
RM4	AFA20001209.0000.0023-R3-1
RM5	AFA20001209.0000.0023-R4-1
RM6	AFA20001209.0000.0023-R5-1
RM7	AFA20001209.0000.0023-R6-1
V1	AFA20001209.0000.0023-EV1
V2	AFA20001209.0000.0023-EV2
VM1	AFA20001209.0000.0023-EV1-1
VM2	AFA20001209.0000.0023-EV2-1
Q1	AFA20001209.0000.0023-T1
Q3	AFA20001209.0000.0023-T2
Q4	AFA20001209.0000.0023-T3
Q5	AFA20001209.0000.0023-V1
Q6	AFA20001209.0000.0023-V2
QM5	AFA20001209.0000.0023-V1-1
QM6	AFA20001209.0000.0023-V2-1
