CE9	AFA20001019.1400.0116-CE1
CE10	AFA20001019.1400.0116-CE2
CE11	AFA20001019.1400.0116-CE3
CE12	AFA20001019.1400.0116-CE4
CE13	AFA20001019.1400.0116-CE5
CE14	AFA20001019.1400.0116-CE6
CE15	AFA20001019.1400.0116-CE7
CE16	AFA20001019.1400.0116-CE8
CE17	AFA20001019.1400.0116-CE9
CE18	AFA20001019.1400.0116-CE10
CE19	AFA20001019.1400.0116-CE11
CE20	AFA20001019.1400.0116-CE12
CE21	AFA20001019.1400.0116-CE13
CE22	AFA20001019.1400.0116-CE14
CE23	AFA20001019.1400.0116-CE15
CE24	AFA20001019.1400.0116-CE16
CE1	AFA20001019.1400.0116-CE17
CE2	AFA20001019.1400.0116-CE18
CE3	AFA20001019.1400.0116-CE19
CE4	AFA20001019.1400.0116-CE20
CE5	AFA20001019.1400.0116-CE21
CE6	AFA20001019.1400.0116-CE22
CE7	AFA20001019.1400.0116-CE23
CE8	AFA20001019.1400.0116-CE24
E10	AFA20001019.1400.0116-E1
E11	AFA20001019.1400.0116-E2
E12	AFA20001019.1400.0116-E3
E13	AFA20001019.1400.0116-E4
E14	AFA20001019.1400.0116-E5
E15	AFA20001019.1400.0116-E6
E16	AFA20001019.1400.0116-E7
E17	AFA20001019.1400.0116-E8
E18	AFA20001019.1400.0116-E9
E19	AFA20001019.1400.0116-E10
E20	AFA20001019.1400.0116-E11
E21	AFA20001019.1400.0116-E12
E22	AFA20001019.1400.0116-E13
E23	AFA20001019.1400.0116-E14
E24	AFA20001019.1400.0116-E15
E25	AFA20001019.1400.0116-E16
E26	AFA20001019.1400.0116-E17
E28	AFA20001019.1400.0116-E18
E1	AFA20001019.1400.0116-E19
E2	AFA20001019.1400.0116-E20
E3	AFA20001019.1400.0116-E21
E4	AFA20001019.1400.0116-E22
E5	AFA20001019.1400.0116-E23
E6	AFA20001019.1400.0116-E24
E7	AFA20001019.1400.0116-E25
E8	AFA20001019.1400.0116-E26
E9	AFA20001019.1400.0116-E27
EM14	AFA20001019.1400.0116-E1-1
EM15	AFA20001019.1400.0116-E2-2
EM16	AFA20001019.1400.0116-E2-3
EM17	AFA20001019.1400.0116-E24-4
EM18	AFA20001019.1400.0116-E3-5
EM19	AFA20001019.1400.0116-E3-6
EM20	AFA20001019.1400.0116-E22-7
EM22	AFA20001019.1400.0116-E25-8
