CE1	ANN20001201.2100.0146-CE1
CE2	ANN20001201.2100.0146-CE2
CE3	ANN20001201.2100.0146-CE3
CE4	ANN20001201.2100.0146-CE4
CE5	ANN20001201.2100.0146-CE5
CE6	ANN20001201.2100.0146-CE6
CE7	ANN20001201.2100.0146-CE7
CE8	ANN20001201.2100.0146-CE8
CE9	ANN20001201.2100.0146-CE9
CE10	ANN20001201.2100.0146-CE10
CE11	ANN20001201.2100.0146-CE11
E1	ANN20001201.2100.0146-E1
E2	ANN20001201.2100.0146-E2
E3	ANN20001201.2100.0146-E3
E4	ANN20001201.2100.0146-E4
E5	ANN20001201.2100.0146-E5
E6	ANN20001201.2100.0146-E6
E7	ANN20001201.2100.0146-E7
E8	ANN20001201.2100.0146-E8
E9	ANN20001201.2100.0146-E9
E10	ANN20001201.2100.0146-E10
E11	ANN20001201.2100.0146-E11
E12	ANN20001201.2100.0146-E12
EM1	ANN20001201.2100.0146-E1-1
EM2	ANN20001201.2100.0146-E2-2
EM3	ANN20001201.2100.0146-E3-3
EM4	ANN20001201.2100.0146-E4-4
EM5	ANN20001201.2100.0146-E6-5
EM6	ANN20001201.2100.0146-E7-6
EM20	ANN20001201.2100.0146-E7-7
EM9	ANN20001201.2100.0146-E8-8
EM10	ANN20001201.2100.0146-E4-9
EM11	ANN20001201.2100.0146-E4-10
EM12	ANN20001201.2100.0146-E5-11
EM13	ANN20001201.2100.0146-E9-12
EM14	ANN20001201.2100.0146-E10-13
EM15	ANN20001201.2100.0146-E11-14
EM16	ANN20001201.2100.0146-E5-15
EM17	ANN20001201.2100.0146-E12-16
EM18	ANN20001201.2100.0146-E12-17
EM19	ANN20001201.2100.0146-E12-18
R1	ANN20001201.2100.0146-R1
R2	ANN20001201.2100.0146-R2
R3	ANN20001201.2100.0146-R3
RM1	ANN20001201.2100.0146-R1-1
RM2	ANN20001201.2100.0146-R2-1
RM3	ANN20001201.2100.0146-R3-1
V2	ANN20001201.2100.0146-EV1
V3	ANN20001201.2100.0146-EV2
V6	ANN20001201.2100.0146-EV3
VM2	ANN20001201.2100.0146-EV1-1
VM3	ANN20001201.2100.0146-EV2-1
VM6	ANN20001201.2100.0146-EV3-1
Q1	ANN20001201.2100.0146-V1
Q2	ANN20001201.2100.0146-V2
Q3	ANN20001201.2100.0146-V3
Q4	ANN20001201.2100.0146-V4
Q5	ANN20001201.2100.0146-V5
Q6	ANN20001201.2100.0146-V6
Q7	ANN20001201.2100.0146-T1
Q8	ANN20001201.2100.0146-T2
QM1	ANN20001201.2100.0146-V1-1
QM2	ANN20001201.2100.0146-V2-1
QM3	ANN20001201.2100.0146-V3-1
QM4	ANN20001201.2100.0146-V4-1
QM5	ANN20001201.2100.0146-V5-1
QM6	ANN20001201.2100.0146-V6-1
