CE11	VAR20001010.1300.0348-CE1
CE12	VAR20001010.1300.0348-CE2
CE13	VAR20001010.1300.0348-CE3
CE14	VAR20001010.1300.0348-CE4
CE15	VAR20001010.1300.0348-CE5
CE16	VAR20001010.1300.0348-CE6
CE17	VAR20001010.1300.0348-CE7
CE21	VAR20001010.1300.0348-CE8
CE18	VAR20001010.1300.0348-CE9
CE19	VAR20001010.1300.0348-CE10
CE20	VAR20001010.1300.0348-CE11
CE22	VAR20001010.1300.0348-CE12
CE23	VAR20001010.1300.0348-CE13
CE8	VAR20001010.1300.0348-CE14
CE24	VAR20001010.1300.0348-CE15
CE25	VAR20001010.1300.0348-CE16
CE2	VAR20001010.1300.0348-CE17
CE26	VAR20001010.1300.0348-CE18
CE27	VAR20001010.1300.0348-CE19
CE4	VAR20001010.1300.0348-CE20
CE28	VAR20001010.1300.0348-CE21
CE5	VAR20001010.1300.0348-CE22
CE7	VAR20001010.1300.0348-CE23
CE6	VAR20001010.1300.0348-CE24
CE1	VAR20001010.1300.0348-CE25
CE9	VAR20001010.1300.0348-CE26
CE3	VAR20001010.1300.0348-CE27
CE10	VAR20001010.1300.0348-CE28
E15	VAR20001010.1300.0348-E1
E16	VAR20001010.1300.0348-E2
E17	VAR20001010.1300.0348-E3
E18	VAR20001010.1300.0348-E4
E19	VAR20001010.1300.0348-E5
E20	VAR20001010.1300.0348-E6
E21	VAR20001010.1300.0348-E7
E22	VAR20001010.1300.0348-E8
E23	VAR20001010.1300.0348-E9
E24	VAR20001010.1300.0348-E10
E27	VAR20001010.1300.0348-E11
E28	VAR20001010.1300.0348-E12
E29	VAR20001010.1300.0348-E13
E60	VAR20001010.1300.0348-E14
E31	VAR20001010.1300.0348-E15
E32	VAR20001010.1300.0348-E16
E33	VAR20001010.1300.0348-E17
E34	VAR20001010.1300.0348-E18
E35	VAR20001010.1300.0348-E19
E37	VAR20001010.1300.0348-E20
E38	VAR20001010.1300.0348-E21
E39	VAR20001010.1300.0348-E22
E40	VAR20001010.1300.0348-E23
E41	VAR20001010.1300.0348-E24
E42	VAR20001010.1300.0348-E25
E43	VAR20001010.1300.0348-E26
E44	VAR20001010.1300.0348-E27
E45	VAR20001010.1300.0348-E28
E46	VAR20001010.1300.0348-E29
E47	VAR20001010.1300.0348-E30
E48	VAR20001010.1300.0348-E31
E49	VAR20001010.1300.0348-E32
E50	VAR20001010.1300.0348-E33
E53	VAR20001010.1300.0348-E34
E54	VAR20001010.1300.0348-E35
E55	VAR20001010.1300.0348-E36
E56	VAR20001010.1300.0348-E37
E57	VAR20001010.1300.0348-E38
E59	VAR20001010.1300.0348-E39
E63	VAR20001010.1300.0348-E40
E1	VAR20001010.1300.0348-E41
E66	VAR20001010.1300.0348-E42
