CE10	VAR20001002.1300.0227-CE1
CE11	VAR20001002.1300.0227-CE2
CE12	VAR20001002.1300.0227-CE3
CE13	VAR20001002.1300.0227-CE4
CE16	VAR20001002.1300.0227-CE5
CE15	VAR20001002.1300.0227-CE6
CE14	VAR20001002.1300.0227-CE7
CE17	VAR20001002.1300.0227-CE8
CE18	VAR20001002.1300.0227-CE9
CE19	VAR20001002.1300.0227-CE10
CE22	VAR20001002.1300.0227-CE11
CE20	VAR20001002.1300.0227-CE12
CE21	VAR20001002.1300.0227-CE13
CE23	VAR20001002.1300.0227-CE14
CE24	VAR20001002.1300.0227-CE15
CE25	VAR20001002.1300.0227-CE16
CE26	VAR20001002.1300.0227-CE17
CE27	VAR20001002.1300.0227-CE18
CE28	VAR20001002.1300.0227-CE19
CE29	VAR20001002.1300.0227-CE20
CE30	VAR20001002.1300.0227-CE21
CE1	VAR20001002.1300.0227-CE22
CE32	VAR20001002.1300.0227-CE23
CE33	VAR20001002.1300.0227-CE24
CE31	VAR20001002.1300.0227-CE25
CE34	VAR20001002.1300.0227-CE26
CE6	VAR20001002.1300.0227-CE27
CE8	VAR20001002.1300.0227-CE28
CE2	VAR20001002.1300.0227-CE29
CE3	VAR20001002.1300.0227-CE30
CE4	VAR20001002.1300.0227-CE31
CE5	VAR20001002.1300.0227-CE32
CE9	VAR20001002.1300.0227-CE33
CE7	VAR20001002.1300.0227-CE34
E17	VAR20001002.1300.0227-E1
E18	VAR20001002.1300.0227-E2
E19	VAR20001002.1300.0227-E3
E20	VAR20001002.1300.0227-E4
E21	VAR20001002.1300.0227-E5
E22	VAR20001002.1300.0227-E6
E23	VAR20001002.1300.0227-E7
E26	VAR20001002.1300.0227-E8
E27	VAR20001002.1300.0227-E9
E28	VAR20001002.1300.0227-E10
E29	VAR20001002.1300.0227-E11
E30	VAR20001002.1300.0227-E12
E31	VAR20001002.1300.0227-E13
E32	VAR20001002.1300.0227-E14
E69	VAR20001002.1300.0227-E15
E34	VAR20001002.1300.0227-E16
E35	VAR20001002.1300.0227-E17
E36	VAR20001002.1300.0227-E18
E37	VAR20001002.1300.0227-E19
E39	VAR20001002.1300.0227-E20
E1	VAR20001002.1300.0227-E21
E40	VAR20001002.1300.0227-E22
E41	VAR20001002.1300.0227-E23
E42	VAR20001002.1300.0227-E24
E43	VAR20001002.1300.0227-E25
E44	VAR20001002.1300.0227-E26
E45	VAR20001002.1300.0227-E27
E46	VAR20001002.1300.0227-E28
E47	VAR20001002.1300.0227-E29
E48	VAR20001002.1300.0227-E30
E49	VAR20001002.1300.0227-E31
E50	VAR20001002.1300.0227-E32
E51	VAR20001002.1300.0227-E33
E52	VAR20001002.1300.0227-E34
E53	VAR20001002.1300.0227-E35
E54	VAR20001002.1300.0227-E36
E55	VAR20001002.1300.0227-E37
E56	VAR20001002.1300.0227-E38
E58	VAR20001002.1300.0227-E39
E59	VAR20001002.1300.0227-E40
E71	VAR20001002.1300.0227-E41
E60	VAR20001002.1300.0227-E42
E61	VAR20001002.1300.0227-E43
E1	VAR20001002.1300.0227-E44
E73	VAR20001002.1300.0227-E45
E2	VAR20001002.1300.0227-E46
E4	VAR20001002.1300.0227-E47
E5	VAR20001002.1300.0227-E48
E6	VAR20001002.1300.0227-E49
E7	VAR20001002.1300.0227-E50
E8	VAR20001002.1300.0227-E51
E64	VAR20001002.1300.0227-E52
E10	VAR20001002.1300.0227-E53
E12	VAR20001002.1300.0227-E54
E14	VAR20001002.1300.0227-E55
EM1	VAR20001002.1300.0227-E21-1
EM21	VAR20001002.1300.0227-E1-2
EM22	VAR20001002.1300.0227-E51-3
EM23	VAR20001002.1300.0227-E2-4
EM24	VAR20001002.1300.0227-E2-5
EM26	VAR20001002.1300.0227-E3-6
EM25	VAR20001002.1300.0227-E4-7
EM27	VAR20001002.1300.0227-E2-8
EM28	VAR20001002.1300.0227-E5-9
EM29	VAR20001002.1300.0227-E21-10
EM30	VAR20001002.1300.0227-E6-11
EM10	VAR20001002.1300.0227-E21-12
EM11	VAR20001002.1300.0227-E46-13
EM13	VAR20001002.1300.0227-E51-14
EM14	VAR20001002.1300.0227-E51-15
EM31	VAR20001002.1300.0227-E7-16
EM35	VAR20001002.1300.0227-E8-17
EM36	VAR20001002.1300.0227-E8-18
EM49	VAR20001002.1300.0227-E15-19
EM37	VAR20001002.1300.0227-E9-20
EM38	VAR20001002.1300.0227-E10-21
EM33	VAR20001002.1300.0227-E11-22
EM39	VAR20001002.1300.0227-E12-23
EM40	VAR20001002.1300.0227-E13-24
EM41	VAR20001002.1300.0227-E14-25
EM43	VAR20001002.1300.0227-E16-26
EM44	VAR20001002.1300.0227-E16-27
