CE10	NTV20001122.1530.0486-CE1
CE11	NTV20001122.1530.0486-CE2
CE12	NTV20001122.1530.0486-CE3
CE13	NTV20001122.1530.0486-CE4
CE14	NTV20001122.1530.0486-CE5
CE15	NTV20001122.1530.0486-CE6
CE16	NTV20001122.1530.0486-CE7
CE17	NTV20001122.1530.0486-CE8
CE18	NTV20001122.1530.0486-CE9
CE20	NTV20001122.1530.0486-CE10
CE21	NTV20001122.1530.0486-CE11
CE23	NTV20001122.1530.0486-CE12
CE22	NTV20001122.1530.0486-CE13
CE24	NTV20001122.1530.0486-CE14
CE25	NTV20001122.1530.0486-CE15
CE27	NTV20001122.1530.0486-CE16
CE28	NTV20001122.1530.0486-CE17
CE29	NTV20001122.1530.0486-CE18
CE30	NTV20001122.1530.0486-CE19
CE31	NTV20001122.1530.0486-CE20
CE32	NTV20001122.1530.0486-CE21
CE33	NTV20001122.1530.0486-CE22
CE34	NTV20001122.1530.0486-CE23
CE1	NTV20001122.1530.0486-CE24
CE9	NTV20001122.1530.0486-CE25
CE19	NTV20001122.1530.0486-CE26
CE26	NTV20001122.1530.0486-CE27
CE2	NTV20001122.1530.0486-CE28
CE3	NTV20001122.1530.0486-CE29
CE4	NTV20001122.1530.0486-CE30
CE5	NTV20001122.1530.0486-CE31
CE6	NTV20001122.1530.0486-CE32
CE7	NTV20001122.1530.0486-CE33
CE8	NTV20001122.1530.0486-CE34
E14	NTV20001122.1530.0486-E1
E15	NTV20001122.1530.0486-E2
E20	NTV20001122.1530.0486-E3
E21	NTV20001122.1530.0486-E4
E22	NTV20001122.1530.0486-E5
E23	NTV20001122.1530.0486-E6
E24	NTV20001122.1530.0486-E7
E25	NTV20001122.1530.0486-E8
E26	NTV20001122.1530.0486-E9
E27	NTV20001122.1530.0486-E10
E28	NTV20001122.1530.0486-E11
E29	NTV20001122.1530.0486-E12
E30	NTV20001122.1530.0486-E13
E33	NTV20001122.1530.0486-E14
E34	NTV20001122.1530.0486-E15
E35	NTV20001122.1530.0486-E16
E36	NTV20001122.1530.0486-E17
E37	NTV20001122.1530.0486-E18
E38	NTV20001122.1530.0486-E19
E39	NTV20001122.1530.0486-E20
E40	NTV20001122.1530.0486-E21
E41	NTV20001122.1530.0486-E22
E42	NTV20001122.1530.0486-E23
E43	NTV20001122.1530.0486-E24
E44	NTV20001122.1530.0486-E25
E46	NTV20001122.1530.0486-E26
E47	NTV20001122.1530.0486-E27
E48	NTV20001122.1530.0486-E28
E49	NTV20001122.1530.0486-E29
E50	NTV20001122.1530.0486-E30
E51	NTV20001122.1530.0486-E31
E52	NTV20001122.1530.0486-E32
E53	NTV20001122.1530.0486-E33
E54	NTV20001122.1530.0486-E34
E56	NTV20001122.1530.0486-E35
E57	NTV20001122.1530.0486-E36
E58	NTV20001122.1530.0486-E37
E61	NTV20001122.1530.0486-E38
E63	NTV20001122.1530.0486-E39
E64	NTV20001122.1530.0486-E40
E70	NTV20001122.1530.0486-E41
E71	NTV20001122.1530.0486-E42
E72	NTV20001122.1530.0486-E43
E2	NTV20001122.1530.0486-E44
E3	NTV20001122.1530.0486-E45
E4	NTV20001122.1530.0486-E46
E5	NTV20001122.1530.0486-E47
