CE13	VAR20001010.1300.0290-CE1
CE10	VAR20001010.1300.0290-CE2
CE11	VAR20001010.1300.0290-CE3
CE12	VAR20001010.1300.0290-CE4
CE1	VAR20001010.1300.0290-CE5
CE2	VAR20001010.1300.0290-CE6
CE3	VAR20001010.1300.0290-CE7
CE4	VAR20001010.1300.0290-CE8
CE5	VAR20001010.1300.0290-CE9
CE6	VAR20001010.1300.0290-CE10
CE7	VAR20001010.1300.0290-CE11
CE8	VAR20001010.1300.0290-CE12
CE9	VAR20001010.1300.0290-CE13
E15	VAR20001010.1300.0290-E1
E28	VAR20001010.1300.0290-E2
E17	VAR20001010.1300.0290-E3
E18	VAR20001010.1300.0290-E4
E22	VAR20001010.1300.0290-E5
E23	VAR20001010.1300.0290-E6
E24	VAR20001010.1300.0290-E7
E25	VAR20001010.1300.0290-E8
E1	VAR20001010.1300.0290-E9
E2	VAR20001010.1300.0290-E10
E3	VAR20001010.1300.0290-E11
E4	VAR20001010.1300.0290-E12
E5	VAR20001010.1300.0290-E13
E6	VAR20001010.1300.0290-E14
E27	VAR20001010.1300.0290-E15
E9	VAR20001010.1300.0290-E16
E10	VAR20001010.1300.0290-E17
E11	VAR20001010.1300.0290-E18
E12	VAR20001010.1300.0290-E19
E13	VAR20001010.1300.0290-E20
E14	VAR20001010.1300.0290-E21
EM16	VAR20001010.1300.0290-E1-1
EM18	VAR20001010.1300.0290-E9-2
EM39	VAR20001010.1300.0290-E2-3
EM19	VAR20001010.1300.0290-E11-4
EM20	VAR20001010.1300.0290-E11-5
EM21	VAR20001010.1300.0290-E3-6
EM32	VAR20001010.1300.0290-E20-7
EM22	VAR20001010.1300.0290-E4-8
EM23	VAR20001010.1300.0290-E18-9
EM24	VAR20001010.1300.0290-E11-10
EM25	VAR20001010.1300.0290-E3-11
EM26	VAR20001010.1300.0290-E11-12
EM27	VAR20001010.1300.0290-E11-13
EM28	VAR20001010.1300.0290-E3-14
EM29	VAR20001010.1300.0290-E4-15
EM31	VAR20001010.1300.0290-E3-16
EM33	VAR20001010.1300.0290-E18-17
EM34	VAR20001010.1300.0290-E5-18
EM35	VAR20001010.1300.0290-E11-19
EM36	VAR20001010.1300.0290-E20-20
EM37	VAR20001010.1300.0290-E6-21
EM38	VAR20001010.1300.0290-E7-22
EM40	VAR20001010.1300.0290-E8-23
EM30	VAR20001010.1300.0290-E3-24
EM1	VAR20001010.1300.0290-E9-25
EM2	VAR20001010.1300.0290-E9-26
EM3	VAR20001010.1300.0290-E10-27
EM4	VAR20001010.1300.0290-E12-28
EM5	VAR20001010.1300.0290-E13-29
EM6	VAR20001010.1300.0290-E14-30
EM17	VAR20001010.1300.0290-E15-31
EM7	VAR20001010.1300.0290-E16-32
EM8	VAR20001010.1300.0290-E17-33
EM9	VAR20001010.1300.0290-E18-34
EM10	VAR20001010.1300.0290-E19-35
EM11	VAR20001010.1300.0290-E20-36
EM12	VAR20001010.1300.0290-E18-37
EM13	VAR20001010.1300.0290-E21-38
EM14	VAR20001010.1300.0290-E21-39
EM15	VAR20001010.1300.0290-E16-40
R1	VAR20001010.1300.0290-R1
R2	VAR20001010.1300.0290-R2
R5	VAR20001010.1300.0290-R3
R4	VAR20001010.1300.0290-R4
R3	VAR20001010.1300.0290-R5
R6	VAR20001010.1300.0290-R6
R7	VAR20001010.1300.0290-R7
RM1	VAR20001010.1300.0290-R1-1
RM4	VAR20001010.1300.0290-R4-1
RM2	VAR20001010.1300.0290-R2-1
RM5	VAR20001010.1300.0290-R3-1
RM6	VAR20001010.1300.0290-R6-1
RM3	VAR20001010.1300.0290-R5-1
RM7	VAR20001010.1300.0290-R7-1
V1	VAR20001010.1300.0290-EV1
V3	VAR20001010.1300.0290-EV2
V4	VAR20001010.1300.0290-EV3
V2	VAR20001010.1300.0290-EV4
V5	VAR20001010.1300.0290-EV5
V6	VAR20001010.1300.0290-EV6
VM1	VAR20001010.1300.0290-EV1-1
VM3	VAR20001010.1300.0290-EV2-1
VM4	VAR20001010.1300.0290-EV3-1
VM2	VAR20001010.1300.0290-EV4-1
VM5	VAR20001010.1300.0290-EV5-1
VM6	VAR20001010.1300.0290-EV6-1
Q3	VAR20001010.1300.0290-T1
Q1	VAR20001010.1300.0290-T2
Q2	VAR20001010.1300.0290-T3
Q4	VAR20001010.1300.0290-T4
