CE13	NTV20001027.1530.1287-CE1
CE2	NTV20001027.1530.1287-CE2
CE11	NTV20001027.1530.1287-CE3
CE12	NTV20001027.1530.1287-CE4
CE15	NTV20001027.1530.1287-CE5
CE17	NTV20001027.1530.1287-CE6
CE18	NTV20001027.1530.1287-CE7
CE16	NTV20001027.1530.1287-CE8
CE20	NTV20001027.1530.1287-CE9
CE21	NTV20001027.1530.1287-CE10
CE22	NTV20001027.1530.1287-CE11
CE23	NTV20001027.1530.1287-CE12
CE25	NTV20001027.1530.1287-CE13
CE28	NTV20001027.1530.1287-CE14
CE30	NTV20001027.1530.1287-CE15
CE24	NTV20001027.1530.1287-CE16
CE33	NTV20001027.1530.1287-CE17
CE34	NTV20001027.1530.1287-CE18
CE27	NTV20001027.1530.1287-CE19
CE31	NTV20001027.1530.1287-CE20
CE32	NTV20001027.1530.1287-CE21
CE19	NTV20001027.1530.1287-CE22
CE26	NTV20001027.1530.1287-CE23
CE29	NTV20001027.1530.1287-CE24
CE3	NTV20001027.1530.1287-CE25
CE4	NTV20001027.1530.1287-CE26
CE5	NTV20001027.1530.1287-CE27
CE6	NTV20001027.1530.1287-CE28
CE10	NTV20001027.1530.1287-CE29
CE7	NTV20001027.1530.1287-CE30
CE8	NTV20001027.1530.1287-CE31
CE1	NTV20001027.1530.1287-CE32
CE9	NTV20001027.1530.1287-CE33
E15	NTV20001027.1530.1287-E1
E16	NTV20001027.1530.1287-E2
E17	NTV20001027.1530.1287-E3
E19	NTV20001027.1530.1287-E4
E20	NTV20001027.1530.1287-E5
E21	NTV20001027.1530.1287-E6
E22	NTV20001027.1530.1287-E7
E24	NTV20001027.1530.1287-E8
E25	NTV20001027.1530.1287-E9
E52	NTV20001027.1530.1287-E10
E27	NTV20001027.1530.1287-E11
E29	NTV20001027.1530.1287-E12
E30	NTV20001027.1530.1287-E13
E31	NTV20001027.1530.1287-E14
E32	NTV20001027.1530.1287-E15
E33	NTV20001027.1530.1287-E16
E35	NTV20001027.1530.1287-E17
E36	NTV20001027.1530.1287-E18
E40	NTV20001027.1530.1287-E19
E43	NTV20001027.1530.1287-E20
E54	NTV20001027.1530.1287-E21
E46	NTV20001027.1530.1287-E22
E47	NTV20001027.1530.1287-E23
E48	NTV20001027.1530.1287-E24
E55	NTV20001027.1530.1287-E25
E56	NTV20001027.1530.1287-E26
E57	NTV20001027.1530.1287-E27
E58	NTV20001027.1530.1287-E28
E60	NTV20001027.1530.1287-E29
E61	NTV20001027.1530.1287-E30
E62	NTV20001027.1530.1287-E31
E1	NTV20001027.1530.1287-E32
E2	NTV20001027.1530.1287-E33
E3	NTV20001027.1530.1287-E34
E4	NTV20001027.1530.1287-E35
E49	NTV20001027.1530.1287-E36
E5	NTV20001027.1530.1287-E37
E6	NTV20001027.1530.1287-E38
E7	NTV20001027.1530.1287-E39
E8	NTV20001027.1530.1287-E40
E9	NTV20001027.1530.1287-E41
E50	NTV20001027.1530.1287-E42
E11	NTV20001027.1530.1287-E43
E12	NTV20001027.1530.1287-E44
EM16	NTV20001027.1530.1287-E44-1
EM17	NTV20001027.1530.1287-E44-2
EM19	NTV20001027.1530.1287-E1-3
EM20	NTV20001027.1530.1287-E2-4
EM21	NTV20001027.1530.1287-E3-5
EM22	NTV20001027.1530.1287-E37-6
EM23	NTV20001027.1530.1287-E37-7
EM24	NTV20001027.1530.1287-E4-8
EM25	NTV20001027.1530.1287-E5-9
EM26	NTV20001027.1530.1287-E40-10
