CE13	VAR20001219.1100.0949-CE1
CE15	VAR20001219.1100.0949-CE2
CE16	VAR20001219.1100.0949-CE3
CE14	VAR20001219.1100.0949-CE4
CE12	VAR20001219.1100.0949-CE5
CE2	VAR20001219.1100.0949-CE6
CE1	VAR20001219.1100.0949-CE7
CE3	VAR20001219.1100.0949-CE8
CE4	VAR20001219.1100.0949-CE9
CE5	VAR20001219.1100.0949-CE10
CE6	VAR20001219.1100.0949-CE11
CE7	VAR20001219.1100.0949-CE12
CE8	VAR20001219.1100.0949-CE13
CE9	VAR20001219.1100.0949-CE14
CE10	VAR20001219.1100.0949-CE15
CE11	VAR20001219.1100.0949-CE16
E16	VAR20001219.1100.0949-E1
E18	VAR20001219.1100.0949-E2
E21	VAR20001219.1100.0949-E3
E22	VAR20001219.1100.0949-E4
E23	VAR20001219.1100.0949-E5
E26	VAR20001219.1100.0949-E6
E27	VAR20001219.1100.0949-E7
E1	VAR20001219.1100.0949-E8
E3	VAR20001219.1100.0949-E9
E4	VAR20001219.1100.0949-E10
E5	VAR20001219.1100.0949-E11
E6	VAR20001219.1100.0949-E12
E7	VAR20001219.1100.0949-E13
E8	VAR20001219.1100.0949-E14
E10	VAR20001219.1100.0949-E15
E11	VAR20001219.1100.0949-E16
E12	VAR20001219.1100.0949-E17
E13	VAR20001219.1100.0949-E18
EM1	VAR20001219.1100.0949-E8-1
EM17	VAR20001219.1100.0949-E1-2
EM20	VAR20001219.1100.0949-E2-3
EM22	VAR20001219.1100.0949-E18-4
EM23	VAR20001219.1100.0949-E3-5
EM24	VAR20001219.1100.0949-E13-6
EM25	VAR20001219.1100.0949-E3-7
EM26	VAR20001219.1100.0949-E4-8
EM27	VAR20001219.1100.0949-E5-9
EM21	VAR20001219.1100.0949-E6-10
EM18	VAR20001219.1100.0949-E7-11
EM10	VAR20001219.1100.0949-E8-12
EM2	VAR20001219.1100.0949-E9-13
EM3	VAR20001219.1100.0949-E10-14
EM4	VAR20001219.1100.0949-E10-15
EM6	VAR20001219.1100.0949-E8-16
EM5	VAR20001219.1100.0949-E11-17
EM7	VAR20001219.1100.0949-E12-18
EM8	VAR20001219.1100.0949-E13-19
EM9	VAR20001219.1100.0949-E14-20
EM19	VAR20001219.1100.0949-E2-21
EM11	VAR20001219.1100.0949-E8-22
EM12	VAR20001219.1100.0949-E11-23
EM13	VAR20001219.1100.0949-E15-24
EM14	VAR20001219.1100.0949-E16-25
EM15	VAR20001219.1100.0949-E17-26
EM16	VAR20001219.1100.0949-E18-27
R1	VAR20001219.1100.0949-R1
R2	VAR20001219.1100.0949-R2
R3	VAR20001219.1100.0949-R3
R4	VAR20001219.1100.0949-R4
R6	VAR20001219.1100.0949-R5
R7	VAR20001219.1100.0949-R6
R5	VAR20001219.1100.0949-R7
RM1	VAR20001219.1100.0949-R1-1
RM2	VAR20001219.1100.0949-R2-1
RM3	VAR20001219.1100.0949-R3-1
RM4	VAR20001219.1100.0949-R4-1
RM6	VAR20001219.1100.0949-R5-1
RM7	VAR20001219.1100.0949-R6-1
RM5	VAR20001219.1100.0949-R7-1
V1	VAR20001219.1100.0949-EV1
V2	VAR20001219.1100.0949-EV2
V3	VAR20001219.1100.0949-EV3
V4	VAR20001219.1100.0949-EV4
V6	VAR20001219.1100.0949-EV5
V7	VAR20001219.1100.0949-EV6
V10	VAR20001219.1100.0949-EV7
V8	VAR20001219.1100.0949-EV8
V5	VAR20001219.1100.0949-EV9
VM1	VAR20001219.1100.0949-EV1-1
VM2	VAR20001219.1100.0949-EV2-1
VM3	VAR20001219.1100.0949-EV3-1
VM4	VAR20001219.1100.0949-EV4-1
VM6	VAR20001219.1100.0949-EV5-1
VM7	VAR20001219.1100.0949-EV6-1
VM10	VAR20001219.1100.0949-EV7-1
VM8	VAR20001219.1100.0949-EV8-1
VM5	VAR20001219.1100.0949-EV9-1
Q1	VAR20001219.1100.0949-T1
Q2	VAR20001219.1100.0949-T2
