CE11	VAR20001002.1300.1422-CE1
CE12	VAR20001002.1300.1422-CE2
CE13	VAR20001002.1300.1422-CE3
CE14	VAR20001002.1300.1422-CE4
CE15	VAR20001002.1300.1422-CE5
CE16	VAR20001002.1300.1422-CE6
CE17	VAR20001002.1300.1422-CE7
CE18	VAR20001002.1300.1422-CE8
CE19	VAR20001002.1300.1422-CE9
CE20	VAR20001002.1300.1422-CE10
CE21	VAR20001002.1300.1422-CE11
CE22	VAR20001002.1300.1422-CE12
CE23	VAR20001002.1300.1422-CE13
CE24	VAR20001002.1300.1422-CE14
CE25	VAR20001002.1300.1422-CE15
CE26	VAR20001002.1300.1422-CE16
CE1	VAR20001002.1300.1422-CE17
CE27	VAR20001002.1300.1422-CE18
CE28	VAR20001002.1300.1422-CE19
CE29	VAR20001002.1300.1422-CE20
CE31	VAR20001002.1300.1422-CE21
CE30	VAR20001002.1300.1422-CE22
CE32	VAR20001002.1300.1422-CE23
CE33	VAR20001002.1300.1422-CE24
CE34	VAR20001002.1300.1422-CE25
CE35	VAR20001002.1300.1422-CE26
CE2	VAR20001002.1300.1422-CE27
CE3	VAR20001002.1300.1422-CE28
CE4	VAR20001002.1300.1422-CE29
CE5	VAR20001002.1300.1422-CE30
CE6	VAR20001002.1300.1422-CE31
CE7	VAR20001002.1300.1422-CE32
CE8	VAR20001002.1300.1422-CE33
CE9	VAR20001002.1300.1422-CE34
CE10	VAR20001002.1300.1422-CE35
E13	VAR20001002.1300.1422-E1
E15	VAR20001002.1300.1422-E2
E18	VAR20001002.1300.1422-E3
E20	VAR20001002.1300.1422-E4
E21	VAR20001002.1300.1422-E5
E22	VAR20001002.1300.1422-E6
E23	VAR20001002.1300.1422-E7
E24	VAR20001002.1300.1422-E8
E25	VAR20001002.1300.1422-E9
E26	VAR20001002.1300.1422-E10
E27	VAR20001002.1300.1422-E11
E29	VAR20001002.1300.1422-E12
E30	VAR20001002.1300.1422-E13
E31	VAR20001002.1300.1422-E14
E32	VAR20001002.1300.1422-E15
E34	VAR20001002.1300.1422-E16
E35	VAR20001002.1300.1422-E17
E1	VAR20001002.1300.1422-E18
E36	VAR20001002.1300.1422-E19
E37	VAR20001002.1300.1422-E20
E39	VAR20001002.1300.1422-E21
E40	VAR20001002.1300.1422-E22
E41	VAR20001002.1300.1422-E23
E42	VAR20001002.1300.1422-E24
E44	VAR20001002.1300.1422-E25
E46	VAR20001002.1300.1422-E26
E47	VAR20001002.1300.1422-E27
E48	VAR20001002.1300.1422-E28
E49	VAR20001002.1300.1422-E29
E50	VAR20001002.1300.1422-E30
E51	VAR20001002.1300.1422-E31
E52	VAR20001002.1300.1422-E32
E53	VAR20001002.1300.1422-E33
E54	VAR20001002.1300.1422-E34
E55	VAR20001002.1300.1422-E35
E56	VAR20001002.1300.1422-E36
E57	VAR20001002.1300.1422-E37
E58	VAR20001002.1300.1422-E38
E59	VAR20001002.1300.1422-E39
E61	VAR20001002.1300.1422-E40
E62	VAR20001002.1300.1422-E41
E2	VAR20001002.1300.1422-E42
E3	VAR20001002.1300.1422-E43
E4	VAR20001002.1300.1422-E44
E6	VAR20001002.1300.1422-E45
E7	VAR20001002.1300.1422-E46
E8	VAR20001002.1300.1422-E47
E9	VAR20001002.1300.1422-E48
E10	VAR20001002.1300.1422-E49
E11	VAR20001002.1300.1422-E50
E12	VAR20001002.1300.1422-E51
EM1	VAR20001002.1300.1422-E18-1
EM64	VAR20001002.1300.1422-E3-2
EM21	VAR20001002.1300.1422-E2-3
EM26	VAR20001002.1300.1422-E1-4
EM5	VAR20001002.1300.1422-E43-5
EM23	VAR20001002.1300.1422-E3-6
EM24	VAR20001002.1300.1422-E3-7
EM28	VAR20001002.1300.1422-E3-8
EM29	VAR20001002.1300.1422-E3-9
EM30	VAR20001002.1300.1422-E44-10
EM32	VAR20001002.1300.1422-E4-11
EM34	VAR20001002.1300.1422-E5-12
EM35	VAR20001002.1300.1422-E6-13
EM37	VAR20001002.1300.1422-E7-14
EM36	VAR20001002.1300.1422-E8-15
EM38	VAR20001002.1300.1422-E9-16
EM39	VAR20001002.1300.1422-E10-17
EM40	VAR20001002.1300.1422-E42-18
EM42	VAR20001002.1300.1422-E44-19
EM41	VAR20001002.1300.1422-E44-20
EM43	VAR20001002.1300.1422-E11-21
EM46	VAR20001002.1300.1422-E12-22
EM47	VAR20001002.1300.1422-E13-23
EM48	VAR20001002.1300.1422-E14-24
EM49	VAR20001002.1300.1422-E15-25
EM50	VAR20001002.1300.1422-E15-26
EM51	VAR20001002.1300.1422-E10-27
EM52	VAR20001002.1300.1422-E16-28
EM53	VAR20001002.1300.1422-E16-29
EM54	VAR20001002.1300.1422-E17-30
EM56	VAR20001002.1300.1422-E19-31
EM57	VAR20001002.1300.1422-E20-32
EM59	VAR20001002.1300.1422-E21-33
EM60	VAR20001002.1300.1422-E22-34
EM61	VAR20001002.1300.1422-E23-35
EM62	VAR20001002.1300.1422-E24-36
EM33	VAR20001002.1300.1422-E4-37
EM63	VAR20001002.1300.1422-E1-38
EM65	VAR20001002.1300.1422-E1-39
EM66	VAR20001002.1300.1422-E44-40
EM67	VAR20001002.1300.1422-E44-41
EM68	VAR20001002.1300.1422-E1-42
EM69	VAR20001002.1300.1422-E1-43
EM70	VAR20001002.1300.1422-E25-44
EM71	VAR20001002.1300.1422-E3-45
EM72	VAR20001002.1300.1422-E44-46
EM73	VAR20001002.1300.1422-E44-47
EM75	VAR20001002.1300.1422-E26-48
EM76	VAR20001002.1300.1422-E27-49
EM79	VAR20001002.1300.1422-E28-50
EM80	VAR20001002.1300.1422-E29-51
