CE11	VAR20001210.1100.0069-CE1
CE12	VAR20001210.1100.0069-CE2
CE13	VAR20001210.1100.0069-CE3
CE14	VAR20001210.1100.0069-CE4
CE15	VAR20001210.1100.0069-CE5
CE16	VAR20001210.1100.0069-CE6
CE17	VAR20001210.1100.0069-CE7
CE22	VAR20001210.1100.0069-CE8
CE28	VAR20001210.1100.0069-CE9
CE29	VAR20001210.1100.0069-CE10
CE30	VAR20001210.1100.0069-CE11
CE18	VAR20001210.1100.0069-CE12
CE19	VAR20001210.1100.0069-CE13
CE20	VAR20001210.1100.0069-CE14
CE21	VAR20001210.1100.0069-CE15
CE25	VAR20001210.1100.0069-CE16
CE27	VAR20001210.1100.0069-CE17
CE24	VAR20001210.1100.0069-CE18
CE26	VAR20001210.1100.0069-CE19
CE4	VAR20001210.1100.0069-CE20
CE5	VAR20001210.1100.0069-CE21
CE3	VAR20001210.1100.0069-CE22
CE2	VAR20001210.1100.0069-CE23
CE6	VAR20001210.1100.0069-CE24
CE7	VAR20001210.1100.0069-CE25
CE23	VAR20001210.1100.0069-CE26
CE8	VAR20001210.1100.0069-CE27
CE9	VAR20001210.1100.0069-CE28
CE1	VAR20001210.1100.0069-CE29
CE10	VAR20001210.1100.0069-CE30
E17	VAR20001210.1100.0069-E1
E18	VAR20001210.1100.0069-E2
E19	VAR20001210.1100.0069-E3
E20	VAR20001210.1100.0069-E4
E21	VAR20001210.1100.0069-E5
E22	VAR20001210.1100.0069-E6
E23	VAR20001210.1100.0069-E7
E24	VAR20001210.1100.0069-E8
E25	VAR20001210.1100.0069-E9
E26	VAR20001210.1100.0069-E10
E27	VAR20001210.1100.0069-E11
E29	VAR20001210.1100.0069-E12
E30	VAR20001210.1100.0069-E13
E31	VAR20001210.1100.0069-E14
E32	VAR20001210.1100.0069-E15
E33	VAR20001210.1100.0069-E16
E34	VAR20001210.1100.0069-E17
E35	VAR20001210.1100.0069-E18
E36	VAR20001210.1100.0069-E19
E37	VAR20001210.1100.0069-E20
E38	VAR20001210.1100.0069-E21
E39	VAR20001210.1100.0069-E22
E40	VAR20001210.1100.0069-E23
E2	VAR20001210.1100.0069-E24
E3	VAR20001210.1100.0069-E25
E5	VAR20001210.1100.0069-E26
E7	VAR20001210.1100.0069-E27
E8	VAR20001210.1100.0069-E28
E9	VAR20001210.1100.0069-E29
E11	VAR20001210.1100.0069-E30
E12	VAR20001210.1100.0069-E31
E13	VAR20001210.1100.0069-E32
E15	VAR20001210.1100.0069-E33
E16	VAR20001210.1100.0069-E34
EM38	VAR20001210.1100.0069-E23-1
EM16	VAR20001210.1100.0069-E1-2
EM17	VAR20001210.1100.0069-E30-3
EM18	VAR20001210.1100.0069-E2-4
EM19	VAR20001210.1100.0069-E3-5
EM20	VAR20001210.1100.0069-E4-6
EM21	VAR20001210.1100.0069-E5-7
EM22	VAR20001210.1100.0069-E5-8
EM25	VAR20001210.1100.0069-E6-9
EM23	VAR20001210.1100.0069-E7-10
EM24	VAR20001210.1100.0069-E9-11
EM26	VAR20001210.1100.0069-E5-12
EM27	VAR20001210.1100.0069-E10-13
EM28	VAR20001210.1100.0069-E5-14
EM29	VAR20001210.1100.0069-E8-15
EM37	VAR20001210.1100.0069-E11-16
EM44	VAR20001210.1100.0069-E22-17
EM45	VAR20001210.1100.0069-E12-18
EM46	VAR20001210.1100.0069-E13-19
EM47	VAR20001210.1100.0069-E14-20
EM30	VAR20001210.1100.0069-E15-21
EM31	VAR20001210.1100.0069-E16-22
EM32	VAR20001210.1100.0069-E17-23
EM33	VAR20001210.1100.0069-E15-24
EM34	VAR20001210.1100.0069-E18-25
EM35	VAR20001210.1100.0069-E18-26
EM36	VAR20001210.1100.0069-E18-27
EM40	VAR20001210.1100.0069-E19-28
EM42	VAR20001210.1100.0069-E20-29
EM39	VAR20001210.1100.0069-E21-30
EM41	VAR20001210.1100.0069-E22-31
EM43	VAR20001210.1100.0069-E22-32
EM1	VAR20001210.1100.0069-E24-33
EM2	VAR20001210.1100.0069-E25-34
EM3	VAR20001210.1100.0069-E26-35
EM4	VAR20001210.1100.0069-E27-36
EM5	VAR20001210.1100.0069-E28-37
EM6	VAR20001210.1100.0069-E24-38
EM7	VAR20001210.1100.0069-E24-39
EM8	VAR20001210.1100.0069-E29-40
EM9	VAR20001210.1100.0069-E30-41
