CE4	NTV20001225.1530.0505-CE1
CE16	NTV20001225.1530.0505-CE2
CE18	NTV20001225.1530.0505-CE3
CE19	NTV20001225.1530.0505-CE4
CE20	NTV20001225.1530.0505-CE5
CE2	NTV20001225.1530.0505-CE6
CE10	NTV20001225.1530.0505-CE7
CE14	NTV20001225.1530.0505-CE8
CE15	NTV20001225.1530.0505-CE9
CE6	NTV20001225.1530.0505-CE10
CE1	NTV20001225.1530.0505-CE11
CE7	NTV20001225.1530.0505-CE12
CE8	NTV20001225.1530.0505-CE13
CE3	NTV20001225.1530.0505-CE14
CE9	NTV20001225.1530.0505-CE15
CE11	NTV20001225.1530.0505-CE16
CE12	NTV20001225.1530.0505-CE17
CE13	NTV20001225.1530.0505-CE18
CE5	NTV20001225.1530.0505-CE19
CE17	NTV20001225.1530.0505-CE20
E18	NTV20001225.1530.0505-E1
E19	NTV20001225.1530.0505-E2
E20	NTV20001225.1530.0505-E3
E21	NTV20001225.1530.0505-E4
E22	NTV20001225.1530.0505-E5
E24	NTV20001225.1530.0505-E6
E25	NTV20001225.1530.0505-E7
E26	NTV20001225.1530.0505-E8
E28	NTV20001225.1530.0505-E9
E34	NTV20001225.1530.0505-E10
E36	NTV20001225.1530.0505-E11
E37	NTV20001225.1530.0505-E12
E39	NTV20001225.1530.0505-E13
E29	NTV20001225.1530.0505-E14
E4	NTV20001225.1530.0505-E15
E5	NTV20001225.1530.0505-E16
E7	NTV20001225.1530.0505-E17
E8	NTV20001225.1530.0505-E18
E9	NTV20001225.1530.0505-E19
E10	NTV20001225.1530.0505-E20
E41	NTV20001225.1530.0505-E21
E32	NTV20001225.1530.0505-E22
E16	NTV20001225.1530.0505-E23
EM1	NTV20001225.1530.0505-E14-1
EM19	NTV20001225.1530.0505-E2-2
EM20	NTV20001225.1530.0505-E3-3
EM23	NTV20001225.1530.0505-E4-4
EM24	NTV20001225.1530.0505-E4-5
EM25	NTV20001225.1530.0505-E4-6
EM26	NTV20001225.1530.0505-E5-7
EM7	NTV20001225.1530.0505-E10-8
EM12	NTV20001225.1530.0505-E16-9
EM28	NTV20001225.1530.0505-E6-10
EM30	NTV20001225.1530.0505-E7-11
EM31	NTV20001225.1530.0505-E20-12
EM32	NTV20001225.1530.0505-E8-13
EM33	NTV20001225.1530.0505-E9-14
EM13	NTV20001225.1530.0505-E11-15
EM18	NTV20001225.1530.0505-E12-16
EM17	NTV20001225.1530.0505-E12-17
EM2	NTV20001225.1530.0505-E13-18
EM10	NTV20001225.1530.0505-E18-19
EM14	NTV20001225.1530.0505-E18-20
EM27	NTV20001225.1530.0505-E19-21
EM11	NTV20001225.1530.0505-E21-22
EM3	NTV20001225.1530.0505-E15-23
EM4	NTV20001225.1530.0505-E16-24
EM5	NTV20001225.1530.0505-E17-25
EM6	NTV20001225.1530.0505-E18-26
EM8	NTV20001225.1530.0505-E19-27
EM9	NTV20001225.1530.0505-E20-28
EM21	NTV20001225.1530.0505-E22-29
EM22	NTV20001225.1530.0505-E15-30
EM15	NTV20001225.1530.0505-E23-31
EM16	NTV20001225.1530.0505-E1-32
R1	NTV20001225.1530.0505-R1
R5	NTV20001225.1530.0505-R2
R2	NTV20001225.1530.0505-R3
R3	NTV20001225.1530.0505-R4
R4	NTV20001225.1530.0505-R5
R6	NTV20001225.1530.0505-R6
R9	NTV20001225.1530.0505-R7
R10	NTV20001225.1530.0505-R8
R11	NTV20001225.1530.0505-R9
RM2	NTV20001225.1530.0505-R3-1
RM1	NTV20001225.1530.0505-R1-1
RM5	NTV20001225.1530.0505-R2-1
RM3	NTV20001225.1530.0505-R4-1
RM4	NTV20001225.1530.0505-R5-1
RM6	NTV20001225.1530.0505-R6-1
RM9	NTV20001225.1530.0505-R7-1
RM10	NTV20001225.1530.0505-R8-1
RM11	NTV20001225.1530.0505-R9-1
V1	NTV20001225.1530.0505-EV1
V2	NTV20001225.1530.0505-EV2
VM1	NTV20001225.1530.0505-EV1-1
VM2	NTV20001225.1530.0505-EV2-1
Q1	NTV20001225.1530.0505-T1
