CE8	NTV20001009.1530.0451-CE1
CE1	NTV20001009.1530.0451-CE2
CE16	NTV20001009.1530.0451-CE3
CE17	NTV20001009.1530.0451-CE4
CE18	NTV20001009.1530.0451-CE5
CE20	NTV20001009.1530.0451-CE6
CE9	NTV20001009.1530.0451-CE7
CE10	NTV20001009.1530.0451-CE8
CE11	NTV20001009.1530.0451-CE9
CE12	NTV20001009.1530.0451-CE10
CE14	NTV20001009.1530.0451-CE11
CE15	NTV20001009.1530.0451-CE12
CE13	NTV20001009.1530.0451-CE13
CE19	NTV20001009.1530.0451-CE14
CE5	NTV20001009.1530.0451-CE15
CE3	NTV20001009.1530.0451-CE16
CE4	NTV20001009.1530.0451-CE17
CE2	NTV20001009.1530.0451-CE18
CE6	NTV20001009.1530.0451-CE19
CE21	NTV20001009.1530.0451-CE20
E10	NTV20001009.1530.0451-E1
E12	NTV20001009.1530.0451-E2
E13	NTV20001009.1530.0451-E3
E14	NTV20001009.1530.0451-E4
E15	NTV20001009.1530.0451-E5
E16	NTV20001009.1530.0451-E6
E18	NTV20001009.1530.0451-E7
E19	NTV20001009.1530.0451-E8
E20	NTV20001009.1530.0451-E9
E21	NTV20001009.1530.0451-E10
E22	NTV20001009.1530.0451-E11
E23	NTV20001009.1530.0451-E12
E25	NTV20001009.1530.0451-E13
E26	NTV20001009.1530.0451-E14
E27	NTV20001009.1530.0451-E15
E32	NTV20001009.1530.0451-E16
E34	NTV20001009.1530.0451-E17
E35	NTV20001009.1530.0451-E18
E1	NTV20001009.1530.0451-E19
E2	NTV20001009.1530.0451-E20
E3	NTV20001009.1530.0451-E21
E4	NTV20001009.1530.0451-E22
E7	NTV20001009.1530.0451-E23
E8	NTV20001009.1530.0451-E24
E36	NTV20001009.1530.0451-E25
EM20	NTV20001009.1530.0451-E1-1
EM19	NTV20001009.1530.0451-E1-2
EM21	NTV20001009.1530.0451-E2-3
EM33	NTV20001009.1530.0451-E1-4
EM34	NTV20001009.1530.0451-E3-5
EM35	NTV20001009.1530.0451-E4-6
EM36	NTV20001009.1530.0451-E5-7
EM37	NTV20001009.1530.0451-E6-8
EM39	NTV20001009.1530.0451-E7-9
EM22	NTV20001009.1530.0451-E8-10
EM23	NTV20001009.1530.0451-E9-11
EM24	NTV20001009.1530.0451-E10-12
EM25	NTV20001009.1530.0451-E11-13
EM26	NTV20001009.1530.0451-E12-14
EM28	NTV20001009.1530.0451-E13-15
EM29	NTV20001009.1530.0451-E9-16
EM31	NTV20001009.1530.0451-E14-17
EM30	NTV20001009.1530.0451-E14-18
EM32	NTV20001009.1530.0451-E15-19
EM27	NTV20001009.1530.0451-E16-20
EM38	NTV20001009.1530.0451-E17-21
EM6	NTV20001009.1530.0451-E18-22
EM8	NTV20001009.1530.0451-E18-23
EM9	NTV20001009.1530.0451-E18-24
EM11	NTV20001009.1530.0451-E18-25
EM12	NTV20001009.1530.0451-E18-26
EM16	NTV20001009.1530.0451-E18-27
EM18	NTV20001009.1530.0451-E18-28
EM1	NTV20001009.1530.0451-E19-29
EM2	NTV20001009.1530.0451-E20-30
EM3	NTV20001009.1530.0451-E19-31
EM4	NTV20001009.1530.0451-E21-32
EM5	NTV20001009.1530.0451-E22-33
EM7	NTV20001009.1530.0451-E23-34
EM10	NTV20001009.1530.0451-E22-35
EM13	NTV20001009.1530.0451-E24-36
EM14	NTV20001009.1530.0451-E24-37
EM17	NTV20001009.1530.0451-E19-38
EM40	NTV20001009.1530.0451-E25-39
R10	NTV20001009.1530.0451-R1
R1	NTV20001009.1530.0451-R2
R3	NTV20001009.1530.0451-R3
R4	NTV20001009.1530.0451-R4
R5	NTV20001009.1530.0451-R5
R7	NTV20001009.1530.0451-R6
R8	NTV20001009.1530.0451-R7
R6	NTV20001009.1530.0451-R8
R9	NTV20001009.1530.0451-R9
RM10	NTV20001009.1530.0451-R1-1
RM1	NTV20001009.1530.0451-R2-1
RM3	NTV20001009.1530.0451-R3-1
RM4	NTV20001009.1530.0451-R4-1
RM5	NTV20001009.1530.0451-R5-1
RM7	NTV20001009.1530.0451-R6-1
RM8	NTV20001009.1530.0451-R7-1
RM6	NTV20001009.1530.0451-R8-1
RM9	NTV20001009.1530.0451-R9-1
V9	NTV20001009.1530.0451-EV1
V10	NTV20001009.1530.0451-EV2
V1	NTV20001009.1530.0451-EV3
V2	NTV20001009.1530.0451-EV4
V3	NTV20001009.1530.0451-EV5
V4	NTV20001009.1530.0451-EV6
V5	NTV20001009.1530.0451-EV7
VM9	NTV20001009.1530.0451-EV1-1
VM10	NTV20001009.1530.0451-EV2-1
VM1	NTV20001009.1530.0451-EV3-1
VM2	NTV20001009.1530.0451-EV4-1
VM3	NTV20001009.1530.0451-EV5-1
VM4	NTV20001009.1530.0451-EV6-1
VM5	NTV20001009.1530.0451-EV7-1
Q1	NTV20001009.1530.0451-T1
Q2	NTV20001009.1530.0451-T2
