CE11	NTV20001018.1530.0790-CE1
CE12	NTV20001018.1530.0790-CE2
CE13	NTV20001018.1530.0790-CE3
CE14	NTV20001018.1530.0790-CE4
CE15	NTV20001018.1530.0790-CE5
CE16	NTV20001018.1530.0790-CE6
CE17	NTV20001018.1530.0790-CE7
CE18	NTV20001018.1530.0790-CE8
CE19	NTV20001018.1530.0790-CE9
CE20	NTV20001018.1530.0790-CE10
CE21	NTV20001018.1530.0790-CE11
CE38	NTV20001018.1530.0790-CE12
CE23	NTV20001018.1530.0790-CE13
CE24	NTV20001018.1530.0790-CE14
CE25	NTV20001018.1530.0790-CE15
CE26	NTV20001018.1530.0790-CE16
CE29	NTV20001018.1530.0790-CE17
CE2	NTV20001018.1530.0790-CE18
CE27	NTV20001018.1530.0790-CE19
CE30	NTV20001018.1530.0790-CE20
CE31	NTV20001018.1530.0790-CE21
CE32	NTV20001018.1530.0790-CE22
CE33	NTV20001018.1530.0790-CE23
CE35	NTV20001018.1530.0790-CE24
CE34	NTV20001018.1530.0790-CE25
CE36	NTV20001018.1530.0790-CE26
CE37	NTV20001018.1530.0790-CE27
CE39	NTV20001018.1530.0790-CE28
CE40	NTV20001018.1530.0790-CE29
CE41	NTV20001018.1530.0790-CE30
CE42	NTV20001018.1530.0790-CE31
CE43	NTV20001018.1530.0790-CE32
CE1	NTV20001018.1530.0790-CE33
CE3	NTV20001018.1530.0790-CE34
CE4	NTV20001018.1530.0790-CE35
CE5	NTV20001018.1530.0790-CE36
CE22	NTV20001018.1530.0790-CE37
CE6	NTV20001018.1530.0790-CE38
CE7	NTV20001018.1530.0790-CE39
CE8	NTV20001018.1530.0790-CE40
CE9	NTV20001018.1530.0790-CE41
CE10	NTV20001018.1530.0790-CE42
E14	NTV20001018.1530.0790-E1
E15	NTV20001018.1530.0790-E2
E16	NTV20001018.1530.0790-E3
E17	NTV20001018.1530.0790-E4
E18	NTV20001018.1530.0790-E5
E19	NTV20001018.1530.0790-E6
E20	NTV20001018.1530.0790-E7
E21	NTV20001018.1530.0790-E8
E22	NTV20001018.1530.0790-E9
E23	NTV20001018.1530.0790-E10
E24	NTV20001018.1530.0790-E11
E25	NTV20001018.1530.0790-E12
E26	NTV20001018.1530.0790-E13
E27	NTV20001018.1530.0790-E14
E28	NTV20001018.1530.0790-E15
E29	NTV20001018.1530.0790-E16
E70	NTV20001018.1530.0790-E17
E31	NTV20001018.1530.0790-E18
E32	NTV20001018.1530.0790-E19
E33	NTV20001018.1530.0790-E20
E34	NTV20001018.1530.0790-E21
E35	NTV20001018.1530.0790-E22
E72	NTV20001018.1530.0790-E23
E37	NTV20001018.1530.0790-E24
E68	NTV20001018.1530.0790-E25
E38	NTV20001018.1530.0790-E26
E39	NTV20001018.1530.0790-E27
E41	NTV20001018.1530.0790-E28
E42	NTV20001018.1530.0790-E29
E43	NTV20001018.1530.0790-E30
E45	NTV20001018.1530.0790-E31
E46	NTV20001018.1530.0790-E32
E47	NTV20001018.1530.0790-E33
E48	NTV20001018.1530.0790-E34
E49	NTV20001018.1530.0790-E35
E50	NTV20001018.1530.0790-E36
E51	NTV20001018.1530.0790-E37
E52	NTV20001018.1530.0790-E38
E55	NTV20001018.1530.0790-E39
E56	NTV20001018.1530.0790-E40
E57	NTV20001018.1530.0790-E41
E58	NTV20001018.1530.0790-E42
E59	NTV20001018.1530.0790-E43
E60	NTV20001018.1530.0790-E44
E61	NTV20001018.1530.0790-E45
E62	NTV20001018.1530.0790-E46
E63	NTV20001018.1530.0790-E47
E64	NTV20001018.1530.0790-E48
E66	NTV20001018.1530.0790-E49
E2	NTV20001018.1530.0790-E50
E69	NTV20001018.1530.0790-E51
E3	NTV20001018.1530.0790-E52
E4	NTV20001018.1530.0790-E53
E5	NTV20001018.1530.0790-E54
E6	NTV20001018.1530.0790-E55
E7	NTV20001018.1530.0790-E56
E8	NTV20001018.1530.0790-E57
E9	NTV20001018.1530.0790-E58
E10	NTV20001018.1530.0790-E59
E11	NTV20001018.1530.0790-E60
E12	NTV20001018.1530.0790-E61
E13	NTV20001018.1530.0790-E62
EM69	NTV20001018.1530.0790-E25-1
EM17	NTV20001018.1530.0790-E1-2
EM18	NTV20001018.1530.0790-E2-3
EM19	NTV20001018.1530.0790-E3-4
EM20	NTV20001018.1530.0790-E4-5
EM21	NTV20001018.1530.0790-E59-6
EM22	NTV20001018.1530.0790-E5-7
EM23	NTV20001018.1530.0790-E6-8
EM24	NTV20001018.1530.0790-E56-9
EM25	NTV20001018.1530.0790-E56-10
EM26	NTV20001018.1530.0790-E7-11
EM27	NTV20001018.1530.0790-E8-12
EM28	NTV20001018.1530.0790-E9-13
EM29	NTV20001018.1530.0790-E52-14
EM30	NTV20001018.1530.0790-E10-15
EM31	NTV20001018.1530.0790-E11-16
EM32	NTV20001018.1530.0790-E12-17
EM33	NTV20001018.1530.0790-E56-18
EM34	NTV20001018.1530.0790-E56-19
EM35	NTV20001018.1530.0790-E13-20
EM36	NTV20001018.1530.0790-E11-21
EM37	NTV20001018.1530.0790-E14-22
EM38	NTV20001018.1530.0790-E52-23
EM39	NTV20001018.1530.0790-E15-24
EM40	NTV20001018.1530.0790-E16-25
EM79	NTV20001018.1530.0790-E17-26
EM41	NTV20001018.1530.0790-E16-27
EM81	NTV20001018.1530.0790-E34-28
EM43	NTV20001018.1530.0790-E18-29
EM44	NTV20001018.1530.0790-E50-30
EM45	NTV20001018.1530.0790-E19-31
EM46	NTV20001018.1530.0790-E20-32
EM47	NTV20001018.1530.0790-E20-33
EM48	NTV20001018.1530.0790-E21-34
EM49	NTV20001018.1530.0790-E20-35
EM50	NTV20001018.1530.0790-E22-36
EM51	NTV20001018.1530.0790-E52-37
EM72	NTV20001018.1530.0790-E27-38
EM60	NTV20001018.1530.0790-E23-39
EM53	NTV20001018.1530.0790-E57-40
EM54	NTV20001018.1530.0790-E24-41
EM55	NTV20001018.1530.0790-E26-42
EM56	NTV20001018.1530.0790-E27-43
EM57	NTV20001018.1530.0790-E28-44
EM58	NTV20001018.1530.0790-E29-45
EM59	NTV20001018.1530.0790-E30-46
EM62	NTV20001018.1530.0790-E31-47
EM64	NTV20001018.1530.0790-E32-48
EM63	NTV20001018.1530.0790-E33-49
EM65	NTV20001018.1530.0790-E34-50
EM66	NTV20001018.1530.0790-E34-51
EM68	NTV20001018.1530.0790-E35-52
EM67	NTV20001018.1530.0790-E36-53
EM70	NTV20001018.1530.0790-E37-54
EM71	NTV20001018.1530.0790-E38-55
EM73	NTV20001018.1530.0790-E34-56
EM74	NTV20001018.1530.0790-E34-57
EM75	NTV20001018.1530.0790-E39-58
EM76	NTV20001018.1530.0790-E50-59
EM77	NTV20001018.1530.0790-E40-60
EM78	NTV20001018.1530.0790-E40-61
EM80	NTV20001018.1530.0790-E41-62
EM82	NTV20001018.1530.0790-E40-63
EM83	NTV20001018.1530.0790-E34-64
EM84	NTV20001018.1530.0790-E42-65
EM86	NTV20001018.1530.0790-E44-66
EM85	NTV20001018.1530.0790-E43-67
EM87	NTV20001018.1530.0790-E43-68
EM88	NTV20001018.1530.0790-E43-69
EM89	NTV20001018.1530.0790-E43-70
EM90	NTV20001018.1530.0790-E56-71
EM91	NTV20001018.1530.0790-E43-72
EM92	NTV20001018.1530.0790-E45-73
EM93	NTV20001018.1530.0790-E46-74
EM94	NTV20001018.1530.0790-E45-75
EM96	NTV20001018.1530.0790-E45-76
EM42	NTV20001018.1530.0790-E51-77
EM95	NTV20001018.1530.0790-E47-78
EM97	NTV20001018.1530.0790-E47-79
EM98	NTV20001018.1530.0790-E48-80
EM52	NTV20001018.1530.0790-E49-81
EM1	NTV20001018.1530.0790-E50-82
EM2	NTV20001018.1530.0790-E52-83
EM3	NTV20001018.1530.0790-E52-84
EM4	NTV20001018.1530.0790-E53-85
EM5	NTV20001018.1530.0790-E54-86
EM6	NTV20001018.1530.0790-E52-87
