CE8	NTV20001213.1530.1474-CE1
CE9	NTV20001213.1530.1474-CE2
CE10	NTV20001213.1530.1474-CE3
CE11	NTV20001213.1530.1474-CE4
CE3	NTV20001213.1530.1474-CE5
CE2	NTV20001213.1530.1474-CE6
CE1	NTV20001213.1530.1474-CE7
CE4	NTV20001213.1530.1474-CE8
CE5	NTV20001213.1530.1474-CE9
CE6	NTV20001213.1530.1474-CE10
CE7	NTV20001213.1530.1474-CE11
E14	NTV20001213.1530.1474-E1
E15	NTV20001213.1530.1474-E2
E16	NTV20001213.1530.1474-E3
E17	NTV20001213.1530.1474-E4
E18	NTV20001213.1530.1474-E5
E19	NTV20001213.1530.1474-E6
E20	NTV20001213.1530.1474-E7
E21	NTV20001213.1530.1474-E8
E23	NTV20001213.1530.1474-E9
E24	NTV20001213.1530.1474-E10
E2	NTV20001213.1530.1474-E11
E3	NTV20001213.1530.1474-E12
E5	NTV20001213.1530.1474-E13
E7	NTV20001213.1530.1474-E14
E22	NTV20001213.1530.1474-E15
E9	NTV20001213.1530.1474-E16
E10	NTV20001213.1530.1474-E17
E11	NTV20001213.1530.1474-E18
E12	NTV20001213.1530.1474-E19
E13	NTV20001213.1530.1474-E20
EM21	NTV20001213.1530.1474-E11-1
EM22	NTV20001213.1530.1474-E1-2
EM23	NTV20001213.1530.1474-E1-3
EM24	NTV20001213.1530.1474-E1-4
EM25	NTV20001213.1530.1474-E17-5
EM26	NTV20001213.1530.1474-E17-6
EM27	NTV20001213.1530.1474-E17-7
EM28	NTV20001213.1530.1474-E2-8
EM29	NTV20001213.1530.1474-E18-9
EM30	NTV20001213.1530.1474-E11-10
EM31	NTV20001213.1530.1474-E12-11
EM32	NTV20001213.1530.1474-E3-12
EM33	NTV20001213.1530.1474-E12-13
EM34	NTV20001213.1530.1474-E11-14
EM35	NTV20001213.1530.1474-E4-15
EM36	NTV20001213.1530.1474-E12-16
EM37	NTV20001213.1530.1474-E5-17
EM38	NTV20001213.1530.1474-E12-18
EM39	NTV20001213.1530.1474-E11-19
EM40	NTV20001213.1530.1474-E4-20
EM42	NTV20001213.1530.1474-E12-21
EM44	NTV20001213.1530.1474-E6-22
EM46	NTV20001213.1530.1474-E7-23
EM47	NTV20001213.1530.1474-E8-24
EM45	NTV20001213.1530.1474-E6-25
EM41	NTV20001213.1530.1474-E4-26
EM1	NTV20001213.1530.1474-E12-27
EM43	NTV20001213.1530.1474-E10-28
EM19	NTV20001213.1530.1474-E1-29
EM2	NTV20001213.1530.1474-E11-30
EM3	NTV20001213.1530.1474-E12-31
EM4	NTV20001213.1530.1474-E12-32
EM5	NTV20001213.1530.1474-E13-33
EM7	NTV20001213.1530.1474-E11-34
EM8	NTV20001213.1530.1474-E12-35
EM9	NTV20001213.1530.1474-E14-36
EM10	NTV20001213.1530.1474-E15-37
EM11	NTV20001213.1530.1474-E12-38
EM12	NTV20001213.1530.1474-E16-39
EM13	NTV20001213.1530.1474-E12-40
EM14	NTV20001213.1530.1474-E17-41
EM15	NTV20001213.1530.1474-E17-42
EM16	NTV20001213.1530.1474-E18-43
EM17	NTV20001213.1530.1474-E19-44
EM18	NTV20001213.1530.1474-E20-45
EM6	NTV20001213.1530.1474-E9-46
R11	NTV20001213.1530.1474-R1
R1	NTV20001213.1530.1474-R2
R2	NTV20001213.1530.1474-R3
R3	NTV20001213.1530.1474-R4
R4	NTV20001213.1530.1474-R5
R5	NTV20001213.1530.1474-R6
R7	NTV20001213.1530.1474-R7
R8	NTV20001213.1530.1474-R8
R9	NTV20001213.1530.1474-R9
R10	NTV20001213.1530.1474-R10
RM11	NTV20001213.1530.1474-R1-1
RM1	NTV20001213.1530.1474-R2-1
RM2	NTV20001213.1530.1474-R3-1
RM3	NTV20001213.1530.1474-R4-1
RM4	NTV20001213.1530.1474-R5-1
RM5	NTV20001213.1530.1474-R6-1
RM7	NTV20001213.1530.1474-R7-1
RM8	NTV20001213.1530.1474-R8-1
RM9	NTV20001213.1530.1474-R9-1
RM10	NTV20001213.1530.1474-R10-1
V1	NTV20001213.1530.1474-EV1
V2	NTV20001213.1530.1474-EV2
V3	NTV20001213.1530.1474-EV3
VM2	NTV20001213.1530.1474-EV2-1
VM1	NTV20001213.1530.1474-EV1-1
VM3	NTV20001213.1530.1474-EV3-1
Q2	NTV20001213.1530.1474-T1
Q1	NTV20001213.1530.1474-T2
