CE9	VAR20001007.1300.0881-CE1
CE10	VAR20001007.1300.0881-CE2
CE12	VAR20001007.1300.0881-CE3
CE14	VAR20001007.1300.0881-CE4
CE11	VAR20001007.1300.0881-CE5
CE18	VAR20001007.1300.0881-CE6
CE19	VAR20001007.1300.0881-CE7
CE20	VAR20001007.1300.0881-CE8
CE21	VAR20001007.1300.0881-CE9
CE13	VAR20001007.1300.0881-CE10
CE22	VAR20001007.1300.0881-CE11
CE23	VAR20001007.1300.0881-CE12
CE24	VAR20001007.1300.0881-CE13
CE26	VAR20001007.1300.0881-CE14
CE15	VAR20001007.1300.0881-CE15
CE16	VAR20001007.1300.0881-CE16
CE17	VAR20001007.1300.0881-CE17
CE25	VAR20001007.1300.0881-CE18
CE27	VAR20001007.1300.0881-CE19
CE1	VAR20001007.1300.0881-CE20
CE2	VAR20001007.1300.0881-CE21
CE3	VAR20001007.1300.0881-CE22
CE4	VAR20001007.1300.0881-CE23
CE5	VAR20001007.1300.0881-CE24
CE6	VAR20001007.1300.0881-CE25
CE7	VAR20001007.1300.0881-CE26
CE8	VAR20001007.1300.0881-CE27
E12	VAR20001007.1300.0881-E1
E13	VAR20001007.1300.0881-E2
E14	VAR20001007.1300.0881-E3
E16	VAR20001007.1300.0881-E4
E38	VAR20001007.1300.0881-E5
E19	VAR20001007.1300.0881-E6
E20	VAR20001007.1300.0881-E7
E21	VAR20001007.1300.0881-E8
E22	VAR20001007.1300.0881-E9
E39	VAR20001007.1300.0881-E10
E24	VAR20001007.1300.0881-E11
E25	VAR20001007.1300.0881-E12
E26	VAR20001007.1300.0881-E13
E27	VAR20001007.1300.0881-E14
E28	VAR20001007.1300.0881-E15
E30	VAR20001007.1300.0881-E16
E31	VAR20001007.1300.0881-E17
E33	VAR20001007.1300.0881-E18
E34	VAR20001007.1300.0881-E19
E35	VAR20001007.1300.0881-E20
E36	VAR20001007.1300.0881-E21
E37	VAR20001007.1300.0881-E22
E41	VAR20001007.1300.0881-E23
E42	VAR20001007.1300.0881-E24
E43	VAR20001007.1300.0881-E25
E46	VAR20001007.1300.0881-E26
E47	VAR20001007.1300.0881-E27
E1	VAR20001007.1300.0881-E28
E2	VAR20001007.1300.0881-E29
E3	VAR20001007.1300.0881-E30
E4	VAR20001007.1300.0881-E31
E5	VAR20001007.1300.0881-E32
E6	VAR20001007.1300.0881-E33
E7	VAR20001007.1300.0881-E34
E8	VAR20001007.1300.0881-E35
E10	VAR20001007.1300.0881-E36
E11	VAR20001007.1300.0881-E37
EM17	VAR20001007.1300.0881-E2-1
EM19	VAR20001007.1300.0881-E3-2
EM20	VAR20001007.1300.0881-E35-3
EM21	VAR20001007.1300.0881-E2-4
EM22	VAR20001007.1300.0881-E5-5
EM24	VAR20001007.1300.0881-E2-6
EM26	VAR20001007.1300.0881-E4-7
EM28	VAR20001007.1300.0881-E3-8
EM30	VAR20001007.1300.0881-E3-9
EM27	VAR20001007.1300.0881-E3-10
EM23	VAR20001007.1300.0881-E10-11
EM33	VAR20001007.1300.0881-E32-12
EM34	VAR20001007.1300.0881-E32-13
EM35	VAR20001007.1300.0881-E3-14
EM36	VAR20001007.1300.0881-E6-15
EM37	VAR20001007.1300.0881-E7-16
EM38	VAR20001007.1300.0881-E30-17
EM39	VAR20001007.1300.0881-E32-18
EM40	VAR20001007.1300.0881-E3-19
EM41	VAR20001007.1300.0881-E3-20
EM42	VAR20001007.1300.0881-E8-21
EM43	VAR20001007.1300.0881-E9-22
EM45	VAR20001007.1300.0881-E4-23
EM46	VAR20001007.1300.0881-E9-24
EM47	VAR20001007.1300.0881-E9-25
EM48	VAR20001007.1300.0881-E9-26
EM49	VAR20001007.1300.0881-E9-27
EM50	VAR20001007.1300.0881-E9-28
EM51	VAR20001007.1300.0881-E25-29
EM52	VAR20001007.1300.0881-E11-30
EM53	VAR20001007.1300.0881-E12-31
EM56	VAR20001007.1300.0881-E13-32
EM54	VAR20001007.1300.0881-E12-33
EM55	VAR20001007.1300.0881-E14-34
EM57	VAR20001007.1300.0881-E15-35
EM60	VAR20001007.1300.0881-E16-36
EM63	VAR20001007.1300.0881-E8-37
EM65	VAR20001007.1300.0881-E8-38
EM66	VAR20001007.1300.0881-E8-39
EM64	VAR20001007.1300.0881-E8-40
EM67	VAR20001007.1300.0881-E17-41
EM69	VAR20001007.1300.0881-E18-42
EM25	VAR20001007.1300.0881-E5-43
EM70	VAR20001007.1300.0881-E18-44
EM71	VAR20001007.1300.0881-E19-45
EM72	VAR20001007.1300.0881-E17-46
EM73	VAR20001007.1300.0881-E29-47
EM74	VAR20001007.1300.0881-E20-48
