CE11	NTV20001208.1530.1146-CE1
CE12	NTV20001208.1530.1146-CE2
CE14	NTV20001208.1530.1146-CE3
CE15	NTV20001208.1530.1146-CE4
CE17	NTV20001208.1530.1146-CE5
CE16	NTV20001208.1530.1146-CE6
CE1	NTV20001208.1530.1146-CE7
CE18	NTV20001208.1530.1146-CE8
CE19	NTV20001208.1530.1146-CE9
CE20	NTV20001208.1530.1146-CE10
CE22	NTV20001208.1530.1146-CE11
CE23	NTV20001208.1530.1146-CE12
CE29	NTV20001208.1530.1146-CE13
CE26	NTV20001208.1530.1146-CE14
CE27	NTV20001208.1530.1146-CE15
CE28	NTV20001208.1530.1146-CE16
CE2	NTV20001208.1530.1146-CE17
CE31	NTV20001208.1530.1146-CE18
CE32	NTV20001208.1530.1146-CE19
CE33	NTV20001208.1530.1146-CE20
CE34	NTV20001208.1530.1146-CE21
CE35	NTV20001208.1530.1146-CE22
CE36	NTV20001208.1530.1146-CE23
CE3	NTV20001208.1530.1146-CE24
CE37	NTV20001208.1530.1146-CE25
CE38	NTV20001208.1530.1146-CE26
CE39	NTV20001208.1530.1146-CE27
CE40	NTV20001208.1530.1146-CE28
CE42	NTV20001208.1530.1146-CE29
CE43	NTV20001208.1530.1146-CE30
CE30	NTV20001208.1530.1146-CE31
CE9	NTV20001208.1530.1146-CE32
CE41	NTV20001208.1530.1146-CE33
CE4	NTV20001208.1530.1146-CE34
CE5	NTV20001208.1530.1146-CE35
CE6	NTV20001208.1530.1146-CE36
CE13	NTV20001208.1530.1146-CE37
CE21	NTV20001208.1530.1146-CE38
CE7	NTV20001208.1530.1146-CE39
CE8	NTV20001208.1530.1146-CE40
CE24	NTV20001208.1530.1146-CE41
CE25	NTV20001208.1530.1146-CE42
CE10	NTV20001208.1530.1146-CE43
E12	NTV20001208.1530.1146-E1
E13	NTV20001208.1530.1146-E2
E15	NTV20001208.1530.1146-E3
E16	NTV20001208.1530.1146-E4
E17	NTV20001208.1530.1146-E5
E18	NTV20001208.1530.1146-E6
E20	NTV20001208.1530.1146-E7
E22	NTV20001208.1530.1146-E8
