CE8	NTV20001213.1530.1248-CE1
CE9	NTV20001213.1530.1248-CE2
CE10	NTV20001213.1530.1248-CE3
CE11	NTV20001213.1530.1248-CE4
CE25	NTV20001213.1530.1248-CE5
CE12	NTV20001213.1530.1248-CE6
CE13	NTV20001213.1530.1248-CE7
CE15	NTV20001213.1530.1248-CE8
CE16	NTV20001213.1530.1248-CE9
CE17	NTV20001213.1530.1248-CE10
CE18	NTV20001213.1530.1248-CE11
CE19	NTV20001213.1530.1248-CE12
CE20	NTV20001213.1530.1248-CE13
CE21	NTV20001213.1530.1248-CE14
CE22	NTV20001213.1530.1248-CE15
CE2	NTV20001213.1530.1248-CE16
CE23	NTV20001213.1530.1248-CE17
CE14	NTV20001213.1530.1248-CE18
CE26	NTV20001213.1530.1248-CE19
CE27	NTV20001213.1530.1248-CE20
CE28	NTV20001213.1530.1248-CE21
CE24	NTV20001213.1530.1248-CE22
CE29	NTV20001213.1530.1248-CE23
CE3	NTV20001213.1530.1248-CE24
CE4	NTV20001213.1530.1248-CE25
CE5	NTV20001213.1530.1248-CE26
CE1	NTV20001213.1530.1248-CE27
CE6	NTV20001213.1530.1248-CE28
CE7	NTV20001213.1530.1248-CE29
E15	NTV20001213.1530.1248-E1
E16	NTV20001213.1530.1248-E2
E17	NTV20001213.1530.1248-E3
E18	NTV20001213.1530.1248-E4
E19	NTV20001213.1530.1248-E5
E20	NTV20001213.1530.1248-E6
E21	NTV20001213.1530.1248-E7
E22	NTV20001213.1530.1248-E8
E23	NTV20001213.1530.1248-E9
E57	NTV20001213.1530.1248-E10
E25	NTV20001213.1530.1248-E11
E27	NTV20001213.1530.1248-E12
E28	NTV20001213.1530.1248-E13
E29	NTV20001213.1530.1248-E14
E30	NTV20001213.1530.1248-E15
E31	NTV20001213.1530.1248-E16
E32	NTV20001213.1530.1248-E17
E33	NTV20001213.1530.1248-E18
E34	NTV20001213.1530.1248-E19
E1	NTV20001213.1530.1248-E20
E36	NTV20001213.1530.1248-E21
E37	NTV20001213.1530.1248-E22
E38	NTV20001213.1530.1248-E23
E39	NTV20001213.1530.1248-E24
E62	NTV20001213.1530.1248-E25
