CE11	VAR20001005.1300.1052-CE1
CE12	VAR20001005.1300.1052-CE2
CE13	VAR20001005.1300.1052-CE3
CE14	VAR20001005.1300.1052-CE4
CE15	VAR20001005.1300.1052-CE5
CE16	VAR20001005.1300.1052-CE6
CE2	VAR20001005.1300.1052-CE7
CE3	VAR20001005.1300.1052-CE8
CE4	VAR20001005.1300.1052-CE9
CE5	VAR20001005.1300.1052-CE10
CE6	VAR20001005.1300.1052-CE11
CE8	VAR20001005.1300.1052-CE12
CE9	VAR20001005.1300.1052-CE13
CE1	VAR20001005.1300.1052-CE14
CE10	VAR20001005.1300.1052-CE15
CE7	VAR20001005.1300.1052-CE16
E17	VAR20001005.1300.1052-E1
E27	VAR20001005.1300.1052-E2
E20	VAR20001005.1300.1052-E3
E28	VAR20001005.1300.1052-E4
E21	VAR20001005.1300.1052-E5
E22	VAR20001005.1300.1052-E6
E23	VAR20001005.1300.1052-E7
E25	VAR20001005.1300.1052-E8
E29	VAR20001005.1300.1052-E9
E1	VAR20001005.1300.1052-E10
E1	VAR20001005.1300.1052-E11
E2	VAR20001005.1300.1052-E12
E3	VAR20001005.1300.1052-E13
E4	VAR20001005.1300.1052-E14
E5	VAR20001005.1300.1052-E15
E6	VAR20001005.1300.1052-E16
E8	VAR20001005.1300.1052-E17
E9	VAR20001005.1300.1052-E18
E11	VAR20001005.1300.1052-E19
E13	VAR20001005.1300.1052-E20
E14	VAR20001005.1300.1052-E21
E16	VAR20001005.1300.1052-E22
EM1	VAR20001005.1300.1052-E11-1
EM17	VAR20001005.1300.1052-E13-2
EM31	VAR20001005.1300.1052-E4-3
EM19	VAR20001005.1300.1052-E14-4
EM20	VAR20001005.1300.1052-E10-5
EM21	VAR20001005.1300.1052-E16-6
EM22	VAR20001005.1300.1052-E3-7
EM23	VAR20001005.1300.1052-E16-8
EM25	VAR20001005.1300.1052-E5-9
EM26	VAR20001005.1300.1052-E16-10
EM27	VAR20001005.1300.1052-E5-11
EM28	VAR20001005.1300.1052-E6-12
EM29	VAR20001005.1300.1052-E7-13
EM30	VAR20001005.1300.1052-E8-14
EM10	VAR20001005.1300.1052-E9-15
EM18	VAR20001005.1300.1052-E2-16
EM24	VAR20001005.1300.1052-E5-17
EM2	VAR20001005.1300.1052-E12-18
EM3	VAR20001005.1300.1052-E13-19
EM4	VAR20001005.1300.1052-E15-20
EM5	VAR20001005.1300.1052-E13-21
EM6	VAR20001005.1300.1052-E13-22
EM7	VAR20001005.1300.1052-E16-23
EM8	VAR20001005.1300.1052-E17-24
EM9	VAR20001005.1300.1052-E18-25
EM11	VAR20001005.1300.1052-E19-26
EM16	VAR20001005.1300.1052-E2-27
EM12	VAR20001005.1300.1052-E20-28
EM13	VAR20001005.1300.1052-E21-29
EM14	VAR20001005.1300.1052-E22-30
EM15	VAR20001005.1300.1052-E1-31
R8	VAR20001005.1300.1052-R1
R2	VAR20001005.1300.1052-R2
R3	VAR20001005.1300.1052-R3
R4	VAR20001005.1300.1052-R4
R5	VAR20001005.1300.1052-R5
R1	VAR20001005.1300.1052-R6
R6	VAR20001005.1300.1052-R7
R7	VAR20001005.1300.1052-R8
RM8	VAR20001005.1300.1052-R1-1
RM2	VAR20001005.1300.1052-R2-1
RM3	VAR20001005.1300.1052-R3-1
RM4	VAR20001005.1300.1052-R4-1
RM5	VAR20001005.1300.1052-R5-1
RM1	VAR20001005.1300.1052-R6-1
RM6	VAR20001005.1300.1052-R7-1
RM7	VAR20001005.1300.1052-R8-1
V2	VAR20001005.1300.1052-EV1
V1	VAR20001005.1300.1052-EV2
VM2	VAR20001005.1300.1052-EV1-1
VM1	VAR20001005.1300.1052-EV2-1
Q2	VAR20001005.1300.1052-T1
Q1	VAR20001005.1300.1052-T2
