CE15	NTV20001002.1530.1635-CE1
CE16	NTV20001002.1530.1635-CE2
CE17	NTV20001002.1530.1635-CE3
CE18	NTV20001002.1530.1635-CE4
CE19	NTV20001002.1530.1635-CE5
CE9	NTV20001002.1530.1635-CE6
CE10	NTV20001002.1530.1635-CE7
CE11	NTV20001002.1530.1635-CE8
CE7	NTV20001002.1530.1635-CE9
CE1	NTV20001002.1530.1635-CE10
CE2	NTV20001002.1530.1635-CE11
CE3	NTV20001002.1530.1635-CE12
CE4	NTV20001002.1530.1635-CE13
CE6	NTV20001002.1530.1635-CE14
CE5	NTV20001002.1530.1635-CE15
CE8	NTV20001002.1530.1635-CE16
CE13	NTV20001002.1530.1635-CE17
CE14	NTV20001002.1530.1635-CE18
CE12	NTV20001002.1530.1635-CE19
E15	NTV20001002.1530.1635-E1
E16	NTV20001002.1530.1635-E2
E17	NTV20001002.1530.1635-E3
E18	NTV20001002.1530.1635-E4
E19	NTV20001002.1530.1635-E5
E20	NTV20001002.1530.1635-E6
E21	NTV20001002.1530.1635-E7
E22	NTV20001002.1530.1635-E8
E23	NTV20001002.1530.1635-E9
E24	NTV20001002.1530.1635-E10
E25	NTV20001002.1530.1635-E11
E27	NTV20001002.1530.1635-E12
E1	NTV20001002.1530.1635-E13
E29	NTV20001002.1530.1635-E14
E2	NTV20001002.1530.1635-E15
E3	NTV20001002.1530.1635-E16
E5	NTV20001002.1530.1635-E17
E6	NTV20001002.1530.1635-E18
E26	NTV20001002.1530.1635-E19
E8	NTV20001002.1530.1635-E20
E9	NTV20001002.1530.1635-E21
E11	NTV20001002.1530.1635-E22
E12	NTV20001002.1530.1635-E23
E13	NTV20001002.1530.1635-E24
E14	NTV20001002.1530.1635-E25
EM2	NTV20001002.1530.1635-E13-1
EM26	NTV20001002.1530.1635-E1-2
EM27	NTV20001002.1530.1635-E2-3
EM28	NTV20001002.1530.1635-E3-4
EM29	NTV20001002.1530.1635-E4-5
EM30	NTV20001002.1530.1635-E20-6
EM31	NTV20001002.1530.1635-E20-7
EM32	NTV20001002.1530.1635-E5-8
EM33	NTV20001002.1530.1635-E6-9
EM13	NTV20001002.1530.1635-E7-10
EM14	NTV20001002.1530.1635-E8-11
EM15	NTV20001002.1530.1635-E9-12
EM16	NTV20001002.1530.1635-E10-13
EM1	NTV20001002.1530.1635-E12-14
EM17	NTV20001002.1530.1635-E25-15
EM18	NTV20001002.1530.1635-E23-16
EM9	NTV20001002.1530.1635-E11-17
EM19	NTV20001002.1530.1635-E20-18
EM22	NTV20001002.1530.1635-E14-19
EM3	NTV20001002.1530.1635-E13-20
EM4	NTV20001002.1530.1635-E15-21
EM5	NTV20001002.1530.1635-E16-22
EM6	NTV20001002.1530.1635-E17-23
EM8	NTV20001002.1530.1635-E18-24
EM7	NTV20001002.1530.1635-E19-25
EM10	NTV20001002.1530.1635-E12-26
EM11	NTV20001002.1530.1635-E21-27
EM12	NTV20001002.1530.1635-E20-28
EM20	NTV20001002.1530.1635-E22-29
EM21	NTV20001002.1530.1635-E23-30
EM23	NTV20001002.1530.1635-E24-31
EM24	NTV20001002.1530.1635-E25-32
EM25	NTV20001002.1530.1635-E23-33
R8	NTV20001002.1530.1635-R1
R1	NTV20001002.1530.1635-R2
R2	NTV20001002.1530.1635-R3
R3	NTV20001002.1530.1635-R4
R4	NTV20001002.1530.1635-R5
R6	NTV20001002.1530.1635-R6
R5	NTV20001002.1530.1635-R7
RM8	NTV20001002.1530.1635-R1-1
RM1	NTV20001002.1530.1635-R2-1
RM2	NTV20001002.1530.1635-R3-1
RM3	NTV20001002.1530.1635-R4-1
RM4	NTV20001002.1530.1635-R5-1
RM6	NTV20001002.1530.1635-R6-1
RM5	NTV20001002.1530.1635-R1-2
V2	NTV20001002.1530.1635-EV1
V3	NTV20001002.1530.1635-EV2
V6	NTV20001002.1530.1635-EV3
V8	NTV20001002.1530.1635-EV4
V9	NTV20001002.1530.1635-EV5
V4	NTV20001002.1530.1635-EV6
VM2	NTV20001002.1530.1635-EV1-1
VM3	NTV20001002.1530.1635-EV2-1
VM8	NTV20001002.1530.1635-EV4-1
VM6	NTV20001002.1530.1635-EV3-1
VM9	NTV20001002.1530.1635-EV5-1
VM4	NTV20001002.1530.1635-EV6-1
Q1	NTV20001002.1530.1635-T1
Q2	NTV20001002.1530.1635-V1
Q3	NTV20001002.1530.1635-V2
Q4	NTV20001002.1530.1635-V3
Q5	NTV20001002.1530.1635-V4
QM2	NTV20001002.1530.1635-V1-1
QM3	NTV20001002.1530.1635-V2-1
QM4	NTV20001002.1530.1635-V3-1
QM5	NTV20001002.1530.1635-V4-1
