CE12	NTV20001213.1530.0162-CE1
CE14	NTV20001213.1530.0162-CE2
CE37	NTV20001213.1530.0162-CE3
CE16	NTV20001213.1530.0162-CE4
CE17	NTV20001213.1530.0162-CE5
CE18	NTV20001213.1530.0162-CE6
CE19	NTV20001213.1530.0162-CE7
CE20	NTV20001213.1530.0162-CE8
CE21	NTV20001213.1530.0162-CE9
CE22	NTV20001213.1530.0162-CE10
CE23	NTV20001213.1530.0162-CE11
CE24	NTV20001213.1530.0162-CE12
CE25	NTV20001213.1530.0162-CE13
CE26	NTV20001213.1530.0162-CE14
CE27	NTV20001213.1530.0162-CE15
CE28	NTV20001213.1530.0162-CE16
CE29	NTV20001213.1530.0162-CE17
CE30	NTV20001213.1530.0162-CE18
CE31	NTV20001213.1530.0162-CE19
CE32	NTV20001213.1530.0162-CE20
CE33	NTV20001213.1530.0162-CE21
CE34	NTV20001213.1530.0162-CE22
CE7	NTV20001213.1530.0162-CE23
CE35	NTV20001213.1530.0162-CE24
CE36	NTV20001213.1530.0162-CE25
CE38	NTV20001213.1530.0162-CE26
CE39	NTV20001213.1530.0162-CE27
CE11	NTV20001213.1530.0162-CE28
CE40	NTV20001213.1530.0162-CE29
CE41	NTV20001213.1530.0162-CE30
CE42	NTV20001213.1530.0162-CE31
CE43	NTV20001213.1530.0162-CE32
CE3	NTV20001213.1530.0162-CE33
CE45	NTV20001213.1530.0162-CE34
CE47	NTV20001213.1530.0162-CE35
CE48	NTV20001213.1530.0162-CE36
CE50	NTV20001213.1530.0162-CE37
CE52	NTV20001213.1530.0162-CE38
CE53	NTV20001213.1530.0162-CE39
CE55	NTV20001213.1530.0162-CE40
CE56	NTV20001213.1530.0162-CE41
CE57	NTV20001213.1530.0162-CE42
CE59	NTV20001213.1530.0162-CE43
CE61	NTV20001213.1530.0162-CE44
CE63	NTV20001213.1530.0162-CE45
CE64	NTV20001213.1530.0162-CE46
CE65	NTV20001213.1530.0162-CE47
CE1	NTV20001213.1530.0162-CE48
CE66	NTV20001213.1530.0162-CE49
CE67	NTV20001213.1530.0162-CE50
CE68	NTV20001213.1530.0162-CE51
CE49	NTV20001213.1530.0162-CE52
CE54	NTV20001213.1530.0162-CE53
CE46	NTV20001213.1530.0162-CE54
CE2	NTV20001213.1530.0162-CE55
CE62	NTV20001213.1530.0162-CE56
CE60	NTV20001213.1530.0162-CE57
CE15	NTV20001213.1530.0162-CE58
CE58	NTV20001213.1530.0162-CE59
CE4	NTV20001213.1530.0162-CE60
CE5	NTV20001213.1530.0162-CE61
CE6	NTV20001213.1530.0162-CE62
CE13	NTV20001213.1530.0162-CE63
CE8	NTV20001213.1530.0162-CE64
CE9	NTV20001213.1530.0162-CE65
CE10	NTV20001213.1530.0162-CE66
CE44	NTV20001213.1530.0162-CE67
CE51	NTV20001213.1530.0162-CE68
E13	NTV20001213.1530.0162-E1
E14	NTV20001213.1530.0162-E2
E15	NTV20001213.1530.0162-E3
E16	NTV20001213.1530.0162-E4
E18	NTV20001213.1530.0162-E5
E19	NTV20001213.1530.0162-E6
E20	NTV20001213.1530.0162-E7
E21	NTV20001213.1530.0162-E8
E22	NTV20001213.1530.0162-E9
E23	NTV20001213.1530.0162-E10
E24	NTV20001213.1530.0162-E11
E25	NTV20001213.1530.0162-E12
E26	NTV20001213.1530.0162-E13
E28	NTV20001213.1530.0162-E14
E29	NTV20001213.1530.0162-E15
E30	NTV20001213.1530.0162-E16
E31	NTV20001213.1530.0162-E17
E32	NTV20001213.1530.0162-E18
E33	NTV20001213.1530.0162-E19
E34	NTV20001213.1530.0162-E20
E35	NTV20001213.1530.0162-E21
E36	NTV20001213.1530.0162-E22
E37	NTV20001213.1530.0162-E23
E38	NTV20001213.1530.0162-E24
E39	NTV20001213.1530.0162-E25
E40	NTV20001213.1530.0162-E26
E93	NTV20001213.1530.0162-E27
E41	NTV20001213.1530.0162-E28
E42	NTV20001213.1530.0162-E29
E43	NTV20001213.1530.0162-E30
E44	NTV20001213.1530.0162-E31
E94	NTV20001213.1530.0162-E32
E46	NTV20001213.1530.0162-E33
E47	NTV20001213.1530.0162-E34
E48	NTV20001213.1530.0162-E35
E49	NTV20001213.1530.0162-E36
E51	NTV20001213.1530.0162-E37
E52	NTV20001213.1530.0162-E38
E53	NTV20001213.1530.0162-E39
E56	NTV20001213.1530.0162-E40
E57	NTV20001213.1530.0162-E41
E58	NTV20001213.1530.0162-E42
E96	NTV20001213.1530.0162-E43
E62	NTV20001213.1530.0162-E44
E65	NTV20001213.1530.0162-E45
E66	NTV20001213.1530.0162-E46
E67	NTV20001213.1530.0162-E47
E68	NTV20001213.1530.0162-E48
E69	NTV20001213.1530.0162-E49
E70	NTV20001213.1530.0162-E50
E71	NTV20001213.1530.0162-E51
E72	NTV20001213.1530.0162-E52
E73	NTV20001213.1530.0162-E53
E74	NTV20001213.1530.0162-E54
E75	NTV20001213.1530.0162-E55
E76	NTV20001213.1530.0162-E56
E78	NTV20001213.1530.0162-E57
E79	NTV20001213.1530.0162-E58
E80	NTV20001213.1530.0162-E59
E81	NTV20001213.1530.0162-E60
E82	NTV20001213.1530.0162-E61
E84	NTV20001213.1530.0162-E62
E85	NTV20001213.1530.0162-E63
E86	NTV20001213.1530.0162-E64
E87	NTV20001213.1530.0162-E65
E89	NTV20001213.1530.0162-E66
E90	NTV20001213.1530.0162-E67
E91	NTV20001213.1530.0162-E68
E92	NTV20001213.1530.0162-E69
E1	NTV20001213.1530.0162-E70
E100	NTV20001213.1530.0162-E71
E101	NTV20001213.1530.0162-E72
E103	NTV20001213.1530.0162-E73
E104	NTV20001213.1530.0162-E74
E105	NTV20001213.1530.0162-E75
E108	NTV20001213.1530.0162-E76
E109	NTV20001213.1530.0162-E77
E110	NTV20001213.1530.0162-E78
E3	NTV20001213.1530.0162-E79
E4	NTV20001213.1530.0162-E80
E1	NTV20001213.1530.0162-E81
E6	NTV20001213.1530.0162-E82
E7	NTV20001213.1530.0162-E83
E8	NTV20001213.1530.0162-E84
E9	NTV20001213.1530.0162-E85
E10	NTV20001213.1530.0162-E86
E11	NTV20001213.1530.0162-E87
E12	NTV20001213.1530.0162-E88
EM18	NTV20001213.1530.0162-E83-1
EM19	NTV20001213.1530.0162-E1-2
EM21	NTV20001213.1530.0162-E3-3
EM22	NTV20001213.1530.0162-E4-4
EM24	NTV20001213.1530.0162-E27-5
EM25	NTV20001213.1530.0162-E5-6
EM26	NTV20001213.1530.0162-E6-7
EM27	NTV20001213.1530.0162-E5-8
EM28	NTV20001213.1530.0162-E70-9
EM29	NTV20001213.1530.0162-E7-10
EM30	NTV20001213.1530.0162-E8-11
EM32	NTV20001213.1530.0162-E9-12
EM33	NTV20001213.1530.0162-E10-13
EM34	NTV20001213.1530.0162-E11-14
EM35	NTV20001213.1530.0162-E12-15
EM36	NTV20001213.1530.0162-E13-16
EM38	NTV20001213.1530.0162-E14-17
EM39	NTV20001213.1530.0162-E80-18
EM40	NTV20001213.1530.0162-E15-19
EM41	NTV20001213.1530.0162-E16-20
EM42	NTV20001213.1530.0162-E17-21
EM43	NTV20001213.1530.0162-E18-22
EM44	NTV20001213.1530.0162-E19-23
EM45	NTV20001213.1530.0162-E20-24
EM46	NTV20001213.1530.0162-E21-25
EM47	NTV20001213.1530.0162-E22-26
EM48	NTV20001213.1530.0162-E80-27
EM49	NTV20001213.1530.0162-E23-28
EM50	NTV20001213.1530.0162-E24-29
EM51	NTV20001213.1530.0162-E25-30
EM52	NTV20001213.1530.0162-E26-31
EM54	NTV20001213.1530.0162-E28-32
EM53	NTV20001213.1530.0162-E84-33
EM55	NTV20001213.1530.0162-E29-34
EM56	NTV20001213.1530.0162-E30-35
EM57	NTV20001213.1530.0162-E29-36
EM58	NTV20001213.1530.0162-E81-37
EM59	NTV20001213.1530.0162-E2-38
EM60	NTV20001213.1530.0162-E31-39
EM15	NTV20001213.1530.0162-E32-40
EM61	NTV20001213.1530.0162-E33-41
EM62	NTV20001213.1530.0162-E34-42
EM64	NTV20001213.1530.0162-E35-43
EM65	NTV20001213.1530.0162-E36-44
EM66	NTV20001213.1530.0162-E35-45
EM67	NTV20001213.1530.0162-E35-46
EM23	NTV20001213.1530.0162-E4-47
EM69	NTV20001213.1530.0162-E35-48
EM68	NTV20001213.1530.0162-E35-49
EM70	NTV20001213.1530.0162-E37-50
EM71	NTV20001213.1530.0162-E38-51
EM73	NTV20001213.1530.0162-E39-52
EM74	NTV20001213.1530.0162-E39-53
EM75	NTV20001213.1530.0162-E84-54
EM77	NTV20001213.1530.0162-E39-55
EM76	NTV20001213.1530.0162-E40-56
EM78	NTV20001213.1530.0162-E40-57
EM79	NTV20001213.1530.0162-E41-58
EM80	NTV20001213.1530.0162-E39-59
EM81	NTV20001213.1530.0162-E42-60
EM3	NTV20001213.1530.0162-E43-61
EM83	NTV20001213.1530.0162-E42-62
EM84	NTV20001213.1530.0162-E42-63
EM86	NTV20001213.1530.0162-E44-64
EM88	NTV20001213.1530.0162-E45-65
EM89	NTV20001213.1530.0162-E46-66
EM90	NTV20001213.1530.0162-E80-67
EM91	NTV20001213.1530.0162-E47-68
EM94	NTV20001213.1530.0162-E48-69
