CE14	VAR20001111.1200.1840-CE1
CE15	VAR20001111.1200.1840-CE2
CE16	VAR20001111.1200.1840-CE3
CE1	VAR20001111.1200.1840-CE4
CE17	VAR20001111.1200.1840-CE5
CE18	VAR20001111.1200.1840-CE6
CE19	VAR20001111.1200.1840-CE7
CE20	VAR20001111.1200.1840-CE8
CE21	VAR20001111.1200.1840-CE9
CE22	VAR20001111.1200.1840-CE10
CE23	VAR20001111.1200.1840-CE11
CE4	VAR20001111.1200.1840-CE12
CE5	VAR20001111.1200.1840-CE13
CE6	VAR20001111.1200.1840-CE14
CE7	VAR20001111.1200.1840-CE15
CE8	VAR20001111.1200.1840-CE16
CE9	VAR20001111.1200.1840-CE17
CE10	VAR20001111.1200.1840-CE18
CE2	VAR20001111.1200.1840-CE19
CE11	VAR20001111.1200.1840-CE20
CE12	VAR20001111.1200.1840-CE21
CE13	VAR20001111.1200.1840-CE22
CE3	VAR20001111.1200.1840-CE23
E16	VAR20001111.1200.1840-E1
E17	VAR20001111.1200.1840-E2
E18	VAR20001111.1200.1840-E3
E19	VAR20001111.1200.1840-E4
E20	VAR20001111.1200.1840-E5
E22	VAR20001111.1200.1840-E6
E23	VAR20001111.1200.1840-E7
E24	VAR20001111.1200.1840-E8
E25	VAR20001111.1200.1840-E9
E26	VAR20001111.1200.1840-E10
E28	VAR20001111.1200.1840-E11
E29	VAR20001111.1200.1840-E12
E30	VAR20001111.1200.1840-E13
E31	VAR20001111.1200.1840-E14
E1	VAR20001111.1200.1840-E15
E2	VAR20001111.1200.1840-E16
E5	VAR20001111.1200.1840-E17
E6	VAR20001111.1200.1840-E18
E7	VAR20001111.1200.1840-E19
E8	VAR20001111.1200.1840-E20
E9	VAR20001111.1200.1840-E21
E11	VAR20001111.1200.1840-E22
E12	VAR20001111.1200.1840-E23
E13	VAR20001111.1200.1840-E24
E14	VAR20001111.1200.1840-E25
EM1	VAR20001111.1200.1840-E15-1
EM16	VAR20001111.1200.1840-E2-2
EM17	VAR20001111.1200.1840-E3-3
EM12	VAR20001111.1200.1840-E24-4
EM19	VAR20001111.1200.1840-E4-5
EM20	VAR20001111.1200.1840-E4-6
EM21	VAR20001111.1200.1840-E5-7
EM22	VAR20001111.1200.1840-E6-8
EM23	VAR20001111.1200.1840-E7-9
EM24	VAR20001111.1200.1840-E8-10
EM25	VAR20001111.1200.1840-E9-11
EM26	VAR20001111.1200.1840-E10-12
EM27	VAR20001111.1200.1840-E11-13
EM29	VAR20001111.1200.1840-E12-14
EM30	VAR20001111.1200.1840-E13-15
EM31	VAR20001111.1200.1840-E14-16
EM18	VAR20001111.1200.1840-E4-17
EM28	VAR20001111.1200.1840-E11-18
EM2	VAR20001111.1200.1840-E16-19
EM3	VAR20001111.1200.1840-E15-20
EM4	VAR20001111.1200.1840-E15-21
EM5	VAR20001111.1200.1840-E17-22
EM6	VAR20001111.1200.1840-E18-23
EM7	VAR20001111.1200.1840-E19-24
EM8	VAR20001111.1200.1840-E20-25
EM9	VAR20001111.1200.1840-E21-26
EM10	VAR20001111.1200.1840-E22-27
EM11	VAR20001111.1200.1840-E23-28
EM13	VAR20001111.1200.1840-E24-29
EM14	VAR20001111.1200.1840-E25-30
EM15	VAR20001111.1200.1840-E1-31
R2	VAR20001111.1200.1840-R1
R3	VAR20001111.1200.1840-R2
R4	VAR20001111.1200.1840-R3
R5	VAR20001111.1200.1840-R4
R6	VAR20001111.1200.1840-R5
R7	VAR20001111.1200.1840-R6
R9	VAR20001111.1200.1840-R7
R1	VAR20001111.1200.1840-R8
R8	VAR20001111.1200.1840-R9
RM2	VAR20001111.1200.1840-R1-1
RM3	VAR20001111.1200.1840-R2-1
RM4	VAR20001111.1200.1840-R3-1
RM5	VAR20001111.1200.1840-R4-1
RM6	VAR20001111.1200.1840-R5-1
RM7	VAR20001111.1200.1840-R6-1
RM9	VAR20001111.1200.1840-R7-1
RM1	VAR20001111.1200.1840-R8-1
RM8	VAR20001111.1200.1840-R9-1
V3	VAR20001111.1200.1840-EV1
V4	VAR20001111.1200.1840-EV2
V5	VAR20001111.1200.1840-EV3
V1	VAR20001111.1200.1840-EV4
V6	VAR20001111.1200.1840-EV5
V7	VAR20001111.1200.1840-EV6
V8	VAR20001111.1200.1840-EV7
V2	VAR20001111.1200.1840-EV8
VM3	VAR20001111.1200.1840-EV1-1
VM4	VAR20001111.1200.1840-EV2-1
VM5	VAR20001111.1200.1840-EV3-1
VM1	VAR20001111.1200.1840-EV4-1
VM6	VAR20001111.1200.1840-EV5-1
VM7	VAR20001111.1200.1840-EV6-1
VM8	VAR20001111.1200.1840-EV7-1
VM2	VAR20001111.1200.1840-EV8-1
Q1	VAR20001111.1200.1840-T1
Q2	VAR20001111.1200.1840-T2
Q3	VAR20001111.1200.1840-T3
