CE11	VAR20001010.1300.0748-CE1
CE12	VAR20001010.1300.0748-CE2
CE13	VAR20001010.1300.0748-CE3
CE15	VAR20001010.1300.0748-CE4
CE17	VAR20001010.1300.0748-CE5
CE14	VAR20001010.1300.0748-CE6
CE1	VAR20001010.1300.0748-CE7
CE2	VAR20001010.1300.0748-CE8
CE4	VAR20001010.1300.0748-CE9
CE5	VAR20001010.1300.0748-CE10
CE6	VAR20001010.1300.0748-CE11
CE7	VAR20001010.1300.0748-CE12
CE3	VAR20001010.1300.0748-CE13
CE8	VAR20001010.1300.0748-CE14
CE9	VAR20001010.1300.0748-CE15
CE10	VAR20001010.1300.0748-CE16
E15	VAR20001010.1300.0748-E1
E16	VAR20001010.1300.0748-E2
E17	VAR20001010.1300.0748-E3
E18	VAR20001010.1300.0748-E4
E19	VAR20001010.1300.0748-E5
E33	VAR20001010.1300.0748-E6
E24	VAR20001010.1300.0748-E7
E27	VAR20001010.1300.0748-E8
E1	VAR20001010.1300.0748-E9
E2	VAR20001010.1300.0748-E10
E3	VAR20001010.1300.0748-E11
E4	VAR20001010.1300.0748-E12
E5	VAR20001010.1300.0748-E13
E6	VAR20001010.1300.0748-E14
E7	VAR20001010.1300.0748-E15
E8	VAR20001010.1300.0748-E16
E10	VAR20001010.1300.0748-E17
E11	VAR20001010.1300.0748-E18
E12	VAR20001010.1300.0748-E19
E13	VAR20001010.1300.0748-E20
EM18	VAR20001010.1300.0748-E20-1
EM21	VAR20001010.1300.0748-E1-2
EM22	VAR20001010.1300.0748-E2-3
EM23	VAR20001010.1300.0748-E3-4
EM24	VAR20001010.1300.0748-E19-5
EM25	VAR20001010.1300.0748-E4-6
EM27	VAR20001010.1300.0748-E13-7
EM29	VAR20001010.1300.0748-E5-8
EM31	VAR20001010.1300.0748-E19-9
EM32	VAR20001010.1300.0748-E19-10
EM33	VAR20001010.1300.0748-E10-11
EM9	VAR20001010.1300.0748-E8-12
EM20	VAR20001010.1300.0748-E20-13
EM14	VAR20001010.1300.0748-E16-14
EM30	VAR20001010.1300.0748-E6-15
EM26	VAR20001010.1300.0748-E7-16
EM28	VAR20001010.1300.0748-E13-17
EM4	VAR20001010.1300.0748-E8-18
EM1	VAR20001010.1300.0748-E9-19
EM2	VAR20001010.1300.0748-E9-20
EM3	VAR20001010.1300.0748-E10-21
EM5	VAR20001010.1300.0748-E11-22
EM6	VAR20001010.1300.0748-E12-23
EM7	VAR20001010.1300.0748-E14-24
EM8	VAR20001010.1300.0748-E9-25
EM10	VAR20001010.1300.0748-E15-26
EM12	VAR20001010.1300.0748-E16-27
EM13	VAR20001010.1300.0748-E16-28
EM15	VAR20001010.1300.0748-E17-29
EM16	VAR20001010.1300.0748-E18-30
EM17	VAR20001010.1300.0748-E19-31
EM19	VAR20001010.1300.0748-E20-32
EM11	VAR20001010.1300.0748-E15-33
R1	VAR20001010.1300.0748-R1
R2	VAR20001010.1300.0748-R2
R3	VAR20001010.1300.0748-R3
R4	VAR20001010.1300.0748-R4
R5	VAR20001010.1300.0748-R5
RM1	VAR20001010.1300.0748-R1-1
RM2	VAR20001010.1300.0748-R2-1
RM3	VAR20001010.1300.0748-R3-1
RM5	VAR20001010.1300.0748-R4-1
RM4	VAR20001010.1300.0748-R5-1
V1	VAR20001010.1300.0748-EV1
V2	VAR20001010.1300.0748-EV2
V3	VAR20001010.1300.0748-EV3
VM1	VAR20001010.1300.0748-EV1-1
VM2	VAR20001010.1300.0748-EV2-1
VM3	VAR20001010.1300.0748-EV3-1
VM4	VAR20001010.1300.0748-EV1-2
Q6	VAR20001010.1300.0748-V1
Q7	VAR20001010.1300.0748-V2
Q3	VAR20001010.1300.0748-T1
Q4	VAR20001010.1300.0748-T2
Q8	VAR20001010.1300.0748-T3
Q1	VAR20001010.1300.0748-T4
Q2	VAR20001010.1300.0748-T5
Q5	VAR20001010.1300.0748-V3
QM7	VAR20001010.1300.0748-V2-1
QM5	VAR20001010.1300.0748-V3-1
QM6	VAR20001010.1300.0748-V1-1
