CE10	VAR20001008.1300.1847-CE1
CE7	VAR20001008.1300.1847-CE2
CE11	VAR20001008.1300.1847-CE3
CE13	VAR20001008.1300.1847-CE4
CE14	VAR20001008.1300.1847-CE5
CE15	VAR20001008.1300.1847-CE6
CE71	VAR20001008.1300.1847-CE7
CE16	VAR20001008.1300.1847-CE8
CE17	VAR20001008.1300.1847-CE9
CE18	VAR20001008.1300.1847-CE10
CE19	VAR20001008.1300.1847-CE11
CE20	VAR20001008.1300.1847-CE12
CE22	VAR20001008.1300.1847-CE13
CE23	VAR20001008.1300.1847-CE14
CE24	VAR20001008.1300.1847-CE15
CE25	VAR20001008.1300.1847-CE16
CE26	VAR20001008.1300.1847-CE17
CE27	VAR20001008.1300.1847-CE18
CE28	VAR20001008.1300.1847-CE19
CE29	VAR20001008.1300.1847-CE20
CE30	VAR20001008.1300.1847-CE21
CE1	VAR20001008.1300.1847-CE22
CE31	VAR20001008.1300.1847-CE23
CE32	VAR20001008.1300.1847-CE24
CE33	VAR20001008.1300.1847-CE25
CE34	VAR20001008.1300.1847-CE26
CE35	VAR20001008.1300.1847-CE27
CE36	VAR20001008.1300.1847-CE28
CE37	VAR20001008.1300.1847-CE29
CE38	VAR20001008.1300.1847-CE30
CE39	VAR20001008.1300.1847-CE31
CE40	VAR20001008.1300.1847-CE32
CE41	VAR20001008.1300.1847-CE33
CE42	VAR20001008.1300.1847-CE34
CE46	VAR20001008.1300.1847-CE35
CE45	VAR20001008.1300.1847-CE36
CE48	VAR20001008.1300.1847-CE37
CE49	VAR20001008.1300.1847-CE38
CE50	VAR20001008.1300.1847-CE39
CE51	VAR20001008.1300.1847-CE40
CE52	VAR20001008.1300.1847-CE41
CE53	VAR20001008.1300.1847-CE42
CE54	VAR20001008.1300.1847-CE43
CE55	VAR20001008.1300.1847-CE44
CE56	VAR20001008.1300.1847-CE45
CE57	VAR20001008.1300.1847-CE46
CE4	VAR20001008.1300.1847-CE47
CE58	VAR20001008.1300.1847-CE48
CE59	VAR20001008.1300.1847-CE49
CE60	VAR20001008.1300.1847-CE50
CE62	VAR20001008.1300.1847-CE51
CE2	VAR20001008.1300.1847-CE52
CE63	VAR20001008.1300.1847-CE53
CE64	VAR20001008.1300.1847-CE54
CE65	VAR20001008.1300.1847-CE55
CE66	VAR20001008.1300.1847-CE56
CE8	VAR20001008.1300.1847-CE57
CE74	VAR20001008.1300.1847-CE58
CE61	VAR20001008.1300.1847-CE59
CE21	VAR20001008.1300.1847-CE60
CE3	VAR20001008.1300.1847-CE61
CE43	VAR20001008.1300.1847-CE62
CE73	VAR20001008.1300.1847-CE63
CE44	VAR20001008.1300.1847-CE64
CE47	VAR20001008.1300.1847-CE65
CE67	VAR20001008.1300.1847-CE66
CE68	VAR20001008.1300.1847-CE67
CE69	VAR20001008.1300.1847-CE68
CE72	VAR20001008.1300.1847-CE69
CE5	VAR20001008.1300.1847-CE70
CE6	VAR20001008.1300.1847-CE71
CE70	VAR20001008.1300.1847-CE72
CE9	VAR20001008.1300.1847-CE73
CE12	VAR20001008.1300.1847-CE74
E109	VAR20001008.1300.1847-E1
E120	VAR20001008.1300.1847-E2
E13	VAR20001008.1300.1847-E3
E19	VAR20001008.1300.1847-E4
E20	VAR20001008.1300.1847-E5
E21	VAR20001008.1300.1847-E6
E110	VAR20001008.1300.1847-E7
E22	VAR20001008.1300.1847-E8
E23	VAR20001008.1300.1847-E9
E24	VAR20001008.1300.1847-E10
E25	VAR20001008.1300.1847-E11
E26	VAR20001008.1300.1847-E12
E27	VAR20001008.1300.1847-E13
E28	VAR20001008.1300.1847-E14
E29	VAR20001008.1300.1847-E15
E30	VAR20001008.1300.1847-E16
E31	VAR20001008.1300.1847-E17
E33	VAR20001008.1300.1847-E18
E34	VAR20001008.1300.1847-E19
E35	VAR20001008.1300.1847-E20
E36	VAR20001008.1300.1847-E21
E37	VAR20001008.1300.1847-E22
E1	VAR20001008.1300.1847-E23
E38	VAR20001008.1300.1847-E24
E39	VAR20001008.1300.1847-E25
E40	VAR20001008.1300.1847-E26
E41	VAR20001008.1300.1847-E27
E111	VAR20001008.1300.1847-E28
E43	VAR20001008.1300.1847-E29
E140	VAR20001008.1300.1847-E30
E45	VAR20001008.1300.1847-E31
E46	VAR20001008.1300.1847-E32
E48	VAR20001008.1300.1847-E33
E49	VAR20001008.1300.1847-E34
E50	VAR20001008.1300.1847-E35
E53	VAR20001008.1300.1847-E36
E54	VAR20001008.1300.1847-E37
E55	VAR20001008.1300.1847-E38
E56	VAR20001008.1300.1847-E39
E57	VAR20001008.1300.1847-E40
E58	VAR20001008.1300.1847-E41
E59	VAR20001008.1300.1847-E42
E60	VAR20001008.1300.1847-E43
E61	VAR20001008.1300.1847-E44
E62	VAR20001008.1300.1847-E45
E63	VAR20001008.1300.1847-E46
E64	VAR20001008.1300.1847-E47
E65	VAR20001008.1300.1847-E48
E66	VAR20001008.1300.1847-E49
E67	VAR20001008.1300.1847-E50
E68	VAR20001008.1300.1847-E51
E69	VAR20001008.1300.1847-E52
E70	VAR20001008.1300.1847-E53
E72	VAR20001008.1300.1847-E54
E73	VAR20001008.1300.1847-E55
E112	VAR20001008.1300.1847-E56
E74	VAR20001008.1300.1847-E57
E75	VAR20001008.1300.1847-E58
E76	VAR20001008.1300.1847-E59
E77	VAR20001008.1300.1847-E60
E78	VAR20001008.1300.1847-E61
E79	VAR20001008.1300.1847-E62
E80	VAR20001008.1300.1847-E63
E2	VAR20001008.1300.1847-E64
E81	VAR20001008.1300.1847-E65
E82	VAR20001008.1300.1847-E66
E83	VAR20001008.1300.1847-E67
E84	VAR20001008.1300.1847-E68
E85	VAR20001008.1300.1847-E69
E87	VAR20001008.1300.1847-E70
E88	VAR20001008.1300.1847-E71
E89	VAR20001008.1300.1847-E72
E90	VAR20001008.1300.1847-E73
E91	VAR20001008.1300.1847-E74
E92	VAR20001008.1300.1847-E75
E93	VAR20001008.1300.1847-E76
E94	VAR20001008.1300.1847-E77
E95	VAR20001008.1300.1847-E78
E96	VAR20001008.1300.1847-E79
E113	VAR20001008.1300.1847-E80
E98	VAR20001008.1300.1847-E81
E121	VAR20001008.1300.1847-E82
E100	VAR20001008.1300.1847-E83
E101	VAR20001008.1300.1847-E84
E102	VAR20001008.1300.1847-E85
E104	VAR20001008.1300.1847-E86
E105	VAR20001008.1300.1847-E87
E106	VAR20001008.1300.1847-E88
