CE14	VAR20001207.1100.1838-CE1
CE15	VAR20001207.1100.1838-CE2
CE16	VAR20001207.1100.1838-CE3
CE17	VAR20001207.1100.1838-CE4
CE18	VAR20001207.1100.1838-CE5
CE19	VAR20001207.1100.1838-CE6
CE20	VAR20001207.1100.1838-CE7
CE21	VAR20001207.1100.1838-CE8
CE22	VAR20001207.1100.1838-CE9
CE23	VAR20001207.1100.1838-CE10
CE24	VAR20001207.1100.1838-CE11
CE25	VAR20001207.1100.1838-CE12
CE26	VAR20001207.1100.1838-CE13
CE8	VAR20001207.1100.1838-CE14
CE1	VAR20001207.1100.1838-CE15
CE3	VAR20001207.1100.1838-CE16
CE4	VAR20001207.1100.1838-CE17
CE2	VAR20001207.1100.1838-CE18
CE5	VAR20001207.1100.1838-CE19
CE6	VAR20001207.1100.1838-CE20
CE7	VAR20001207.1100.1838-CE21
CE9	VAR20001207.1100.1838-CE22
CE11	VAR20001207.1100.1838-CE23
CE10	VAR20001207.1100.1838-CE24
CE12	VAR20001207.1100.1838-CE25
CE13	VAR20001207.1100.1838-CE26
E15	VAR20001207.1100.1838-E1
E16	VAR20001207.1100.1838-E2
E17	VAR20001207.1100.1838-E3
E19	VAR20001207.1100.1838-E4
E20	VAR20001207.1100.1838-E5
E21	VAR20001207.1100.1838-E6
E23	VAR20001207.1100.1838-E7
E25	VAR20001207.1100.1838-E8
E26	VAR20001207.1100.1838-E9
E27	VAR20001207.1100.1838-E10
E28	VAR20001207.1100.1838-E11
E29	VAR20001207.1100.1838-E12
E32	VAR20001207.1100.1838-E13
E30	VAR20001207.1100.1838-E14
E35	VAR20001207.1100.1838-E15
E1	VAR20001207.1100.1838-E16
E2	VAR20001207.1100.1838-E17
E4	VAR20001207.1100.1838-E18
E5	VAR20001207.1100.1838-E19
E6	VAR20001207.1100.1838-E20
E7	VAR20001207.1100.1838-E21
E8	VAR20001207.1100.1838-E22
E10	VAR20001207.1100.1838-E23
E11	VAR20001207.1100.1838-E24
E12	VAR20001207.1100.1838-E25
E13	VAR20001207.1100.1838-E26
E14	VAR20001207.1100.1838-E27
EM17	VAR20001207.1100.1838-E1-1
EM18	VAR20001207.1100.1838-E1-2
EM19	VAR20001207.1100.1838-E2-3
EM20	VAR20001207.1100.1838-E3-4
EM21	VAR20001207.1100.1838-E4-5
EM23	VAR20001207.1100.1838-E5-6
EM22	VAR20001207.1100.1838-E5-7
EM26	VAR20001207.1100.1838-E6-8
EM27	VAR20001207.1100.1838-E7-9
EM28	VAR20001207.1100.1838-E8-10
EM29	VAR20001207.1100.1838-E9-11
EM30	VAR20001207.1100.1838-E10-12
EM31	VAR20001207.1100.1838-E11-13
EM32	VAR20001207.1100.1838-E12-14
EM33	VAR20001207.1100.1838-E14-15
EM8	VAR20001207.1100.1838-E13-16
EM24	VAR20001207.1100.1838-E15-17
EM25	VAR20001207.1100.1838-E6-18
EM1	VAR20001207.1100.1838-E16-19
EM2	VAR20001207.1100.1838-E17-20
EM3	VAR20001207.1100.1838-E18-21
EM4	VAR20001207.1100.1838-E19-22
EM5	VAR20001207.1100.1838-E17-23
EM6	VAR20001207.1100.1838-E20-24
EM7	VAR20001207.1100.1838-E21-25
EM10	VAR20001207.1100.1838-E22-26
EM9	VAR20001207.1100.1838-E13-27
EM12	VAR20001207.1100.1838-E23-28
EM11	VAR20001207.1100.1838-E24-29
EM13	VAR20001207.1100.1838-E22-30
EM14	VAR20001207.1100.1838-E25-31
EM15	VAR20001207.1100.1838-E27-32
EM16	VAR20001207.1100.1838-E26-33
R7	VAR20001207.1100.1838-R1
R1	VAR20001207.1100.1838-R2
R2	VAR20001207.1100.1838-R3
R3	VAR20001207.1100.1838-R4
R5	VAR20001207.1100.1838-R5
R8	VAR20001207.1100.1838-R6
R6	VAR20001207.1100.1838-R7
RM6	VAR20001207.1100.1838-R1-1
RM1	VAR20001207.1100.1838-R2-1
RM2	VAR20001207.1100.1838-R3-1
RM3	VAR20001207.1100.1838-R4-1
RM4	VAR20001207.1100.1838-R5-1
RM5	VAR20001207.1100.1838-R7-1
RM7	VAR20001207.1100.1838-R6-1
V1	VAR20001207.1100.1838-EV1
V2	VAR20001207.1100.1838-EV2
V3	VAR20001207.1100.1838-EV3
V4	VAR20001207.1100.1838-EV4
V5	VAR20001207.1100.1838-EV5
VM1	VAR20001207.1100.1838-EV1-1
VM2	VAR20001207.1100.1838-EV2-1
VM3	VAR20001207.1100.1838-EV3-1
VM4	VAR20001207.1100.1838-EV4-1
VM5	VAR20001207.1100.1838-EV5-1
Q2	VAR20001207.1100.1838-V1
Q1	VAR20001207.1100.1838-T1
Q3	VAR20001207.1100.1838-V2
QM2	VAR20001207.1100.1838-V1-1
QM3	VAR20001207.1100.1838-V2-1
