CE10	NTV20001009.1530.1277-CE1
CE11	NTV20001009.1530.1277-CE2
CE12	NTV20001009.1530.1277-CE3
CE14	NTV20001009.1530.1277-CE4
CE15	NTV20001009.1530.1277-CE5
CE16	NTV20001009.1530.1277-CE6
CE17	NTV20001009.1530.1277-CE7
CE18	NTV20001009.1530.1277-CE8
CE9	NTV20001009.1530.1277-CE9
CE19	NTV20001009.1530.1277-CE10
CE20	NTV20001009.1530.1277-CE11
CE21	NTV20001009.1530.1277-CE12
CE1	NTV20001009.1530.1277-CE13
CE22	NTV20001009.1530.1277-CE14
CE23	NTV20001009.1530.1277-CE15
CE24	NTV20001009.1530.1277-CE16
CE25	NTV20001009.1530.1277-CE17
CE26	NTV20001009.1530.1277-CE18
CE13	NTV20001009.1530.1277-CE19
CE2	NTV20001009.1530.1277-CE20
CE3	NTV20001009.1530.1277-CE21
CE4	NTV20001009.1530.1277-CE22
CE5	NTV20001009.1530.1277-CE23
CE6	NTV20001009.1530.1277-CE24
CE7	NTV20001009.1530.1277-CE25
CE8	NTV20001009.1530.1277-CE26
E10	NTV20001009.1530.1277-E1
E11	NTV20001009.1530.1277-E2
E12	NTV20001009.1530.1277-E3
E13	NTV20001009.1530.1277-E4
E14	NTV20001009.1530.1277-E5
E15	NTV20001009.1530.1277-E6
E16	NTV20001009.1530.1277-E7
E17	NTV20001009.1530.1277-E8
E33	NTV20001009.1530.1277-E9
E18	NTV20001009.1530.1277-E10
E19	NTV20001009.1530.1277-E11
E20	NTV20001009.1530.1277-E12
E21	NTV20001009.1530.1277-E13
E22	NTV20001009.1530.1277-E14
E24	NTV20001009.1530.1277-E15
E25	NTV20001009.1530.1277-E16
E26	NTV20001009.1530.1277-E17
E27	NTV20001009.1530.1277-E18
E28	NTV20001009.1530.1277-E19
E29	NTV20001009.1530.1277-E20
E30	NTV20001009.1530.1277-E21
E31	NTV20001009.1530.1277-E22
E32	NTV20001009.1530.1277-E23
E34	NTV20001009.1530.1277-E24
E1	NTV20001009.1530.1277-E25
E2	NTV20001009.1530.1277-E26
E3	NTV20001009.1530.1277-E27
E4	NTV20001009.1530.1277-E28
E5	NTV20001009.1530.1277-E29
E6	NTV20001009.1530.1277-E30
E7	NTV20001009.1530.1277-E31
E8	NTV20001009.1530.1277-E32
E9	NTV20001009.1530.1277-E33
EM19	NTV20001009.1530.1277-E2-1
EM20	NTV20001009.1530.1277-E3-2
EM21	NTV20001009.1530.1277-E29-3
EM22	NTV20001009.1530.1277-E29-4
EM23	NTV20001009.1530.1277-E4-5
EM24	NTV20001009.1530.1277-E4-6
EM25	NTV20001009.1530.1277-E4-7
EM27	NTV20001009.1530.1277-E5-8
EM28	NTV20001009.1530.1277-E6-9
EM29	NTV20001009.1530.1277-E7-10
EM30	NTV20001009.1530.1277-E32-11
EM31	NTV20001009.1530.1277-E8-12
EM33	NTV20001009.1530.1277-E11-13
EM32	NTV20001009.1530.1277-E8-14
EM34	NTV20001009.1530.1277-E28-15
EM35	NTV20001009.1530.1277-E12-16
EM36	NTV20001009.1530.1277-E13-17
EM37	NTV20001009.1530.1277-E14-18
EM38	NTV20001009.1530.1277-E14-19
EM39	NTV20001009.1530.1277-E14-20
EM40	NTV20001009.1530.1277-E15-21
EM41	NTV20001009.1530.1277-E16-22
EM42	NTV20001009.1530.1277-E17-23
EM43	NTV20001009.1530.1277-E18-24
EM47	NTV20001009.1530.1277-E19-25
EM44	NTV20001009.1530.1277-E18-26
EM46	NTV20001009.1530.1277-E10-27
EM45	NTV20001009.1530.1277-E20-28
EM48	NTV20001009.1530.1277-E10-29
EM49	NTV20001009.1530.1277-E8-30
EM50	NTV20001009.1530.1277-E32-31
EM51	NTV20001009.1530.1277-E21-32
EM52	NTV20001009.1530.1277-E22-33
EM54	NTV20001009.1530.1277-E10-34
EM55	NTV20001009.1530.1277-E23-35
EM26	NTV20001009.1530.1277-E24-36
EM53	NTV20001009.1530.1277-E21-37
EM16	NTV20001009.1530.1277-E9-38
EM1	NTV20001009.1530.1277-E25-39
EM2	NTV20001009.1530.1277-E26-40
EM3	NTV20001009.1530.1277-E25-41
