CE12	NTV20001023.1530.1571-CE1
CE14	NTV20001023.1530.1571-CE2
CE13	NTV20001023.1530.1571-CE3
CE17	NTV20001023.1530.1571-CE4
CE18	NTV20001023.1530.1571-CE5
CE19	NTV20001023.1530.1571-CE6
CE9	NTV20001023.1530.1571-CE7
CE20	NTV20001023.1530.1571-CE8
CE21	NTV20001023.1530.1571-CE9
CE22	NTV20001023.1530.1571-CE10
CE23	NTV20001023.1530.1571-CE11
CE24	NTV20001023.1530.1571-CE12
CE25	NTV20001023.1530.1571-CE13
CE2	NTV20001023.1530.1571-CE14
CE26	NTV20001023.1530.1571-CE15
CE15	NTV20001023.1530.1571-CE16
CE16	NTV20001023.1530.1571-CE17
CE3	NTV20001023.1530.1571-CE18
CE4	NTV20001023.1530.1571-CE19
CE6	NTV20001023.1530.1571-CE20
CE7	NTV20001023.1530.1571-CE21
CE8	NTV20001023.1530.1571-CE22
CE5	NTV20001023.1530.1571-CE23
CE10	NTV20001023.1530.1571-CE24
CE1	NTV20001023.1530.1571-CE25
CE11	NTV20001023.1530.1571-CE26
E16	NTV20001023.1530.1571-E1
E44	NTV20001023.1530.1571-E2
E17	NTV20001023.1530.1571-E3
E18	NTV20001023.1530.1571-E4
E19	NTV20001023.1530.1571-E5
E20	NTV20001023.1530.1571-E6
E21	NTV20001023.1530.1571-E7
E22	NTV20001023.1530.1571-E8
E23	NTV20001023.1530.1571-E9
E24	NTV20001023.1530.1571-E10
E25	NTV20001023.1530.1571-E11
E26	NTV20001023.1530.1571-E12
E27	NTV20001023.1530.1571-E13
E28	NTV20001023.1530.1571-E14
E30	NTV20001023.1530.1571-E15
E31	NTV20001023.1530.1571-E16
E32	NTV20001023.1530.1571-E17
E33	NTV20001023.1530.1571-E18
E34	NTV20001023.1530.1571-E19
E1	NTV20001023.1530.1571-E20
E35	NTV20001023.1530.1571-E21
E36	NTV20001023.1530.1571-E22
E37	NTV20001023.1530.1571-E23
E38	NTV20001023.1530.1571-E24
E39	NTV20001023.1530.1571-E25
E40	NTV20001023.1530.1571-E26
E41	NTV20001023.1530.1571-E27
E42	NTV20001023.1530.1571-E28
E43	NTV20001023.1530.1571-E29
E2	NTV20001023.1530.1571-E30
E3	NTV20001023.1530.1571-E31
E4	NTV20001023.1530.1571-E32
E5	NTV20001023.1530.1571-E33
E6	NTV20001023.1530.1571-E34
E7	NTV20001023.1530.1571-E35
E8	NTV20001023.1530.1571-E36
E9	NTV20001023.1530.1571-E37
E10	NTV20001023.1530.1571-E38
E11	NTV20001023.1530.1571-E39
E12	NTV20001023.1530.1571-E40
E14	NTV20001023.1530.1571-E41
E15	NTV20001023.1530.1571-E42
EM1	NTV20001023.1530.1571-E20-1
EM18	NTV20001023.1530.1571-E1-2
EM19	NTV20001023.1530.1571-E32-3
EM20	NTV20001023.1530.1571-E32-4
EM22	NTV20001023.1530.1571-E3-5
EM21	NTV20001023.1530.1571-E4-6
EM23	NTV20001023.1530.1571-E32-7
EM24	NTV20001023.1530.1571-E32-8
EM25	NTV20001023.1530.1571-E32-9
EM26	NTV20001023.1530.1571-E33-10
EM27	NTV20001023.1530.1571-E5-11
EM28	NTV20001023.1530.1571-E5-12
EM29	NTV20001023.1530.1571-E5-13
EM30	NTV20001023.1530.1571-E6-14
EM31	NTV20001023.1530.1571-E37-15
EM32	NTV20001023.1530.1571-E37-16
EM33	NTV20001023.1530.1571-E37-17
EM34	NTV20001023.1530.1571-E33-18
EM35	NTV20001023.1530.1571-E32-19
EM36	NTV20001023.1530.1571-E7-20
EM38	NTV20001023.1530.1571-E8-21
EM42	NTV20001023.1530.1571-E30-22
EM43	NTV20001023.1530.1571-E9-23
EM45	NTV20001023.1530.1571-E10-24
EM44	NTV20001023.1530.1571-E9-25
EM47	NTV20001023.1530.1571-E11-26
EM48	NTV20001023.1530.1571-E32-27
EM49	NTV20001023.1530.1571-E32-28
EM50	NTV20001023.1530.1571-E12-29
EM51	NTV20001023.1530.1571-E13-30
EM52	NTV20001023.1530.1571-E32-31
EM53	NTV20001023.1530.1571-E36-32
EM54	NTV20001023.1530.1571-E36-33
EM55	NTV20001023.1530.1571-E14-34
EM56	NTV20001023.1530.1571-E40-35
EM58	NTV20001023.1530.1571-E36-36
EM11	NTV20001023.1530.1571-E15-37
EM59	NTV20001023.1530.1571-E9-38
EM60	NTV20001023.1530.1571-E16-39
EM61	NTV20001023.1530.1571-E16-40
EM62	NTV20001023.1530.1571-E17-41
EM63	NTV20001023.1530.1571-E18-42
EM64	NTV20001023.1530.1571-E19-43
EM65	NTV20001023.1530.1571-E21-44
EM66	NTV20001023.1530.1571-E22-45
EM69	NTV20001023.1530.1571-E23-46
EM70	NTV20001023.1530.1571-E23-47
EM72	NTV20001023.1530.1571-E11-48
EM73	NTV20001023.1530.1571-E24-49
EM74	NTV20001023.1530.1571-E23-50
EM75	NTV20001023.1530.1571-E23-51
EM76	NTV20001023.1530.1571-E23-52
EM79	NTV20001023.1530.1571-E25-53
EM80	NTV20001023.1530.1571-E25-54
EM68	NTV20001023.1530.1571-E29-55
EM81	NTV20001023.1530.1571-E25-56
EM83	NTV20001023.1530.1571-E26-57
EM82	NTV20001023.1530.1571-E11-58
EM84	NTV20001023.1530.1571-E25-59
EM85	NTV20001023.1530.1571-E11-60
EM86	NTV20001023.1530.1571-E11-61
EM88	NTV20001023.1530.1571-E32-62
EM87	NTV20001023.1530.1571-E11-63
EM89	NTV20001023.1530.1571-E32-64
