CE9	NTV20001025.1530.1074-CE1
CE11	NTV20001025.1530.1074-CE2
CE12	NTV20001025.1530.1074-CE3
CE13	NTV20001025.1530.1074-CE4
CE1	NTV20001025.1530.1074-CE5
CE15	NTV20001025.1530.1074-CE6
CE10	NTV20001025.1530.1074-CE7
CE14	NTV20001025.1530.1074-CE8
CE2	NTV20001025.1530.1074-CE9
CE3	NTV20001025.1530.1074-CE10
CE4	NTV20001025.1530.1074-CE11
CE5	NTV20001025.1530.1074-CE12
CE6	NTV20001025.1530.1074-CE13
CE8	NTV20001025.1530.1074-CE14
CE7	NTV20001025.1530.1074-CE15
E10	NTV20001025.1530.1074-E1
E11	NTV20001025.1530.1074-E2
E29	NTV20001025.1530.1074-E3
E13	NTV20001025.1530.1074-E4
E14	NTV20001025.1530.1074-E5
E31	NTV20001025.1530.1074-E6
E16	NTV20001025.1530.1074-E7
E18	NTV20001025.1530.1074-E8
E22	NTV20001025.1530.1074-E9
E23	NTV20001025.1530.1074-E10
E26	NTV20001025.1530.1074-E11
E1	NTV20001025.1530.1074-E12
E28	NTV20001025.1530.1074-E13
E2	NTV20001025.1530.1074-E14
E3	NTV20001025.1530.1074-E15
E4	NTV20001025.1530.1074-E16
E5	NTV20001025.1530.1074-E17
E6	NTV20001025.1530.1074-E18
E7	NTV20001025.1530.1074-E19
E24	NTV20001025.1530.1074-E20
E8	NTV20001025.1530.1074-E21
EM1	NTV20001025.1530.1074-E12-1
EM22	NTV20001025.1530.1074-E12-2
EM34	NTV20001025.1530.1074-E3-3
EM23	NTV20001025.1530.1074-E19-4
EM24	NTV20001025.1530.1074-E19-5
EM25	NTV20001025.1530.1074-E2-6
EM28	NTV20001025.1530.1074-E4-7
EM29	NTV20001025.1530.1074-E14-8
EM30	NTV20001025.1530.1074-E16-9
EM31	NTV20001025.1530.1074-E5-10
EM32	NTV20001025.1530.1074-E5-11
EM33	NTV20001025.1530.1074-E5-12
EM37	NTV20001025.1530.1074-E6-13
EM35	NTV20001025.1530.1074-E7-14
EM36	NTV20001025.1530.1074-E8-15
EM39	NTV20001025.1530.1074-E5-16
EM40	NTV20001025.1530.1074-E5-17
EM41	NTV20001025.1530.1074-E5-18
EM42	NTV20001025.1530.1074-E16-19
EM45	NTV20001025.1530.1074-E9-20
EM43	NTV20001025.1530.1074-E10-21
EM44	NTV20001025.1530.1074-E16-22
EM27	NTV20001025.1530.1074-E11-23
EM38	NTV20001025.1530.1074-E13-24
EM2	NTV20001025.1530.1074-E14-25
EM3	NTV20001025.1530.1074-E14-26
EM5	NTV20001025.1530.1074-E15-27
EM4	NTV20001025.1530.1074-E14-28
EM16	NTV20001025.1530.1074-E20-29
EM7	NTV20001025.1530.1074-E16-30
EM6	NTV20001025.1530.1074-E17-31
EM8	NTV20001025.1530.1074-E18-32
EM10	NTV20001025.1530.1074-E14-33
EM11	NTV20001025.1530.1074-E16-34
EM9	NTV20001025.1530.1074-E14-35
EM12	NTV20001025.1530.1074-E12-36
EM13	NTV20001025.1530.1074-E12-37
EM14	NTV20001025.1530.1074-E19-38
EM15	NTV20001025.1530.1074-E19-39
EM17	NTV20001025.1530.1074-E14-40
EM18	NTV20001025.1530.1074-E12-41
EM19	NTV20001025.1530.1074-E12-42
EM20	NTV20001025.1530.1074-E21-43
EM26	NTV20001025.1530.1074-E20-44
EM21	NTV20001025.1530.1074-E1-45
R6	NTV20001025.1530.1074-R1
R8	NTV20001025.1530.1074-R2
R1	NTV20001025.1530.1074-R3
R2	NTV20001025.1530.1074-R4
R3	NTV20001025.1530.1074-R5
R4	NTV20001025.1530.1074-R6
R5	NTV20001025.1530.1074-R7
R7	NTV20001025.1530.1074-R8
RM6	NTV20001025.1530.1074-R1-1
RM8	NTV20001025.1530.1074-R2-1
RM1	NTV20001025.1530.1074-R3-1
RM2	NTV20001025.1530.1074-R4-1
RM3	NTV20001025.1530.1074-R5-1
RM4	NTV20001025.1530.1074-R6-1
RM5	NTV20001025.1530.1074-R5-2
RM7	NTV20001025.1530.1074-R8-1
V1	NTV20001025.1530.1074-EV1
V2	NTV20001025.1530.1074-EV2
VM1	NTV20001025.1530.1074-EV1-1
VM2	NTV20001025.1530.1074-EV2-1
Q4	NTV20001025.1530.1074-T1
Q1	NTV20001025.1530.1074-T2
Q2	NTV20001025.1530.1074-T3
Q3	NTV20001025.1530.1074-T4
Q5	NTV20001025.1530.1074-T5
