CE10	VAR20001209.1100.0312-CE1
CE12	VAR20001209.1100.0312-CE2
CE13	VAR20001209.1100.0312-CE3
CE14	VAR20001209.1100.0312-CE4
CE15	VAR20001209.1100.0312-CE5
CE16	VAR20001209.1100.0312-CE6
CE17	VAR20001209.1100.0312-CE7
CE18	VAR20001209.1100.0312-CE8
CE21	VAR20001209.1100.0312-CE9
CE22	VAR20001209.1100.0312-CE10
CE23	VAR20001209.1100.0312-CE11
CE24	VAR20001209.1100.0312-CE12
CE26	VAR20001209.1100.0312-CE13
CE27	VAR20001209.1100.0312-CE14
CE29	VAR20001209.1100.0312-CE15
CE30	VAR20001209.1100.0312-CE16
CE31	VAR20001209.1100.0312-CE17
CE32	VAR20001209.1100.0312-CE18
CE33	VAR20001209.1100.0312-CE19
CE34	VAR20001209.1100.0312-CE20
CE35	VAR20001209.1100.0312-CE21
CE36	VAR20001209.1100.0312-CE22
CE38	VAR20001209.1100.0312-CE23
CE40	VAR20001209.1100.0312-CE24
CE41	VAR20001209.1100.0312-CE25
CE42	VAR20001209.1100.0312-CE26
CE25	VAR20001209.1100.0312-CE27
CE2	VAR20001209.1100.0312-CE28
CE37	VAR20001209.1100.0312-CE29
CE43	VAR20001209.1100.0312-CE30
CE44	VAR20001209.1100.0312-CE31
CE11	VAR20001209.1100.0312-CE32
CE46	VAR20001209.1100.0312-CE33
CE47	VAR20001209.1100.0312-CE34
CE48	VAR20001209.1100.0312-CE35
CE28	VAR20001209.1100.0312-CE36
CE1	VAR20001209.1100.0312-CE37
CE3	VAR20001209.1100.0312-CE38
CE4	VAR20001209.1100.0312-CE39
CE5	VAR20001209.1100.0312-CE40
CE6	VAR20001209.1100.0312-CE41
CE7	VAR20001209.1100.0312-CE42
CE8	VAR20001209.1100.0312-CE43
CE9	VAR20001209.1100.0312-CE44
CE39	VAR20001209.1100.0312-CE45
E16	VAR20001209.1100.0312-E1
E17	VAR20001209.1100.0312-E2
E56	VAR20001209.1100.0312-E3
E19	VAR20001209.1100.0312-E4
E20	VAR20001209.1100.0312-E5
E21	VAR20001209.1100.0312-E6
E22	VAR20001209.1100.0312-E7
E23	VAR20001209.1100.0312-E8
E24	VAR20001209.1100.0312-E9
E27	VAR20001209.1100.0312-E10
E28	VAR20001209.1100.0312-E11
E29	VAR20001209.1100.0312-E12
E30	VAR20001209.1100.0312-E13
E31	VAR20001209.1100.0312-E14
E32	VAR20001209.1100.0312-E15
E33	VAR20001209.1100.0312-E16
E34	VAR20001209.1100.0312-E17
E35	VAR20001209.1100.0312-E18
E36	VAR20001209.1100.0312-E19
E37	VAR20001209.1100.0312-E20
E38	VAR20001209.1100.0312-E21
E1	VAR20001209.1100.0312-E22
E40	VAR20001209.1100.0312-E23
E41	VAR20001209.1100.0312-E24
E42	VAR20001209.1100.0312-E25
E43	VAR20001209.1100.0312-E26
E44	VAR20001209.1100.0312-E27
E45	VAR20001209.1100.0312-E28
E46	VAR20001209.1100.0312-E29
E47	VAR20001209.1100.0312-E30
E48	VAR20001209.1100.0312-E31
E59	VAR20001209.1100.0312-E32
E49	VAR20001209.1100.0312-E33
E50	VAR20001209.1100.0312-E34
E51	VAR20001209.1100.0312-E35
E53	VAR20001209.1100.0312-E36
E63	VAR20001209.1100.0312-E37
E64	VAR20001209.1100.0312-E38
E65	VAR20001209.1100.0312-E39
E54	VAR20001209.1100.0312-E40
E3	VAR20001209.1100.0312-E41
E4	VAR20001209.1100.0312-E42
E5	VAR20001209.1100.0312-E43
E6	VAR20001209.1100.0312-E44
E7	VAR20001209.1100.0312-E45
E8	VAR20001209.1100.0312-E46
E9	VAR20001209.1100.0312-E47
E10	VAR20001209.1100.0312-E48
E11	VAR20001209.1100.0312-E49
E12	VAR20001209.1100.0312-E50
E60	VAR20001209.1100.0312-E51
E14	VAR20001209.1100.0312-E52
EM1	VAR20001209.1100.0312-E22-1
EM18	VAR20001209.1100.0312-E45-2
EM21	VAR20001209.1100.0312-E1-3
EM22	VAR20001209.1100.0312-E2-4
EM23	VAR20001209.1100.0312-E2-5
EM24	VAR20001209.1100.0312-E4-6
EM25	VAR20001209.1100.0312-E5-7
EM19	VAR20001209.1100.0312-E1-8
EM27	VAR20001209.1100.0312-E1-9
EM28	VAR20001209.1100.0312-E6-10
EM29	VAR20001209.1100.0312-E7-11
EM30	VAR20001209.1100.0312-E7-12
EM31	VAR20001209.1100.0312-E8-13
EM32	VAR20001209.1100.0312-E9-14
EM35	VAR20001209.1100.0312-E10-15
EM20	VAR20001209.1100.0312-E1-16
EM75	VAR20001209.1100.0312-E52-17
EM36	VAR20001209.1100.0312-E8-18
EM37	VAR20001209.1100.0312-E8-19
EM38	VAR20001209.1100.0312-E11-20
EM39	VAR20001209.1100.0312-E12-21
EM40	VAR20001209.1100.0312-E13-22
EM41	VAR20001209.1100.0312-E14-23
EM42	VAR20001209.1100.0312-E47-24
EM44	VAR20001209.1100.0312-E15-25
EM45	VAR20001209.1100.0312-E16-26
EM46	VAR20001209.1100.0312-E17-27
EM49	VAR20001209.1100.0312-E18-28
EM50	VAR20001209.1100.0312-E19-29
EM51	VAR20001209.1100.0312-E20-30
EM52	VAR20001209.1100.0312-E21-31
EM17	VAR20001209.1100.0312-E36-32
EM54	VAR20001209.1100.0312-E42-33
EM53	VAR20001209.1100.0312-E42-34
EM55	VAR20001209.1100.0312-E23-35
EM56	VAR20001209.1100.0312-E23-36
EM57	VAR20001209.1100.0312-E10-37
EM33	VAR20001209.1100.0312-E37-38
EM59	VAR20001209.1100.0312-E24-39
EM60	VAR20001209.1100.0312-E25-40
EM61	VAR20001209.1100.0312-E26-41
EM62	VAR20001209.1100.0312-E27-42
EM64	VAR20001209.1100.0312-E10-43
EM65	VAR20001209.1100.0312-E28-44
EM67	VAR20001209.1100.0312-E29-45
EM68	VAR20001209.1100.0312-E30-46
EM69	VAR20001209.1100.0312-E24-47
EM43	VAR20001209.1100.0312-E32-48
EM70	VAR20001209.1100.0312-E24-49
EM71	VAR20001209.1100.0312-E24-50
EM72	VAR20001209.1100.0312-E31-51
EM73	VAR20001209.1100.0312-E34-52
EM74	VAR20001209.1100.0312-E35-53
EM58	VAR20001209.1100.0312-E24-54
EM76	VAR20001209.1100.0312-E34-55
EM77	VAR20001209.1100.0312-E36-56
EM2	VAR20001209.1100.0312-E22-57
EM63	VAR20001209.1100.0312-E33-58
EM78	VAR20001209.1100.0312-E38-59
EM48	VAR20001209.1100.0312-E39-60
EM47	VAR20001209.1100.0312-E40-61
EM3	VAR20001209.1100.0312-E41-62
EM4	VAR20001209.1100.0312-E42-63
EM5	VAR20001209.1100.0312-E43-64
EM6	VAR20001209.1100.0312-E44-65
EM7	VAR20001209.1100.0312-E45-66
EM66	VAR20001209.1100.0312-E51-67
EM8	VAR20001209.1100.0312-E45-68
EM9	VAR20001209.1100.0312-E45-69
EM10	VAR20001209.1100.0312-E46-70
EM11	VAR20001209.1100.0312-E47-71
EM12	VAR20001209.1100.0312-E48-72
EM13	VAR20001209.1100.0312-E49-73
EM14	VAR20001209.1100.0312-E50-74
EM16	VAR20001209.1100.0312-E50-75
EM26	VAR20001209.1100.0312-E3-76
EM15	VAR20001209.1100.0312-E52-77
R8	VAR20001209.1100.0312-R1
R9	VAR20001209.1100.0312-R2
R1	VAR20001209.1100.0312-R3
R2	VAR20001209.1100.0312-R4
R3	VAR20001209.1100.0312-R5
R4	VAR20001209.1100.0312-R6
R5	VAR20001209.1100.0312-R7
R6	VAR20001209.1100.0312-R8
R7	VAR20001209.1100.0312-R9
R10	VAR20001209.1100.0312-R10
R11	VAR20001209.1100.0312-R11
R12	VAR20001209.1100.0312-R12
R13	VAR20001209.1100.0312-R13
RM8	VAR20001209.1100.0312-R1-1
RM9	VAR20001209.1100.0312-R2-1
RM1	VAR20001209.1100.0312-R3-1
RM2	VAR20001209.1100.0312-R4-1
RM3	VAR20001209.1100.0312-R5-1
RM4	VAR20001209.1100.0312-R6-1
RM5	VAR20001209.1100.0312-R7-1
RM6	VAR20001209.1100.0312-R8-1
RM7	VAR20001209.1100.0312-R9-1
RM10	VAR20001209.1100.0312-R10-1
RM11	VAR20001209.1100.0312-R11-1
RM12	VAR20001209.1100.0312-R12-1
RM13	VAR20001209.1100.0312-R13-1
V1	VAR20001209.1100.0312-EV1
V2	VAR20001209.1100.0312-EV2
V3	VAR20001209.1100.0312-EV3
V4	VAR20001209.1100.0312-EV4
V5	VAR20001209.1100.0312-EV5
V6	VAR20001209.1100.0312-EV6
V7	VAR20001209.1100.0312-EV7
V8	VAR20001209.1100.0312-EV8
V9	VAR20001209.1100.0312-EV9
V10	VAR20001209.1100.0312-EV10
V11	VAR20001209.1100.0312-EV11
V12	VAR20001209.1100.0312-EV12
V13	VAR20001209.1100.0312-EV13
VM1	VAR20001209.1100.0312-EV1-1
