CE5	NTV20001016.1530.0380-CE1
CE27	NTV20001016.1530.0380-CE2
CE6	NTV20001016.1530.0380-CE3
CE9	NTV20001016.1530.0380-CE4
CE11	NTV20001016.1530.0380-CE5
CE17	NTV20001016.1530.0380-CE6
CE13	NTV20001016.1530.0380-CE7
CE14	NTV20001016.1530.0380-CE8
CE15	NTV20001016.1530.0380-CE9
CE12	NTV20001016.1530.0380-CE10
CE16	NTV20001016.1530.0380-CE11
CE20	NTV20001016.1530.0380-CE12
CE19	NTV20001016.1530.0380-CE13
CE21	NTV20001016.1530.0380-CE14
CE22	NTV20001016.1530.0380-CE15
CE23	NTV20001016.1530.0380-CE16
CE8	NTV20001016.1530.0380-CE17
CE24	NTV20001016.1530.0380-CE18
CE25	NTV20001016.1530.0380-CE19
CE28	NTV20001016.1530.0380-CE20
CE29	NTV20001016.1530.0380-CE21
CE3	NTV20001016.1530.0380-CE22
CE30	NTV20001016.1530.0380-CE23
CE31	NTV20001016.1530.0380-CE24
CE32	NTV20001016.1530.0380-CE25
CE7	NTV20001016.1530.0380-CE26
CE4	NTV20001016.1530.0380-CE27
CE2	NTV20001016.1530.0380-CE28
CE1	NTV20001016.1530.0380-CE29
CE26	NTV20001016.1530.0380-CE30
E16	NTV20001016.1530.0380-E1
E17	NTV20001016.1530.0380-E2
E18	NTV20001016.1530.0380-E3
E19	NTV20001016.1530.0380-E4
E20	NTV20001016.1530.0380-E5
E69	NTV20001016.1530.0380-E6
E24	NTV20001016.1530.0380-E7
E25	NTV20001016.1530.0380-E8
E65	NTV20001016.1530.0380-E9
E26	NTV20001016.1530.0380-E10
E27	NTV20001016.1530.0380-E11
E28	NTV20001016.1530.0380-E12
E29	NTV20001016.1530.0380-E13
E30	NTV20001016.1530.0380-E14
E31	NTV20001016.1530.0380-E15
E32	NTV20001016.1530.0380-E16
E33	NTV20001016.1530.0380-E17
E34	NTV20001016.1530.0380-E18
E35	NTV20001016.1530.0380-E19
E36	NTV20001016.1530.0380-E20
E1	NTV20001016.1530.0380-E21
E71	NTV20001016.1530.0380-E22
E39	NTV20001016.1530.0380-E23
E40	NTV20001016.1530.0380-E24
E72	NTV20001016.1530.0380-E25
E43	NTV20001016.1530.0380-E26
E44	NTV20001016.1530.0380-E27
E45	NTV20001016.1530.0380-E28
E46	NTV20001016.1530.0380-E29
E48	NTV20001016.1530.0380-E30
E49	NTV20001016.1530.0380-E31
E50	NTV20001016.1530.0380-E32
E51	NTV20001016.1530.0380-E33
E52	NTV20001016.1530.0380-E34
E53	NTV20001016.1530.0380-E35
E55	NTV20001016.1530.0380-E36
E56	NTV20001016.1530.0380-E37
E59	NTV20001016.1530.0380-E38
E60	NTV20001016.1530.0380-E39
E2	NTV20001016.1530.0380-E40
E3	NTV20001016.1530.0380-E41
E4	NTV20001016.1530.0380-E42
E7	NTV20001016.1530.0380-E43
E68	NTV20001016.1530.0380-E44
E8	NTV20001016.1530.0380-E45
E10	NTV20001016.1530.0380-E46
E12	NTV20001016.1530.0380-E47
E14	NTV20001016.1530.0380-E48
E15	NTV20001016.1530.0380-E49
EM6	NTV20001016.1530.0380-E21-1
EM84	NTV20001016.1530.0380-E3-2
EM1	NTV20001016.1530.0380-E43-3
EM2	NTV20001016.1530.0380-E4-4
EM3	NTV20001016.1530.0380-E5-5
EM10	NTV20001016.1530.0380-E21-6
EM73	NTV20001016.1530.0380-E19-7
EM4	NTV20001016.1530.0380-E6-8
EM21	NTV20001016.1530.0380-E43-9
EM14	NTV20001016.1530.0380-E8-10
EM16	NTV20001016.1530.0380-E21-11
EM54	NTV20001016.1530.0380-E9-12
EM25	NTV20001016.1530.0380-E5-13
EM24	NTV20001016.1530.0380-E10-14
EM26	NTV20001016.1530.0380-E11-15
EM27	NTV20001016.1530.0380-E8-16
EM28	NTV20001016.1530.0380-E12-17
EM58	NTV20001016.1530.0380-E9-18
EM31	NTV20001016.1530.0380-E13-19
EM38	NTV20001016.1530.0380-E14-20
EM39	NTV20001016.1530.0380-E14-21
EM42	NTV20001016.1530.0380-E15-22
EM41	NTV20001016.1530.0380-E21-23
EM40	NTV20001016.1530.0380-E41-24
EM43	NTV20001016.1530.0380-E16-25
EM44	NTV20001016.1530.0380-E16-26
EM46	NTV20001016.1530.0380-E17-27
EM45	NTV20001016.1530.0380-E18-28
EM48	NTV20001016.1530.0380-E19-29
EM49	NTV20001016.1530.0380-E16-30
EM47	NTV20001016.1530.0380-E16-31
EM50	NTV20001016.1530.0380-E8-32
EM52	NTV20001016.1530.0380-E20-33
EM53	NTV20001016.1530.0380-E8-34
EM61	NTV20001016.1530.0380-E22-35
EM18	NTV20001016.1530.0380-E7-36
EM56	NTV20001016.1530.0380-E23-37
EM57	NTV20001016.1530.0380-E24-38
EM37	NTV20001016.1530.0380-E7-39
EM59	NTV20001016.1530.0380-E7-40
EM60	NTV20001016.1530.0380-E19-41
EM86	NTV20001016.1530.0380-E7-42
EM64	NTV20001016.1530.0380-E25-43
EM62	NTV20001016.1530.0380-E26-44
EM63	NTV20001016.1530.0380-E26-45
EM65	NTV20001016.1530.0380-E27-46
EM11	NTV20001016.1530.0380-E7-47
EM17	NTV20001016.1530.0380-E7-48
EM30	NTV20001016.1530.0380-E7-49
EM29	NTV20001016.1530.0380-E7-50
EM20	NTV20001016.1530.0380-E7-51
EM19	NTV20001016.1530.0380-E7-52
EM66	NTV20001016.1530.0380-E26-53
EM67	NTV20001016.1530.0380-E26-54
EM68	NTV20001016.1530.0380-E20-55
EM69	NTV20001016.1530.0380-E28-56
EM70	NTV20001016.1530.0380-E26-57
EM71	NTV20001016.1530.0380-E29-58
EM72	NTV20001016.1530.0380-E43-59
EM74	NTV20001016.1530.0380-E30-60
EM75	NTV20001016.1530.0380-E30-61
EM76	NTV20001016.1530.0380-E31-62
EM77	NTV20001016.1530.0380-E1-63
EM78	NTV20001016.1530.0380-E32-64
EM81	NTV20001016.1530.0380-E33-65
EM85	NTV20001016.1530.0380-E34-66
EM87	NTV20001016.1530.0380-E35-67
