CE10	VAR20001102.1200.0764-CE1
CE11	VAR20001102.1200.0764-CE2
CE12	VAR20001102.1200.0764-CE3
CE13	VAR20001102.1200.0764-CE4
CE1	VAR20001102.1200.0764-CE5
CE6	VAR20001102.1200.0764-CE6
CE3	VAR20001102.1200.0764-CE7
CE4	VAR20001102.1200.0764-CE8
CE5	VAR20001102.1200.0764-CE9
CE2	VAR20001102.1200.0764-CE10
CE7	VAR20001102.1200.0764-CE11
CE8	VAR20001102.1200.0764-CE12
CE9	VAR20001102.1200.0764-CE13
E12	VAR20001102.1200.0764-E1
E13	VAR20001102.1200.0764-E2
E14	VAR20001102.1200.0764-E3
E15	VAR20001102.1200.0764-E4
E16	VAR20001102.1200.0764-E5
E1	VAR20001102.1200.0764-E6
E17	VAR20001102.1200.0764-E7
E3	VAR20001102.1200.0764-E8
E4	VAR20001102.1200.0764-E9
E5	VAR20001102.1200.0764-E10
E6	VAR20001102.1200.0764-E11
E7	VAR20001102.1200.0764-E12
E9	VAR20001102.1200.0764-E13
E10	VAR20001102.1200.0764-E14
E11	VAR20001102.1200.0764-E15
EM20	VAR20001102.1200.0764-E12-1
EM21	VAR20001102.1200.0764-E12-2
EM22	VAR20001102.1200.0764-E12-3
EM23	VAR20001102.1200.0764-E10-4
EM24	VAR20001102.1200.0764-E1-5
EM25	VAR20001102.1200.0764-E2-6
EM27	VAR20001102.1200.0764-E12-7
EM26	VAR20001102.1200.0764-E3-8
EM28	VAR20001102.1200.0764-E4-9
EM29	VAR20001102.1200.0764-E4-10
EM30	VAR20001102.1200.0764-E4-11
EM31	VAR20001102.1200.0764-E5-12
EM32	VAR20001102.1200.0764-E5-13
EM33	VAR20001102.1200.0764-E5-14
EM3	VAR20001102.1200.0764-E8-15
EM2	VAR20001102.1200.0764-E12-16
EM16	VAR20001102.1200.0764-E9-17
EM11	VAR20001102.1200.0764-E7-18
EM13	VAR20001102.1200.0764-E7-19
EM1	VAR20001102.1200.0764-E6-20
EM4	VAR20001102.1200.0764-E8-21
EM5	VAR20001102.1200.0764-E9-22
EM6	VAR20001102.1200.0764-E9-23
EM7	VAR20001102.1200.0764-E9-24
EM8	VAR20001102.1200.0764-E11-25
EM9	VAR20001102.1200.0764-E9-26
EM10	VAR20001102.1200.0764-E9-27
EM12	VAR20001102.1200.0764-E9-28
EM15	VAR20001102.1200.0764-E13-29
EM14	VAR20001102.1200.0764-E9-30
EM17	VAR20001102.1200.0764-E13-31
EM18	VAR20001102.1200.0764-E14-32
EM19	VAR20001102.1200.0764-E15-33
R2	VAR20001102.1200.0764-R1
R3	VAR20001102.1200.0764-R2
R4	VAR20001102.1200.0764-R3
R1	VAR20001102.1200.0764-R4
RM2	VAR20001102.1200.0764-R1-1
RM3	VAR20001102.1200.0764-R2-1
RM4	VAR20001102.1200.0764-R3-1
RM1	VAR20001102.1200.0764-R4-1
Q2	VAR20001102.1200.0764-T1
Q1	VAR20001102.1200.0764-T2
