CE11	NTV20001016.1530.0526-CE1
CE26	NTV20001016.1530.0526-CE2
CE14	NTV20001016.1530.0526-CE3
CE15	NTV20001016.1530.0526-CE4
CE1	NTV20001016.1530.0526-CE5
CE16	NTV20001016.1530.0526-CE6
CE17	NTV20001016.1530.0526-CE7
CE19	NTV20001016.1530.0526-CE8
CE20	NTV20001016.1530.0526-CE9
CE21	NTV20001016.1530.0526-CE10
CE22	NTV20001016.1530.0526-CE11
CE24	NTV20001016.1530.0526-CE12
CE12	NTV20001016.1530.0526-CE13
CE25	NTV20001016.1530.0526-CE14
CE27	NTV20001016.1530.0526-CE15
CE2	NTV20001016.1530.0526-CE16
CE28	NTV20001016.1530.0526-CE17
CE29	NTV20001016.1530.0526-CE18
CE30	NTV20001016.1530.0526-CE19
CE31	NTV20001016.1530.0526-CE20
CE32	NTV20001016.1530.0526-CE21
CE33	NTV20001016.1530.0526-CE22
CE34	NTV20001016.1530.0526-CE23
CE35	NTV20001016.1530.0526-CE24
CE23	NTV20001016.1530.0526-CE25
CE13	NTV20001016.1530.0526-CE26
CE36	NTV20001016.1530.0526-CE27
CE37	NTV20001016.1530.0526-CE28
CE38	NTV20001016.1530.0526-CE29
CE18	NTV20001016.1530.0526-CE30
CE3	NTV20001016.1530.0526-CE31
CE4	NTV20001016.1530.0526-CE32
CE5	NTV20001016.1530.0526-CE33
CE6	NTV20001016.1530.0526-CE34
CE7	NTV20001016.1530.0526-CE35
CE8	NTV20001016.1530.0526-CE36
CE9	NTV20001016.1530.0526-CE37
CE10	NTV20001016.1530.0526-CE38
E16	NTV20001016.1530.0526-E1
E17	NTV20001016.1530.0526-E2
E18	NTV20001016.1530.0526-E3
E79	NTV20001016.1530.0526-E4
E80	NTV20001016.1530.0526-E5
E22	NTV20001016.1530.0526-E6
E23	NTV20001016.1530.0526-E7
E24	NTV20001016.1530.0526-E8
E1	NTV20001016.1530.0526-E9
E28	NTV20001016.1530.0526-E10
E1	NTV20001016.1530.0526-E11
E30	NTV20001016.1530.0526-E12
E31	NTV20001016.1530.0526-E13
E32	NTV20001016.1530.0526-E14
E33	NTV20001016.1530.0526-E15
E34	NTV20001016.1530.0526-E16
E36	NTV20001016.1530.0526-E17
E37	NTV20001016.1530.0526-E18
E72	NTV20001016.1530.0526-E19
E38	NTV20001016.1530.0526-E20
E39	NTV20001016.1530.0526-E21
E40	NTV20001016.1530.0526-E22
E41	NTV20001016.1530.0526-E23
E1	NTV20001016.1530.0526-E24
E43	NTV20001016.1530.0526-E25
E44	NTV20001016.1530.0526-E26
E47	NTV20001016.1530.0526-E27
E48	NTV20001016.1530.0526-E28
E50	NTV20001016.1530.0526-E29
E52	NTV20001016.1530.0526-E30
E53	NTV20001016.1530.0526-E31
E54	NTV20001016.1530.0526-E32
E55	NTV20001016.1530.0526-E33
E73	NTV20001016.1530.0526-E34
E59	NTV20001016.1530.0526-E35
E60	NTV20001016.1530.0526-E36
E61	NTV20001016.1530.0526-E37
E62	NTV20001016.1530.0526-E38
E63	NTV20001016.1530.0526-E39
E64	NTV20001016.1530.0526-E40
E66	NTV20001016.1530.0526-E41
E67	NTV20001016.1530.0526-E42
E68	NTV20001016.1530.0526-E43
E69	NTV20001016.1530.0526-E44
E70	NTV20001016.1530.0526-E45
E71	NTV20001016.1530.0526-E46
E75	NTV20001016.1530.0526-E47
E78	NTV20001016.1530.0526-E48
E2	NTV20001016.1530.0526-E49
E3	NTV20001016.1530.0526-E50
E4	NTV20001016.1530.0526-E51
E5	NTV20001016.1530.0526-E52
E6	NTV20001016.1530.0526-E53
E7	NTV20001016.1530.0526-E54
E8	NTV20001016.1530.0526-E55
E9	NTV20001016.1530.0526-E56
E10	NTV20001016.1530.0526-E57
E11	NTV20001016.1530.0526-E58
E12	NTV20001016.1530.0526-E59
E13	NTV20001016.1530.0526-E60
EM1	NTV20001016.1530.0526-E24-1
EM18	NTV20001016.1530.0526-E2-2
EM19	NTV20001016.1530.0526-E2-3
EM20	NTV20001016.1530.0526-E3-4
EM21	NTV20001016.1530.0526-E2-5
EM97	NTV20001016.1530.0526-E4-6
EM73	NTV20001016.1530.0526-E5-7
EM77	NTV20001016.1530.0526-E5-8
EM78	NTV20001016.1530.0526-E5-9
EM25	NTV20001016.1530.0526-E11-10
EM26	NTV20001016.1530.0526-E6-11
EM27	NTV20001016.1530.0526-E7-12
EM28	NTV20001016.1530.0526-E8-13
EM29	NTV20001016.1530.0526-E2-14
EM30	NTV20001016.1530.0526-E52-15
EM31	NTV20001016.1530.0526-E9-16
EM32	NTV20001016.1530.0526-E52-17
EM33	NTV20001016.1530.0526-E10-18
EM34	NTV20001016.1530.0526-E12-19
EM35	NTV20001016.1530.0526-E13-20
EM36	NTV20001016.1530.0526-E14-21
EM37	NTV20001016.1530.0526-E15-22
EM38	NTV20001016.1530.0526-E16-23
EM40	NTV20001016.1530.0526-E47-24
EM41	NTV20001016.1530.0526-E17-25
EM42	NTV20001016.1530.0526-E47-26
EM43	NTV20001016.1530.0526-E52-27
EM22	NTV20001016.1530.0526-E19-28
EM46	NTV20001016.1530.0526-E18-29
EM47	NTV20001016.1530.0526-E18-30
EM48	NTV20001016.1530.0526-E18-31
EM49	NTV20001016.1530.0526-E18-32
EM50	NTV20001016.1530.0526-E20-33
EM51	NTV20001016.1530.0526-E21-34
EM52	NTV20001016.1530.0526-E22-35
EM53	NTV20001016.1530.0526-E23-36
EM54	NTV20001016.1530.0526-E17-37
EM56	NTV20001016.1530.0526-E34-38
EM57	NTV20001016.1530.0526-E25-39
EM58	NTV20001016.1530.0526-E26-40
EM60	NTV20001016.1530.0526-E26-41
EM61	NTV20001016.1530.0526-E27-42
EM62	NTV20001016.1530.0526-E52-43
EM63	NTV20001016.1530.0526-E28-44
EM64	NTV20001016.1530.0526-E27-45
EM65	NTV20001016.1530.0526-E27-46
EM66	NTV20001016.1530.0526-E52-47
EM67	NTV20001016.1530.0526-E27-48
EM68	NTV20001016.1530.0526-E18-49
