CE22	APW_ENG_20030519.0367-CE1
CE23	APW_ENG_20030519.0367-CE2
CE9	APW_ENG_20030519.0367-CE3
CE24	APW_ENG_20030519.0367-CE4
CE25	APW_ENG_20030519.0367-CE5
CE26	APW_ENG_20030519.0367-CE6
CE28	APW_ENG_20030519.0367-CE7
CE29	APW_ENG_20030519.0367-CE8
CE30	APW_ENG_20030519.0367-CE9
CE31	APW_ENG_20030519.0367-CE10
CE32	APW_ENG_20030519.0367-CE11
CE33	APW_ENG_20030519.0367-CE12
CE34	APW_ENG_20030519.0367-CE13
CE35	APW_ENG_20030519.0367-CE14
CE36	APW_ENG_20030519.0367-CE15
CE37	APW_ENG_20030519.0367-CE16
CE38	APW_ENG_20030519.0367-CE17
CE10	APW_ENG_20030519.0367-CE18
CE39	APW_ENG_20030519.0367-CE19
CE40	APW_ENG_20030519.0367-CE20
CE41	APW_ENG_20030519.0367-CE21
CE42	APW_ENG_20030519.0367-CE22
CE56	APW_ENG_20030519.0367-CE23
CE43	APW_ENG_20030519.0367-CE24
CE44	APW_ENG_20030519.0367-CE25
CE45	APW_ENG_20030519.0367-CE26
CE46	APW_ENG_20030519.0367-CE27
CE47	APW_ENG_20030519.0367-CE28
CE48	APW_ENG_20030519.0367-CE29
CE50	APW_ENG_20030519.0367-CE30
CE2	APW_ENG_20030519.0367-CE31
CE51	APW_ENG_20030519.0367-CE32
CE16	APW_ENG_20030519.0367-CE33
CE53	APW_ENG_20030519.0367-CE34
CE54	APW_ENG_20030519.0367-CE35
CE55	APW_ENG_20030519.0367-CE36
CE57	APW_ENG_20030519.0367-CE37
CE58	APW_ENG_20030519.0367-CE38
CE59	APW_ENG_20030519.0367-CE39
CE60	APW_ENG_20030519.0367-CE40
CE61	APW_ENG_20030519.0367-CE41
CE62	APW_ENG_20030519.0367-CE42
CE63	APW_ENG_20030519.0367-CE43
CE49	APW_ENG_20030519.0367-CE44
CE21	APW_ENG_20030519.0367-CE45
CE11	APW_ENG_20030519.0367-CE46
CE66	APW_ENG_20030519.0367-CE47
CE4	APW_ENG_20030519.0367-CE48
CE67	APW_ENG_20030519.0367-CE49
CE68	APW_ENG_20030519.0367-CE50
CE69	APW_ENG_20030519.0367-CE51
CE70	APW_ENG_20030519.0367-CE52
CE71	APW_ENG_20030519.0367-CE53
CE72	APW_ENG_20030519.0367-CE54
CE73	APW_ENG_20030519.0367-CE55
CE74	APW_ENG_20030519.0367-CE56
CE75	APW_ENG_20030519.0367-CE57
CE76	APW_ENG_20030519.0367-CE58
CE77	APW_ENG_20030519.0367-CE59
CE78	APW_ENG_20030519.0367-CE60
CE80	APW_ENG_20030519.0367-CE61
CE90	APW_ENG_20030519.0367-CE62
CE94	APW_ENG_20030519.0367-CE63
CE96	APW_ENG_20030519.0367-CE64
CE101	APW_ENG_20030519.0367-CE65
CE102	APW_ENG_20030519.0367-CE66
CE103	APW_ENG_20030519.0367-CE67
CE104	APW_ENG_20030519.0367-CE68
CE95	APW_ENG_20030519.0367-CE69
CE6	APW_ENG_20030519.0367-CE70
CE97	APW_ENG_20030519.0367-CE71
CE98	APW_ENG_20030519.0367-CE72
CE99	APW_ENG_20030519.0367-CE73
CE100	APW_ENG_20030519.0367-CE74
CE8	APW_ENG_20030519.0367-CE75
CE87	APW_ENG_20030519.0367-CE76
CE89	APW_ENG_20030519.0367-CE77
CE92	APW_ENG_20030519.0367-CE78
CE91	APW_ENG_20030519.0367-CE79
CE12	APW_ENG_20030519.0367-CE80
CE79	APW_ENG_20030519.0367-CE81
CE81	APW_ENG_20030519.0367-CE82
CE82	APW_ENG_20030519.0367-CE83
CE83	APW_ENG_20030519.0367-CE84
CE84	APW_ENG_20030519.0367-CE85
CE5	APW_ENG_20030519.0367-CE86
CE85	APW_ENG_20030519.0367-CE87
CE86	APW_ENG_20030519.0367-CE88
CE13	APW_ENG_20030519.0367-CE89
CE65	APW_ENG_20030519.0367-CE90
CE52	APW_ENG_20030519.0367-CE91
CE14	APW_ENG_20030519.0367-CE92
CE64	APW_ENG_20030519.0367-CE93
CE88	APW_ENG_20030519.0367-CE94
CE93	APW_ENG_20030519.0367-CE95
CE1	APW_ENG_20030519.0367-CE96
CE3	APW_ENG_20030519.0367-CE97
CE15	APW_ENG_20030519.0367-CE98
CE27	APW_ENG_20030519.0367-CE99
CE17	APW_ENG_20030519.0367-CE100
CE7	APW_ENG_20030519.0367-CE101
CE18	APW_ENG_20030519.0367-CE102
CE19	APW_ENG_20030519.0367-CE103
CE20	APW_ENG_20030519.0367-CE104
E16	APW_ENG_20030519.0367-E1
E17	APW_ENG_20030519.0367-E2
E18	APW_ENG_20030519.0367-E3
E19	APW_ENG_20030519.0367-E4
E21	APW_ENG_20030519.0367-E5
E22	APW_ENG_20030519.0367-E6
E23	APW_ENG_20030519.0367-E7
E24	APW_ENG_20030519.0367-E8
E26	APW_ENG_20030519.0367-E9
E27	APW_ENG_20030519.0367-E10
E28	APW_ENG_20030519.0367-E11
E29	APW_ENG_20030519.0367-E12
E30	APW_ENG_20030519.0367-E13
E31	APW_ENG_20030519.0367-E14
E32	APW_ENG_20030519.0367-E15
E33	APW_ENG_20030519.0367-E16
E34	APW_ENG_20030519.0367-E17
E35	APW_ENG_20030519.0367-E18
E36	APW_ENG_20030519.0367-E19
E37	APW_ENG_20030519.0367-E20
E38	APW_ENG_20030519.0367-E21
E60	APW_ENG_20030519.0367-E22
E39	APW_ENG_20030519.0367-E23
E40	APW_ENG_20030519.0367-E24
E41	APW_ENG_20030519.0367-E25
E1	APW_ENG_20030519.0367-E26
E44	APW_ENG_20030519.0367-E27
E45	APW_ENG_20030519.0367-E28
E46	APW_ENG_20030519.0367-E29
E47	APW_ENG_20030519.0367-E30
E48	APW_ENG_20030519.0367-E31
E49	APW_ENG_20030519.0367-E32
E50	APW_ENG_20030519.0367-E33
E51	APW_ENG_20030519.0367-E34
E52	APW_ENG_20030519.0367-E35
E53	APW_ENG_20030519.0367-E36
E54	APW_ENG_20030519.0367-E37
E55	APW_ENG_20030519.0367-E38
E56	APW_ENG_20030519.0367-E39
E57	APW_ENG_20030519.0367-E40
E58	APW_ENG_20030519.0367-E41
E59	APW_ENG_20030519.0367-E42
E61	APW_ENG_20030519.0367-E43
E62	APW_ENG_20030519.0367-E44
E63	APW_ENG_20030519.0367-E45
E64	APW_ENG_20030519.0367-E46
E87	APW_ENG_20030519.0367-E47
E66	APW_ENG_20030519.0367-E48
E67	APW_ENG_20030519.0367-E49
E68	APW_ENG_20030519.0367-E50
E69	APW_ENG_20030519.0367-E51
E70	APW_ENG_20030519.0367-E52
E71	APW_ENG_20030519.0367-E53
E72	APW_ENG_20030519.0367-E54
E73	APW_ENG_20030519.0367-E55
E74	APW_ENG_20030519.0367-E56
E75	APW_ENG_20030519.0367-E57
E76	APW_ENG_20030519.0367-E58
E78	APW_ENG_20030519.0367-E59
E81	APW_ENG_20030519.0367-E60
E82	APW_ENG_20030519.0367-E61
E176	APW_ENG_20030519.0367-E62
E84	APW_ENG_20030519.0367-E63
E85	APW_ENG_20030519.0367-E64
E86	APW_ENG_20030519.0367-E65
