CE11	AFP_ENG_20030625.0057-CE1
CE12	AFP_ENG_20030625.0057-CE2
CE13	AFP_ENG_20030625.0057-CE3
CE14	AFP_ENG_20030625.0057-CE4
CE16	AFP_ENG_20030625.0057-CE5
CE3	AFP_ENG_20030625.0057-CE6
CE4	AFP_ENG_20030625.0057-CE7
CE15	AFP_ENG_20030625.0057-CE8
CE5	AFP_ENG_20030625.0057-CE9
CE1	AFP_ENG_20030625.0057-CE10
CE7	AFP_ENG_20030625.0057-CE11
CE8	AFP_ENG_20030625.0057-CE12
CE6	AFP_ENG_20030625.0057-CE13
CE9	AFP_ENG_20030625.0057-CE14
CE2	AFP_ENG_20030625.0057-CE15
CE10	AFP_ENG_20030625.0057-CE16
E17	AFP_ENG_20030625.0057-E1
E39	AFP_ENG_20030625.0057-E2
E20	AFP_ENG_20030625.0057-E3
E21	AFP_ENG_20030625.0057-E4
E24	AFP_ENG_20030625.0057-E5
E25	AFP_ENG_20030625.0057-E6
E28	AFP_ENG_20030625.0057-E7
E29	AFP_ENG_20030625.0057-E8
E31	AFP_ENG_20030625.0057-E9
E32	AFP_ENG_20030625.0057-E10
E33	AFP_ENG_20030625.0057-E11
E34	AFP_ENG_20030625.0057-E12
E1	AFP_ENG_20030625.0057-E13
E36	AFP_ENG_20030625.0057-E14
E37	AFP_ENG_20030625.0057-E15
E42	AFP_ENG_20030625.0057-E16
E43	AFP_ENG_20030625.0057-E17
E44	AFP_ENG_20030625.0057-E18
E45	AFP_ENG_20030625.0057-E19
E46	AFP_ENG_20030625.0057-E20
E3	AFP_ENG_20030625.0057-E21
E5	AFP_ENG_20030625.0057-E22
E7	AFP_ENG_20030625.0057-E23
E8	AFP_ENG_20030625.0057-E24
E9	AFP_ENG_20030625.0057-E25
E11	AFP_ENG_20030625.0057-E26
E13	AFP_ENG_20030625.0057-E27
E15	AFP_ENG_20030625.0057-E28
E16	AFP_ENG_20030625.0057-E29
EM18	AFP_ENG_20030625.0057-E1-1
EM16	AFP_ENG_20030625.0057-E29-2
EM21	AFP_ENG_20030625.0057-E25-3
EM23	AFP_ENG_20030625.0057-E3-4
EM24	AFP_ENG_20030625.0057-E4-5
EM25	AFP_ENG_20030625.0057-E22-6
EM26	AFP_ENG_20030625.0057-E5-7
EM27	AFP_ENG_20030625.0057-E6-8
EM28	AFP_ENG_20030625.0057-E7-9
EM32	AFP_ENG_20030625.0057-E25-10
