CE21	AFP_ENG_20030320.0722-CE1
CE22	AFP_ENG_20030320.0722-CE2
CE23	AFP_ENG_20030320.0722-CE3
CE24	AFP_ENG_20030320.0722-CE4
CE25	AFP_ENG_20030320.0722-CE5
CE26	AFP_ENG_20030320.0722-CE6
CE27	AFP_ENG_20030320.0722-CE7
CE28	AFP_ENG_20030320.0722-CE8
CE29	AFP_ENG_20030320.0722-CE9
CE30	AFP_ENG_20030320.0722-CE10
CE5	AFP_ENG_20030320.0722-CE11
CE31	AFP_ENG_20030320.0722-CE12
CE32	AFP_ENG_20030320.0722-CE13
CE7	AFP_ENG_20030320.0722-CE14
CE33	AFP_ENG_20030320.0722-CE15
CE34	AFP_ENG_20030320.0722-CE16
CE35	AFP_ENG_20030320.0722-CE17
CE36	AFP_ENG_20030320.0722-CE18
CE37	AFP_ENG_20030320.0722-CE19
CE38	AFP_ENG_20030320.0722-CE20
CE40	AFP_ENG_20030320.0722-CE21
CE41	AFP_ENG_20030320.0722-CE22
CE3	AFP_ENG_20030320.0722-CE23
CE2	AFP_ENG_20030320.0722-CE24
CE42	AFP_ENG_20030320.0722-CE25
CE8	AFP_ENG_20030320.0722-CE26
CE44	AFP_ENG_20030320.0722-CE27
CE46	AFP_ENG_20030320.0722-CE28
CE39	AFP_ENG_20030320.0722-CE29
CE50	AFP_ENG_20030320.0722-CE30
CE48	AFP_ENG_20030320.0722-CE31
CE54	AFP_ENG_20030320.0722-CE32
CE53	AFP_ENG_20030320.0722-CE33
CE55	AFP_ENG_20030320.0722-CE34
CE56	AFP_ENG_20030320.0722-CE35
CE11	AFP_ENG_20030320.0722-CE36
CE57	AFP_ENG_20030320.0722-CE37
CE59	AFP_ENG_20030320.0722-CE38
CE60	AFP_ENG_20030320.0722-CE39
CE51	AFP_ENG_20030320.0722-CE40
CE61	AFP_ENG_20030320.0722-CE41
CE58	AFP_ENG_20030320.0722-CE42
CE62	AFP_ENG_20030320.0722-CE43
CE64	AFP_ENG_20030320.0722-CE44
CE65	AFP_ENG_20030320.0722-CE45
CE66	AFP_ENG_20030320.0722-CE46
CE67	AFP_ENG_20030320.0722-CE47
CE69	AFP_ENG_20030320.0722-CE48
CE70	AFP_ENG_20030320.0722-CE49
CE72	AFP_ENG_20030320.0722-CE50
CE73	AFP_ENG_20030320.0722-CE51
CE74	AFP_ENG_20030320.0722-CE52
CE75	AFP_ENG_20030320.0722-CE53
CE76	AFP_ENG_20030320.0722-CE54
CE6	AFP_ENG_20030320.0722-CE55
CE78	AFP_ENG_20030320.0722-CE56
CE79	AFP_ENG_20030320.0722-CE57
CE80	AFP_ENG_20030320.0722-CE58
CE81	AFP_ENG_20030320.0722-CE59
CE86	AFP_ENG_20030320.0722-CE60
CE84	AFP_ENG_20030320.0722-CE61
CE85	AFP_ENG_20030320.0722-CE62
CE87	AFP_ENG_20030320.0722-CE63
CE88	AFP_ENG_20030320.0722-CE64
CE12	AFP_ENG_20030320.0722-CE65
CE13	AFP_ENG_20030320.0722-CE66
CE43	AFP_ENG_20030320.0722-CE67
CE45	AFP_ENG_20030320.0722-CE68
CE47	AFP_ENG_20030320.0722-CE69
CE49	AFP_ENG_20030320.0722-CE70
CE63	AFP_ENG_20030320.0722-CE71
CE10	AFP_ENG_20030320.0722-CE72
CE68	AFP_ENG_20030320.0722-CE73
CE77	AFP_ENG_20030320.0722-CE74
CE83	AFP_ENG_20030320.0722-CE75
CE82	AFP_ENG_20030320.0722-CE76
CE89	AFP_ENG_20030320.0722-CE77
CE90	AFP_ENG_20030320.0722-CE78
CE71	AFP_ENG_20030320.0722-CE79
CE1	AFP_ENG_20030320.0722-CE80
CE14	AFP_ENG_20030320.0722-CE81
CE16	AFP_ENG_20030320.0722-CE82
CE52	AFP_ENG_20030320.0722-CE83
CE9	AFP_ENG_20030320.0722-CE84
CE4	AFP_ENG_20030320.0722-CE85
CE15	AFP_ENG_20030320.0722-CE86
CE17	AFP_ENG_20030320.0722-CE87
CE18	AFP_ENG_20030320.0722-CE88
CE19	AFP_ENG_20030320.0722-CE89
CE20	AFP_ENG_20030320.0722-CE90
E17	AFP_ENG_20030320.0722-E1
E18	AFP_ENG_20030320.0722-E2
E21	AFP_ENG_20030320.0722-E3
E22	AFP_ENG_20030320.0722-E4
E23	AFP_ENG_20030320.0722-E5
E24	AFP_ENG_20030320.0722-E6
E25	AFP_ENG_20030320.0722-E7
E26	AFP_ENG_20030320.0722-E8
E27	AFP_ENG_20030320.0722-E9
E28	AFP_ENG_20030320.0722-E10
E29	AFP_ENG_20030320.0722-E11
E30	AFP_ENG_20030320.0722-E12
E31	AFP_ENG_20030320.0722-E13
E32	AFP_ENG_20030320.0722-E14
E215	AFP_ENG_20030320.0722-E15
E36	AFP_ENG_20030320.0722-E16
E37	AFP_ENG_20030320.0722-E17
E38	AFP_ENG_20030320.0722-E18
E39	AFP_ENG_20030320.0722-E19
E41	AFP_ENG_20030320.0722-E20
E42	AFP_ENG_20030320.0722-E21
E43	AFP_ENG_20030320.0722-E22
E45	AFP_ENG_20030320.0722-E23
E46	AFP_ENG_20030320.0722-E24
E47	AFP_ENG_20030320.0722-E25
E48	AFP_ENG_20030320.0722-E26
E50	AFP_ENG_20030320.0722-E27
E54	AFP_ENG_20030320.0722-E28
E55	AFP_ENG_20030320.0722-E29
E56	AFP_ENG_20030320.0722-E30
E57	AFP_ENG_20030320.0722-E31
E59	AFP_ENG_20030320.0722-E32
E60	AFP_ENG_20030320.0722-E33
E64	AFP_ENG_20030320.0722-E34
E66	AFP_ENG_20030320.0722-E35
E68	AFP_ENG_20030320.0722-E36
E70	AFP_ENG_20030320.0722-E37
E73	AFP_ENG_20030320.0722-E38
E76	AFP_ENG_20030320.0722-E39
E79	AFP_ENG_20030320.0722-E40
E80	AFP_ENG_20030320.0722-E41
E82	AFP_ENG_20030320.0722-E42
E86	AFP_ENG_20030320.0722-E43
E91	AFP_ENG_20030320.0722-E44
E94	AFP_ENG_20030320.0722-E45
E95	AFP_ENG_20030320.0722-E46
E96	AFP_ENG_20030320.0722-E47
E97	AFP_ENG_20030320.0722-E48
E100	AFP_ENG_20030320.0722-E49
E2	AFP_ENG_20030320.0722-E50
E105	AFP_ENG_20030320.0722-E51
E108	AFP_ENG_20030320.0722-E52
E109	AFP_ENG_20030320.0722-E53
E110	AFP_ENG_20030320.0722-E54
E111	AFP_ENG_20030320.0722-E55
E112	AFP_ENG_20030320.0722-E56
E114	AFP_ENG_20030320.0722-E57
E115	AFP_ENG_20030320.0722-E58
E116	AFP_ENG_20030320.0722-E59
E117	AFP_ENG_20030320.0722-E60
E118	AFP_ENG_20030320.0722-E61
E119	AFP_ENG_20030320.0722-E62
E120	AFP_ENG_20030320.0722-E63
E121	AFP_ENG_20030320.0722-E64
E123	AFP_ENG_20030320.0722-E65
E124	AFP_ENG_20030320.0722-E66
E126	AFP_ENG_20030320.0722-E67
E127	AFP_ENG_20030320.0722-E68
E128	AFP_ENG_20030320.0722-E69
E130	AFP_ENG_20030320.0722-E70
E131	AFP_ENG_20030320.0722-E71
E132	AFP_ENG_20030320.0722-E72
E135	AFP_ENG_20030320.0722-E73
E136	AFP_ENG_20030320.0722-E74
E137	AFP_ENG_20030320.0722-E75
E138	AFP_ENG_20030320.0722-E76
E139	AFP_ENG_20030320.0722-E77
E141	AFP_ENG_20030320.0722-E78
E143	AFP_ENG_20030320.0722-E79
E144	AFP_ENG_20030320.0722-E80
E145	AFP_ENG_20030320.0722-E81
E146	AFP_ENG_20030320.0722-E82
E147	AFP_ENG_20030320.0722-E83
E150	AFP_ENG_20030320.0722-E84
E3	AFP_ENG_20030320.0722-E85
E153	AFP_ENG_20030320.0722-E86
E154	AFP_ENG_20030320.0722-E87
E156	AFP_ENG_20030320.0722-E88
E157	AFP_ENG_20030320.0722-E89
E159	AFP_ENG_20030320.0722-E90
E160	AFP_ENG_20030320.0722-E91
E161	AFP_ENG_20030320.0722-E92
E162	AFP_ENG_20030320.0722-E93
E4	AFP_ENG_20030320.0722-E94
E176	AFP_ENG_20030320.0722-E95
E178	AFP_ENG_20030320.0722-E96
E179	AFP_ENG_20030320.0722-E97
E180	AFP_ENG_20030320.0722-E98
E185	AFP_ENG_20030320.0722-E99
E187	AFP_ENG_20030320.0722-E100
E188	AFP_ENG_20030320.0722-E101
E190	AFP_ENG_20030320.0722-E102
E191	AFP_ENG_20030320.0722-E103
E192	AFP_ENG_20030320.0722-E104
E194	AFP_ENG_20030320.0722-E105
E5	AFP_ENG_20030320.0722-E106
E196	AFP_ENG_20030320.0722-E107
E197	AFP_ENG_20030320.0722-E108
E199	AFP_ENG_20030320.0722-E109
E200	AFP_ENG_20030320.0722-E110
E201	AFP_ENG_20030320.0722-E111
