CE14	AFP_ENG_20030327.0022-CE1
CE9	AFP_ENG_20030327.0022-CE2
CE17	AFP_ENG_20030327.0022-CE3
CE19	AFP_ENG_20030327.0022-CE4
CE20	AFP_ENG_20030327.0022-CE5
CE21	AFP_ENG_20030327.0022-CE6
CE22	AFP_ENG_20030327.0022-CE7
CE23	AFP_ENG_20030327.0022-CE8
CE24	AFP_ENG_20030327.0022-CE9
CE25	AFP_ENG_20030327.0022-CE10
CE26	AFP_ENG_20030327.0022-CE11
CE27	AFP_ENG_20030327.0022-CE12
CE28	AFP_ENG_20030327.0022-CE13
CE29	AFP_ENG_20030327.0022-CE14
CE30	AFP_ENG_20030327.0022-CE15
CE31	AFP_ENG_20030327.0022-CE16
CE32	AFP_ENG_20030327.0022-CE17
CE33	AFP_ENG_20030327.0022-CE18
CE34	AFP_ENG_20030327.0022-CE19
CE35	AFP_ENG_20030327.0022-CE20
CE3	AFP_ENG_20030327.0022-CE21
CE6	AFP_ENG_20030327.0022-CE22
CE1	AFP_ENG_20030327.0022-CE23
CE2	AFP_ENG_20030327.0022-CE24
CE7	AFP_ENG_20030327.0022-CE25
CE4	AFP_ENG_20030327.0022-CE26
CE16	AFP_ENG_20030327.0022-CE27
CE18	AFP_ENG_20030327.0022-CE28
CE5	AFP_ENG_20030327.0022-CE29
CE8	AFP_ENG_20030327.0022-CE30
CE10	AFP_ENG_20030327.0022-CE31
CE11	AFP_ENG_20030327.0022-CE32
CE12	AFP_ENG_20030327.0022-CE33
CE13	AFP_ENG_20030327.0022-CE34
CE15	AFP_ENG_20030327.0022-CE35
E12	AFP_ENG_20030327.0022-E1
E13	AFP_ENG_20030327.0022-E2
E14	AFP_ENG_20030327.0022-E3
E16	AFP_ENG_20030327.0022-E4
E17	AFP_ENG_20030327.0022-E5
E18	AFP_ENG_20030327.0022-E6
E19	AFP_ENG_20030327.0022-E7
E20	AFP_ENG_20030327.0022-E8
E21	AFP_ENG_20030327.0022-E9
E22	AFP_ENG_20030327.0022-E10
E23	AFP_ENG_20030327.0022-E11
E24	AFP_ENG_20030327.0022-E12
E25	AFP_ENG_20030327.0022-E13
E26	AFP_ENG_20030327.0022-E14
E27	AFP_ENG_20030327.0022-E15
E28	AFP_ENG_20030327.0022-E16
E29	AFP_ENG_20030327.0022-E17
E30	AFP_ENG_20030327.0022-E18
E31	AFP_ENG_20030327.0022-E19
E32	AFP_ENG_20030327.0022-E20
E33	AFP_ENG_20030327.0022-E21
E1	AFP_ENG_20030327.0022-E22
E34	AFP_ENG_20030327.0022-E23
E36	AFP_ENG_20030327.0022-E24
E37	AFP_ENG_20030327.0022-E25
E39	AFP_ENG_20030327.0022-E26
E42	AFP_ENG_20030327.0022-E27
E49	AFP_ENG_20030327.0022-E28
E50	AFP_ENG_20030327.0022-E29
E46	AFP_ENG_20030327.0022-E30
E51	AFP_ENG_20030327.0022-E31
E52	AFP_ENG_20030327.0022-E32
E53	AFP_ENG_20030327.0022-E33
E54	AFP_ENG_20030327.0022-E34
E55	AFP_ENG_20030327.0022-E35
E2	AFP_ENG_20030327.0022-E36
E3	AFP_ENG_20030327.0022-E37
E5	AFP_ENG_20030327.0022-E38
E6	AFP_ENG_20030327.0022-E39
E7	AFP_ENG_20030327.0022-E40
E9	AFP_ENG_20030327.0022-E41
E10	AFP_ENG_20030327.0022-E42
E11	AFP_ENG_20030327.0022-E43
EM3	AFP_ENG_20030327.0022-E22-1
EM18	AFP_ENG_20030327.0022-E1-2
EM20	AFP_ENG_20030327.0022-E39-3
EM21	AFP_ENG_20030327.0022-E38-4
EM22	AFP_ENG_20030327.0022-E37-5
EM24	AFP_ENG_20030327.0022-E3-6
EM26	AFP_ENG_20030327.0022-E37-7
EM6	AFP_ENG_20030327.0022-E38-8
EM30	AFP_ENG_20030327.0022-E2-9
EM34	AFP_ENG_20030327.0022-E4-10
EM35	AFP_ENG_20030327.0022-E5-11
EM36	AFP_ENG_20030327.0022-E6-12
EM37	AFP_ENG_20030327.0022-E5-13
EM38	AFP_ENG_20030327.0022-E41-14
EM39	AFP_ENG_20030327.0022-E7-15
EM40	AFP_ENG_20030327.0022-E39-16
EM41	AFP_ENG_20030327.0022-E8-17
EM42	AFP_ENG_20030327.0022-E9-18
EM43	AFP_ENG_20030327.0022-E10-19
EM44	AFP_ENG_20030327.0022-E11-20
EM45	AFP_ENG_20030327.0022-E12-21
EM46	AFP_ENG_20030327.0022-E13-22
EM50	AFP_ENG_20030327.0022-E14-23
EM51	AFP_ENG_20030327.0022-E15-24
EM52	AFP_ENG_20030327.0022-E16-25
EM53	AFP_ENG_20030327.0022-E22-26
EM54	AFP_ENG_20030327.0022-E17-27
EM55	AFP_ENG_20030327.0022-E22-28
EM56	AFP_ENG_20030327.0022-E18-29
EM57	AFP_ENG_20030327.0022-E19-30
EM58	AFP_ENG_20030327.0022-E20-31
EM59	AFP_ENG_20030327.0022-E17-32
EM60	AFP_ENG_20030327.0022-E22-33
EM61	AFP_ENG_20030327.0022-E22-34
EM62	AFP_ENG_20030327.0022-E21-35
EM63	AFP_ENG_20030327.0022-E23-36
EM64	AFP_ENG_20030327.0022-E24-37
EM2	AFP_ENG_20030327.0022-E25-38
EM47	AFP_ENG_20030327.0022-E26-39
EM49	AFP_ENG_20030327.0022-E28-40
EM48	AFP_ENG_20030327.0022-E27-41
EM28	AFP_ENG_20030327.0022-E37-42
EM5	AFP_ENG_20030327.0022-E2-43
EM25	AFP_ENG_20030327.0022-E29-44
EM23	AFP_ENG_20030327.0022-E31-45
EM33	AFP_ENG_20030327.0022-E30-46
EM27	AFP_ENG_20030327.0022-E32-47
EM1	AFP_ENG_20030327.0022-E36-48
EM29	AFP_ENG_20030327.0022-E33-49
EM31	AFP_ENG_20030327.0022-E34-50
EM32	AFP_ENG_20030327.0022-E35-51
EM4	AFP_ENG_20030327.0022-E37-52
EM7	AFP_ENG_20030327.0022-E37-53
EM8	AFP_ENG_20030327.0022-E39-54
EM9	AFP_ENG_20030327.0022-E40-55
EM10	AFP_ENG_20030327.0022-E22-56
EM11	AFP_ENG_20030327.0022-E37-57
EM12	AFP_ENG_20030327.0022-E22-58
EM13	AFP_ENG_20030327.0022-E37-59
EM14	AFP_ENG_20030327.0022-E37-60
EM15	AFP_ENG_20030327.0022-E41-61
EM16	AFP_ENG_20030327.0022-E41-62
EM17	AFP_ENG_20030327.0022-E42-63
EM19	AFP_ENG_20030327.0022-E43-64
R12	AFP_ENG_20030327.0022-R1
R1	AFP_ENG_20030327.0022-R2
R7	AFP_ENG_20030327.0022-R3
R4	AFP_ENG_20030327.0022-R4
R5	AFP_ENG_20030327.0022-R5
R9	AFP_ENG_20030327.0022-R6
R8	AFP_ENG_20030327.0022-R7
R10	AFP_ENG_20030327.0022-R8
R11	AFP_ENG_20030327.0022-R9
RM2	AFP_ENG_20030327.0022-R1-1
RM1	AFP_ENG_20030327.0022-R2-1
RM7	AFP_ENG_20030327.0022-R3-1
RM4	AFP_ENG_20030327.0022-R4-1
RM5	AFP_ENG_20030327.0022-R5-1
RM9	AFP_ENG_20030327.0022-R6-1
RM8	AFP_ENG_20030327.0022-R7-1
RM6	AFP_ENG_20030327.0022-R8-1
RM3	AFP_ENG_20030327.0022-R9-1
V4	AFP_ENG_20030327.0022-EV1
V1	AFP_ENG_20030327.0022-EV2
V6	AFP_ENG_20030327.0022-EV3
V7	AFP_ENG_20030327.0022-EV4
V9	AFP_ENG_20030327.0022-EV5
V8	AFP_ENG_20030327.0022-EV6
V10	AFP_ENG_20030327.0022-EV7
V11	AFP_ENG_20030327.0022-EV8
V12	AFP_ENG_20030327.0022-EV9
V13	AFP_ENG_20030327.0022-EV10
V15	AFP_ENG_20030327.0022-EV11
V17	AFP_ENG_20030327.0022-EV12
V18	AFP_ENG_20030327.0022-EV13
V2	AFP_ENG_20030327.0022-EV14
V5	AFP_ENG_20030327.0022-EV15
V16	AFP_ENG_20030327.0022-EV16
V19	AFP_ENG_20030327.0022-EV17
V20	AFP_ENG_20030327.0022-EV18
V14	AFP_ENG_20030327.0022-EV19
V3	AFP_ENG_20030327.0022-EV20
V21	AFP_ENG_20030327.0022-EV21
VM2	AFP_ENG_20030327.0022-EV2-1
VM4	AFP_ENG_20030327.0022-EV1-1
VM6	AFP_ENG_20030327.0022-EV3-1
VM7	AFP_ENG_20030327.0022-EV4-1
VM10	AFP_ENG_20030327.0022-EV5-1
VM9	AFP_ENG_20030327.0022-EV6-1
VM11	AFP_ENG_20030327.0022-EV7-1
VM12	AFP_ENG_20030327.0022-EV8-1
VM13	AFP_ENG_20030327.0022-EV9-1
VM15	AFP_ENG_20030327.0022-EV10-1
VM17	AFP_ENG_20030327.0022-EV11-1
VM20	AFP_ENG_20030327.0022-EV12-1
VM21	AFP_ENG_20030327.0022-EV13-1
VM3	AFP_ENG_20030327.0022-EV14-1
VM5	AFP_ENG_20030327.0022-EV15-1
VM14	AFP_ENG_20030327.0022-EV14-2
VM19	AFP_ENG_20030327.0022-EV16-1
VM22	AFP_ENG_20030327.0022-EV16-2
VM23	AFP_ENG_20030327.0022-EV17-1
VM24	AFP_ENG_20030327.0022-EV18-1
VM18	AFP_ENG_20030327.0022-EV16-3
VM16	AFP_ENG_20030327.0022-EV19-1
VM1	AFP_ENG_20030327.0022-EV20-1
VM8	AFP_ENG_20030327.0022-EV21-1
Q1	AFP_ENG_20030327.0022-T1
Q2	AFP_ENG_20030327.0022-T2
Q3	AFP_ENG_20030327.0022-T3
Q13	AFP_ENG_20030327.0022-T4
Q15	AFP_ENG_20030327.0022-T5
Q8	AFP_ENG_20030327.0022-V1
Q5	AFP_ENG_20030327.0022-V2
Q6	AFP_ENG_20030327.0022-V3
Q14	AFP_ENG_20030327.0022-V4
Q4	AFP_ENG_20030327.0022-T6
Q7	AFP_ENG_20030327.0022-V5
Q11	AFP_ENG_20030327.0022-V6
Q12	AFP_ENG_20030327.0022-V7
Q16	AFP_ENG_20030327.0022-T7
Q9	AFP_ENG_20030327.0022-V8
Q10	AFP_ENG_20030327.0022-V9
QM8	AFP_ENG_20030327.0022-V1-1
QM5	AFP_ENG_20030327.0022-V2-1
QM6	AFP_ENG_20030327.0022-V3-1
QM14	AFP_ENG_20030327.0022-V4-1
QM7	AFP_ENG_20030327.0022-V5-1
QM11	AFP_ENG_20030327.0022-V6-1
QM12	AFP_ENG_20030327.0022-V7-1
QM9	AFP_ENG_20030327.0022-V8-1
QM10	AFP_ENG_20030327.0022-V9-1
