CE102	APW_ENG_20030322.0119-CE1
CE1	APW_ENG_20030322.0119-CE2
CE23	APW_ENG_20030322.0119-CE3
CE25	APW_ENG_20030322.0119-CE4
CE26	APW_ENG_20030322.0119-CE5
CE22	APW_ENG_20030322.0119-CE6
CE28	APW_ENG_20030322.0119-CE7
CE29	APW_ENG_20030322.0119-CE8
CE30	APW_ENG_20030322.0119-CE9
CE31	APW_ENG_20030322.0119-CE10
CE32	APW_ENG_20030322.0119-CE11
CE33	APW_ENG_20030322.0119-CE12
CE2	APW_ENG_20030322.0119-CE13
CE34	APW_ENG_20030322.0119-CE14
CE86	APW_ENG_20030322.0119-CE15
CE35	APW_ENG_20030322.0119-CE16
CE4	APW_ENG_20030322.0119-CE17
CE37	APW_ENG_20030322.0119-CE18
CE38	APW_ENG_20030322.0119-CE19
CE5	APW_ENG_20030322.0119-CE20
CE39	APW_ENG_20030322.0119-CE21
CE40	APW_ENG_20030322.0119-CE22
CE41	APW_ENG_20030322.0119-CE23
CE42	APW_ENG_20030322.0119-CE24
CE43	APW_ENG_20030322.0119-CE25
CE44	APW_ENG_20030322.0119-CE26
CE11	APW_ENG_20030322.0119-CE27
CE45	APW_ENG_20030322.0119-CE28
CE46	APW_ENG_20030322.0119-CE29
CE47	APW_ENG_20030322.0119-CE30
CE48	APW_ENG_20030322.0119-CE31
CE49	APW_ENG_20030322.0119-CE32
CE50	APW_ENG_20030322.0119-CE33
CE51	APW_ENG_20030322.0119-CE34
CE53	APW_ENG_20030322.0119-CE35
CE54	APW_ENG_20030322.0119-CE36
CE55	APW_ENG_20030322.0119-CE37
CE56	APW_ENG_20030322.0119-CE38
CE58	APW_ENG_20030322.0119-CE39
CE57	APW_ENG_20030322.0119-CE40
CE59	APW_ENG_20030322.0119-CE41
CE60	APW_ENG_20030322.0119-CE42
CE61	APW_ENG_20030322.0119-CE43
CE62	APW_ENG_20030322.0119-CE44
CE63	APW_ENG_20030322.0119-CE45
CE64	APW_ENG_20030322.0119-CE46
