CE17	APW_ENG_20030502.0470-CE1
CE20	APW_ENG_20030502.0470-CE2
CE21	APW_ENG_20030502.0470-CE3
CE22	APW_ENG_20030502.0470-CE4
CE23	APW_ENG_20030502.0470-CE5
CE24	APW_ENG_20030502.0470-CE6
CE25	APW_ENG_20030502.0470-CE7
CE18	APW_ENG_20030502.0470-CE8
CE26	APW_ENG_20030502.0470-CE9
CE27	APW_ENG_20030502.0470-CE10
CE28	APW_ENG_20030502.0470-CE11
CE29	APW_ENG_20030502.0470-CE12
CE1	APW_ENG_20030502.0470-CE13
CE4	APW_ENG_20030502.0470-CE14
CE30	APW_ENG_20030502.0470-CE15
CE31	APW_ENG_20030502.0470-CE16
CE2	APW_ENG_20030502.0470-CE17
CE19	APW_ENG_20030502.0470-CE18
CE32	APW_ENG_20030502.0470-CE19
CE33	APW_ENG_20030502.0470-CE20
CE40	APW_ENG_20030502.0470-CE21
CE43	APW_ENG_20030502.0470-CE22
CE34	APW_ENG_20030502.0470-CE23
CE35	APW_ENG_20030502.0470-CE24
CE36	APW_ENG_20030502.0470-CE25
CE37	APW_ENG_20030502.0470-CE26
CE38	APW_ENG_20030502.0470-CE27
CE39	APW_ENG_20030502.0470-CE28
CE5	APW_ENG_20030502.0470-CE29
CE42	APW_ENG_20030502.0470-CE30
CE3	APW_ENG_20030502.0470-CE31
CE44	APW_ENG_20030502.0470-CE32
CE6	APW_ENG_20030502.0470-CE33
CE45	APW_ENG_20030502.0470-CE34
CE46	APW_ENG_20030502.0470-CE35
CE47	APW_ENG_20030502.0470-CE36
CE48	APW_ENG_20030502.0470-CE37
CE49	APW_ENG_20030502.0470-CE38
CE41	APW_ENG_20030502.0470-CE39
CE7	APW_ENG_20030502.0470-CE40
CE9	APW_ENG_20030502.0470-CE41
CE8	APW_ENG_20030502.0470-CE42
CE10	APW_ENG_20030502.0470-CE43
CE11	APW_ENG_20030502.0470-CE44
CE12	APW_ENG_20030502.0470-CE45
CE13	APW_ENG_20030502.0470-CE46
CE14	APW_ENG_20030502.0470-CE47
CE15	APW_ENG_20030502.0470-CE48
CE16	APW_ENG_20030502.0470-CE49
E15	APW_ENG_20030502.0470-E1
E109	APW_ENG_20030502.0470-E2
E110	APW_ENG_20030502.0470-E3
E17	APW_ENG_20030502.0470-E4
E18	APW_ENG_20030502.0470-E5
E19	APW_ENG_20030502.0470-E6
E20	APW_ENG_20030502.0470-E7
E22	APW_ENG_20030502.0470-E8
E23	APW_ENG_20030502.0470-E9
E24	APW_ENG_20030502.0470-E10
E25	APW_ENG_20030502.0470-E11
E26	APW_ENG_20030502.0470-E12
E27	APW_ENG_20030502.0470-E13
E28	APW_ENG_20030502.0470-E14
E29	APW_ENG_20030502.0470-E15
E112	APW_ENG_20030502.0470-E16
E30	APW_ENG_20030502.0470-E17
E31	APW_ENG_20030502.0470-E18
E32	APW_ENG_20030502.0470-E19
E33	APW_ENG_20030502.0470-E20
E34	APW_ENG_20030502.0470-E21
E35	APW_ENG_20030502.0470-E22
E37	APW_ENG_20030502.0470-E23
E69	APW_ENG_20030502.0470-E24
E38	APW_ENG_20030502.0470-E25
E39	APW_ENG_20030502.0470-E26
E40	APW_ENG_20030502.0470-E27
E42	APW_ENG_20030502.0470-E28
E43	APW_ENG_20030502.0470-E29
E44	APW_ENG_20030502.0470-E30
E45	APW_ENG_20030502.0470-E31
E113	APW_ENG_20030502.0470-E32
E114	APW_ENG_20030502.0470-E33
E48	APW_ENG_20030502.0470-E34
E49	APW_ENG_20030502.0470-E35
E50	APW_ENG_20030502.0470-E36
E70	APW_ENG_20030502.0470-E37
E51	APW_ENG_20030502.0470-E38
E52	APW_ENG_20030502.0470-E39
E53	APW_ENG_20030502.0470-E40
E1	APW_ENG_20030502.0470-E41
E54	APW_ENG_20030502.0470-E42
E58	APW_ENG_20030502.0470-E43
E60	APW_ENG_20030502.0470-E44
E61	APW_ENG_20030502.0470-E45
E62	APW_ENG_20030502.0470-E46
E63	APW_ENG_20030502.0470-E47
E64	APW_ENG_20030502.0470-E48
E65	APW_ENG_20030502.0470-E49
E66	APW_ENG_20030502.0470-E50
E67	APW_ENG_20030502.0470-E51
E68	APW_ENG_20030502.0470-E52
E2	APW_ENG_20030502.0470-E53
E82	APW_ENG_20030502.0470-E54
E88	APW_ENG_20030502.0470-E55
E89	APW_ENG_20030502.0470-E56
E90	APW_ENG_20030502.0470-E57
E91	APW_ENG_20030502.0470-E58
E92	APW_ENG_20030502.0470-E59
E95	APW_ENG_20030502.0470-E60
E97	APW_ENG_20030502.0470-E61
E98	APW_ENG_20030502.0470-E62
E99	APW_ENG_20030502.0470-E63
E100	APW_ENG_20030502.0470-E64
E101	APW_ENG_20030502.0470-E65
E3	APW_ENG_20030502.0470-E66
E102	APW_ENG_20030502.0470-E67
E103	APW_ENG_20030502.0470-E68
E104	APW_ENG_20030502.0470-E69
E105	APW_ENG_20030502.0470-E70
E106	APW_ENG_20030502.0470-E71
E108	APW_ENG_20030502.0470-E72
E4	APW_ENG_20030502.0470-E73
E5	APW_ENG_20030502.0470-E74
E6	APW_ENG_20030502.0470-E75
E7	APW_ENG_20030502.0470-E76
E9	APW_ENG_20030502.0470-E77
E10	APW_ENG_20030502.0470-E78
E11	APW_ENG_20030502.0470-E79
E12	APW_ENG_20030502.0470-E80
E13	APW_ENG_20030502.0470-E81
E14	APW_ENG_20030502.0470-E82
EM21	APW_ENG_20030502.0470-E41-1
EM22	APW_ENG_20030502.0470-E1-2
EM23	APW_ENG_20030502.0470-E75-3
EM27	APW_ENG_20030502.0470-E2-4
EM41	APW_ENG_20030502.0470-E3-5
EM26	APW_ENG_20030502.0470-E41-6
EM95	APW_ENG_20030502.0470-E30-7
EM30	APW_ENG_20030502.0470-E4-8
EM31	APW_ENG_20030502.0470-E53-9
EM33	APW_ENG_20030502.0470-E53-10
EM35	APW_ENG_20030502.0470-E6-11
EM32	APW_ENG_20030502.0470-E53-12
EM36	APW_ENG_20030502.0470-E6-13
EM37	APW_ENG_20030502.0470-E7-14
EM97	APW_ENG_20030502.0470-E16-15
EM38	APW_ENG_20030502.0470-E8-16
EM40	APW_ENG_20030502.0470-E9-17
EM42	APW_ENG_20030502.0470-E10-18
EM43	APW_ENG_20030502.0470-E11-19
EM44	APW_ENG_20030502.0470-E5-20
EM45	APW_ENG_20030502.0470-E6-21
EM46	APW_ENG_20030502.0470-E6-22
EM47	APW_ENG_20030502.0470-E12-23
EM48	APW_ENG_20030502.0470-E53-24
EM50	APW_ENG_20030502.0470-E13-25
EM51	APW_ENG_20030502.0470-E14-26
EM49	APW_ENG_20030502.0470-E12-27
EM52	APW_ENG_20030502.0470-E15-28
EM54	APW_ENG_20030502.0470-E13-29
EM117	APW_ENG_20030502.0470-E32-30
EM56	APW_ENG_20030502.0470-E17-31
EM57	APW_ENG_20030502.0470-E17-32
EM58	APW_ENG_20030502.0470-E18-33
EM59	APW_ENG_20030502.0470-E10-34
EM60	APW_ENG_20030502.0470-E19-35
EM61	APW_ENG_20030502.0470-E20-36
EM62	APW_ENG_20030502.0470-E21-37
EM63	APW_ENG_20030502.0470-E41-38
EM64	APW_ENG_20030502.0470-E41-39
EM65	APW_ENG_20030502.0470-E53-40
EM66	APW_ENG_20030502.0470-E41-41
EM67	APW_ENG_20030502.0470-E17-42
EM3	APW_ENG_20030502.0470-E41-43
EM1	APW_ENG_20030502.0470-E24-44
EM68	APW_ENG_20030502.0470-E17-45
EM69	APW_ENG_20030502.0470-E22-46
EM70	APW_ENG_20030502.0470-E23-47
EM72	APW_ENG_20030502.0470-E17-48
EM71	APW_ENG_20030502.0470-E41-49
EM73	APW_ENG_20030502.0470-E17-50
