CE11	XIN_ENG_20030327.0202-CE1
CE12	XIN_ENG_20030327.0202-CE2
CE13	XIN_ENG_20030327.0202-CE3
CE14	XIN_ENG_20030327.0202-CE4
CE15	XIN_ENG_20030327.0202-CE5
CE16	XIN_ENG_20030327.0202-CE6
CE17	XIN_ENG_20030327.0202-CE7
CE18	XIN_ENG_20030327.0202-CE8
CE1	XIN_ENG_20030327.0202-CE9
CE19	XIN_ENG_20030327.0202-CE10
CE20	XIN_ENG_20030327.0202-CE11
CE21	XIN_ENG_20030327.0202-CE12
CE22	XIN_ENG_20030327.0202-CE13
CE23	XIN_ENG_20030327.0202-CE14
CE24	XIN_ENG_20030327.0202-CE15
CE3	XIN_ENG_20030327.0202-CE16
CE5	XIN_ENG_20030327.0202-CE17
CE4	XIN_ENG_20030327.0202-CE18
CE7	XIN_ENG_20030327.0202-CE19
CE2	XIN_ENG_20030327.0202-CE20
CE6	XIN_ENG_20030327.0202-CE21
CE8	XIN_ENG_20030327.0202-CE22
CE9	XIN_ENG_20030327.0202-CE23
CE10	XIN_ENG_20030327.0202-CE24
E13	XIN_ENG_20030327.0202-E1
E14	XIN_ENG_20030327.0202-E2
E15	XIN_ENG_20030327.0202-E3
E16	XIN_ENG_20030327.0202-E4
E19	XIN_ENG_20030327.0202-E5
E20	XIN_ENG_20030327.0202-E6
E21	XIN_ENG_20030327.0202-E7
E22	XIN_ENG_20030327.0202-E8
E23	XIN_ENG_20030327.0202-E9
E24	XIN_ENG_20030327.0202-E10
E25	XIN_ENG_20030327.0202-E11
E26	XIN_ENG_20030327.0202-E12
E27	XIN_ENG_20030327.0202-E13
E28	XIN_ENG_20030327.0202-E14
E29	XIN_ENG_20030327.0202-E15
E30	XIN_ENG_20030327.0202-E16
E32	XIN_ENG_20030327.0202-E17
E33	XIN_ENG_20030327.0202-E18
E34	XIN_ENG_20030327.0202-E19
E35	XIN_ENG_20030327.0202-E20
E36	XIN_ENG_20030327.0202-E21
E37	XIN_ENG_20030327.0202-E22
E39	XIN_ENG_20030327.0202-E23
E40	XIN_ENG_20030327.0202-E24
E1	XIN_ENG_20030327.0202-E25
E44	XIN_ENG_20030327.0202-E26
E45	XIN_ENG_20030327.0202-E27
E3	XIN_ENG_20030327.0202-E28
E5	XIN_ENG_20030327.0202-E29
E8	XIN_ENG_20030327.0202-E30
E46	XIN_ENG_20030327.0202-E31
E10	XIN_ENG_20030327.0202-E32
E11	XIN_ENG_20030327.0202-E33
E12	XIN_ENG_20030327.0202-E34
EM1	XIN_ENG_20030327.0202-E25-1
EM16	XIN_ENG_20030327.0202-E1-2
EM18	XIN_ENG_20030327.0202-E2-3
EM19	XIN_ENG_20030327.0202-E3-4
EM20	XIN_ENG_20030327.0202-E4-5
EM21	XIN_ENG_20030327.0202-E5-6
EM22	XIN_ENG_20030327.0202-E5-7
EM23	XIN_ENG_20030327.0202-E6-8
EM24	XIN_ENG_20030327.0202-E7-9
EM25	XIN_ENG_20030327.0202-E8-10
EM26	XIN_ENG_20030327.0202-E9-11
EM27	XIN_ENG_20030327.0202-E9-12
EM28	XIN_ENG_20030327.0202-E10-13
EM29	XIN_ENG_20030327.0202-E11-14
EM30	XIN_ENG_20030327.0202-E12-15
EM31	XIN_ENG_20030327.0202-E13-16
EM32	XIN_ENG_20030327.0202-E13-17
EM33	XIN_ENG_20030327.0202-E14-18
EM34	XIN_ENG_20030327.0202-E15-19
EM35	XIN_ENG_20030327.0202-E16-20
EM37	XIN_ENG_20030327.0202-E17-21
EM36	XIN_ENG_20030327.0202-E18-22
EM38	XIN_ENG_20030327.0202-E19-23
EM39	XIN_ENG_20030327.0202-E20-24
EM40	XIN_ENG_20030327.0202-E21-25
EM41	XIN_ENG_20030327.0202-E22-26
EM42	XIN_ENG_20030327.0202-E1-27
EM43	XIN_ENG_20030327.0202-E1-28
EM44	XIN_ENG_20030327.0202-E4-29
EM45	XIN_ENG_20030327.0202-E18-30
EM46	XIN_ENG_20030327.0202-E23-31
EM47	XIN_ENG_20030327.0202-E28-32
EM48	XIN_ENG_20030327.0202-E24-33
EM49	XIN_ENG_20030327.0202-E26-34
EM50	XIN_ENG_20030327.0202-E28-35
EM3	XIN_ENG_20030327.0202-E28-36
EM5	XIN_ENG_20030327.0202-E28-37
EM2	XIN_ENG_20030327.0202-E29-38
EM11	XIN_ENG_20030327.0202-E27-39
EM6	XIN_ENG_20030327.0202-E30-40
EM7	XIN_ENG_20030327.0202-E25-41
EM12	XIN_ENG_20030327.0202-E31-42
EM8	XIN_ENG_20030327.0202-E30-43
EM9	XIN_ENG_20030327.0202-E30-44
EM10	XIN_ENG_20030327.0202-E28-45
EM4	XIN_ENG_20030327.0202-E28-46
EM13	XIN_ENG_20030327.0202-E32-47
EM14	XIN_ENG_20030327.0202-E33-48
EM15	XIN_ENG_20030327.0202-E34-49
EM17	XIN_ENG_20030327.0202-E1-50
R2	XIN_ENG_20030327.0202-R1
R16	XIN_ENG_20030327.0202-R2
R17	XIN_ENG_20030327.0202-R3
R8	XIN_ENG_20030327.0202-R4
R10	XIN_ENG_20030327.0202-R5
R1	XIN_ENG_20030327.0202-R6
R3	XIN_ENG_20030327.0202-R7
R4	XIN_ENG_20030327.0202-R8
R5	XIN_ENG_20030327.0202-R9
R6	XIN_ENG_20030327.0202-R10
R7	XIN_ENG_20030327.0202-R11
R9	XIN_ENG_20030327.0202-R12
R11	XIN_ENG_20030327.0202-R13
R12	XIN_ENG_20030327.0202-R14
R13	XIN_ENG_20030327.0202-R15
R14	XIN_ENG_20030327.0202-R16
R15	XIN_ENG_20030327.0202-R17
R18	XIN_ENG_20030327.0202-R18
RM16	XIN_ENG_20030327.0202-R2-1
RM17	XIN_ENG_20030327.0202-R3-1
RM9	XIN_ENG_20030327.0202-R4-1
RM11	XIN_ENG_20030327.0202-R5-1
RM1	XIN_ENG_20030327.0202-R6-1
RM3	XIN_ENG_20030327.0202-R7-1
RM4	XIN_ENG_20030327.0202-R8-1
RM5	XIN_ENG_20030327.0202-R9-1
RM7	XIN_ENG_20030327.0202-R10-1
RM6	XIN_ENG_20030327.0202-R11-1
RM8	XIN_ENG_20030327.0202-R12-1
RM10	XIN_ENG_20030327.0202-R13-1
RM12	XIN_ENG_20030327.0202-R14-1
RM13	XIN_ENG_20030327.0202-R16-1
RM14	XIN_ENG_20030327.0202-R17-1
RM18	XIN_ENG_20030327.0202-R18-1
RM15	XIN_ENG_20030327.0202-R15-1
RM2	XIN_ENG_20030327.0202-R1-1
V1	XIN_ENG_20030327.0202-EV1
V2	XIN_ENG_20030327.0202-EV2
VM1	XIN_ENG_20030327.0202-EV1-1
VM2	XIN_ENG_20030327.0202-EV2-1
Q1	XIN_ENG_20030327.0202-T1
Q2	XIN_ENG_20030327.0202-T2
Q3	XIN_ENG_20030327.0202-T3
Q4	XIN_ENG_20030327.0202-T4
Q5	XIN_ENG_20030327.0202-T5
Q6	XIN_ENG_20030327.0202-T6
