CE59	APW_ENG_20030417.0555-CE1
CE28	APW_ENG_20030417.0555-CE2
CE1	APW_ENG_20030417.0555-CE3
CE30	APW_ENG_20030417.0555-CE4
CE31	APW_ENG_20030417.0555-CE5
CE29	APW_ENG_20030417.0555-CE6
CE32	APW_ENG_20030417.0555-CE7
CE33	APW_ENG_20030417.0555-CE8
CE42	APW_ENG_20030417.0555-CE9
CE34	APW_ENG_20030417.0555-CE10
CE35	APW_ENG_20030417.0555-CE11
CE12	APW_ENG_20030417.0555-CE12
CE36	APW_ENG_20030417.0555-CE13
CE37	APW_ENG_20030417.0555-CE14
CE38	APW_ENG_20030417.0555-CE15
CE39	APW_ENG_20030417.0555-CE16
CE67	APW_ENG_20030417.0555-CE17
CE41	APW_ENG_20030417.0555-CE18
CE43	APW_ENG_20030417.0555-CE19
CE8	APW_ENG_20030417.0555-CE20
CE44	APW_ENG_20030417.0555-CE21
CE45	APW_ENG_20030417.0555-CE22
CE46	APW_ENG_20030417.0555-CE23
CE47	APW_ENG_20030417.0555-CE24
CE48	APW_ENG_20030417.0555-CE25
CE16	APW_ENG_20030417.0555-CE26
CE50	APW_ENG_20030417.0555-CE27
CE15	APW_ENG_20030417.0555-CE28
CE51	APW_ENG_20030417.0555-CE29
CE52	APW_ENG_20030417.0555-CE30
CE53	APW_ENG_20030417.0555-CE31
CE54	APW_ENG_20030417.0555-CE32
CE55	APW_ENG_20030417.0555-CE33
CE68	APW_ENG_20030417.0555-CE34
CE57	APW_ENG_20030417.0555-CE35
CE58	APW_ENG_20030417.0555-CE36
CE60	APW_ENG_20030417.0555-CE37
CE62	APW_ENG_20030417.0555-CE38
CE24	APW_ENG_20030417.0555-CE39
CE25	APW_ENG_20030417.0555-CE40
CE63	APW_ENG_20030417.0555-CE41
CE64	APW_ENG_20030417.0555-CE42
CE66	APW_ENG_20030417.0555-CE43
CE69	APW_ENG_20030417.0555-CE44
CE70	APW_ENG_20030417.0555-CE45
CE71	APW_ENG_20030417.0555-CE46
CE72	APW_ENG_20030417.0555-CE47
CE73	APW_ENG_20030417.0555-CE48
CE74	APW_ENG_20030417.0555-CE49
CE3	APW_ENG_20030417.0555-CE50
CE75	APW_ENG_20030417.0555-CE51
CE76	APW_ENG_20030417.0555-CE52
CE17	APW_ENG_20030417.0555-CE53
