CE19	APW_ENG_20030407.0030-CE1
CE20	APW_ENG_20030407.0030-CE2
CE21	APW_ENG_20030407.0030-CE3
CE22	APW_ENG_20030407.0030-CE4
CE23	APW_ENG_20030407.0030-CE5
CE24	APW_ENG_20030407.0030-CE6
CE25	APW_ENG_20030407.0030-CE7
CE26	APW_ENG_20030407.0030-CE8
CE27	APW_ENG_20030407.0030-CE9
CE36	APW_ENG_20030407.0030-CE10
CE30	APW_ENG_20030407.0030-CE11
CE31	APW_ENG_20030407.0030-CE12
CE32	APW_ENG_20030407.0030-CE13
CE3	APW_ENG_20030407.0030-CE14
CE33	APW_ENG_20030407.0030-CE15
CE35	APW_ENG_20030407.0030-CE16
CE37	APW_ENG_20030407.0030-CE17
CE38	APW_ENG_20030407.0030-CE18
CE14	APW_ENG_20030407.0030-CE19
CE39	APW_ENG_20030407.0030-CE20
CE5	APW_ENG_20030407.0030-CE21
CE40	APW_ENG_20030407.0030-CE22
CE41	APW_ENG_20030407.0030-CE23
CE42	APW_ENG_20030407.0030-CE24
CE43	APW_ENG_20030407.0030-CE25
CE7	APW_ENG_20030407.0030-CE26
CE44	APW_ENG_20030407.0030-CE27
CE45	APW_ENG_20030407.0030-CE28
CE46	APW_ENG_20030407.0030-CE29
CE47	APW_ENG_20030407.0030-CE30
CE48	APW_ENG_20030407.0030-CE31
CE49	APW_ENG_20030407.0030-CE32
CE50	APW_ENG_20030407.0030-CE33
CE51	APW_ENG_20030407.0030-CE34
CE52	APW_ENG_20030407.0030-CE35
CE53	APW_ENG_20030407.0030-CE36
CE54	APW_ENG_20030407.0030-CE37
CE55	APW_ENG_20030407.0030-CE38
CE56	APW_ENG_20030407.0030-CE39
CE106	APW_ENG_20030407.0030-CE40
CE58	APW_ENG_20030407.0030-CE41
CE59	APW_ENG_20030407.0030-CE42
CE60	APW_ENG_20030407.0030-CE43
CE61	APW_ENG_20030407.0030-CE44
CE62	APW_ENG_20030407.0030-CE45
CE63	APW_ENG_20030407.0030-CE46
CE64	APW_ENG_20030407.0030-CE47
CE65	APW_ENG_20030407.0030-CE48
CE66	APW_ENG_20030407.0030-CE49
CE67	APW_ENG_20030407.0030-CE50
CE68	APW_ENG_20030407.0030-CE51
CE69	APW_ENG_20030407.0030-CE52
CE9	APW_ENG_20030407.0030-CE53
