CE22	AFP_ENG_20030327.0224-CE1
CE24	AFP_ENG_20030327.0224-CE2
CE23	AFP_ENG_20030327.0224-CE3
CE25	AFP_ENG_20030327.0224-CE4
CE26	AFP_ENG_20030327.0224-CE5
CE7	AFP_ENG_20030327.0224-CE6
CE27	AFP_ENG_20030327.0224-CE7
CE29	AFP_ENG_20030327.0224-CE8
CE28	AFP_ENG_20030327.0224-CE9
CE31	AFP_ENG_20030327.0224-CE10
CE30	AFP_ENG_20030327.0224-CE11
CE32	AFP_ENG_20030327.0224-CE12
CE33	AFP_ENG_20030327.0224-CE13
CE34	AFP_ENG_20030327.0224-CE14
CE35	AFP_ENG_20030327.0224-CE15
CE36	AFP_ENG_20030327.0224-CE16
CE38	AFP_ENG_20030327.0224-CE17
CE39	AFP_ENG_20030327.0224-CE18
CE40	AFP_ENG_20030327.0224-CE19
CE41	AFP_ENG_20030327.0224-CE20
CE42	AFP_ENG_20030327.0224-CE21
CE11	AFP_ENG_20030327.0224-CE22
CE12	AFP_ENG_20030327.0224-CE23
CE75	AFP_ENG_20030327.0224-CE24
CE44	AFP_ENG_20030327.0224-CE25
CE21	AFP_ENG_20030327.0224-CE26
CE45	AFP_ENG_20030327.0224-CE27
CE46	AFP_ENG_20030327.0224-CE28
CE47	AFP_ENG_20030327.0224-CE29
CE48	AFP_ENG_20030327.0224-CE30
CE49	AFP_ENG_20030327.0224-CE31
CE50	AFP_ENG_20030327.0224-CE32
CE9	AFP_ENG_20030327.0224-CE33
CE53	AFP_ENG_20030327.0224-CE34
CE54	AFP_ENG_20030327.0224-CE35
CE55	AFP_ENG_20030327.0224-CE36
CE89	AFP_ENG_20030327.0224-CE37
CE56	AFP_ENG_20030327.0224-CE38
CE37	AFP_ENG_20030327.0224-CE39
CE5	AFP_ENG_20030327.0224-CE40
CE57	AFP_ENG_20030327.0224-CE41
CE58	AFP_ENG_20030327.0224-CE42
CE59	AFP_ENG_20030327.0224-CE43
CE20	AFP_ENG_20030327.0224-CE44
CE60	AFP_ENG_20030327.0224-CE45
CE13	AFP_ENG_20030327.0224-CE46
CE61	AFP_ENG_20030327.0224-CE47
CE76	AFP_ENG_20030327.0224-CE48
CE52	AFP_ENG_20030327.0224-CE49
CE62	AFP_ENG_20030327.0224-CE50
CE63	AFP_ENG_20030327.0224-CE51
CE64	AFP_ENG_20030327.0224-CE52
CE10	AFP_ENG_20030327.0224-CE53
CE65	AFP_ENG_20030327.0224-CE54
CE66	AFP_ENG_20030327.0224-CE55
CE67	AFP_ENG_20030327.0224-CE56
CE68	AFP_ENG_20030327.0224-CE57
CE69	AFP_ENG_20030327.0224-CE58
CE70	AFP_ENG_20030327.0224-CE59
CE71	AFP_ENG_20030327.0224-CE60
CE72	AFP_ENG_20030327.0224-CE61
CE8	AFP_ENG_20030327.0224-CE62
CE73	AFP_ENG_20030327.0224-CE63
CE74	AFP_ENG_20030327.0224-CE64
CE77	AFP_ENG_20030327.0224-CE65
CE79	AFP_ENG_20030327.0224-CE66
CE78	AFP_ENG_20030327.0224-CE67
CE2	AFP_ENG_20030327.0224-CE68
CE80	AFP_ENG_20030327.0224-CE69
CE81	AFP_ENG_20030327.0224-CE70
CE82	AFP_ENG_20030327.0224-CE71
CE84	AFP_ENG_20030327.0224-CE72
CE85	AFP_ENG_20030327.0224-CE73
CE83	AFP_ENG_20030327.0224-CE74
CE86	AFP_ENG_20030327.0224-CE75
CE87	AFP_ENG_20030327.0224-CE76
CE88	AFP_ENG_20030327.0224-CE77
CE4	AFP_ENG_20030327.0224-CE78
CE14	AFP_ENG_20030327.0224-CE79
CE51	AFP_ENG_20030327.0224-CE80
CE15	AFP_ENG_20030327.0224-CE81
CE3	AFP_ENG_20030327.0224-CE82
CE1	AFP_ENG_20030327.0224-CE83
CE16	AFP_ENG_20030327.0224-CE84
CE17	AFP_ENG_20030327.0224-CE85
CE18	AFP_ENG_20030327.0224-CE86
CE19	AFP_ENG_20030327.0224-CE87
CE43	AFP_ENG_20030327.0224-CE88
CE6	AFP_ENG_20030327.0224-CE89
E19	AFP_ENG_20030327.0224-E1
E20	AFP_ENG_20030327.0224-E2
E21	AFP_ENG_20030327.0224-E3
E53	AFP_ENG_20030327.0224-E4
E23	AFP_ENG_20030327.0224-E5
E24	AFP_ENG_20030327.0224-E6
E26	AFP_ENG_20030327.0224-E7
E27	AFP_ENG_20030327.0224-E8
E162	AFP_ENG_20030327.0224-E9
E163	AFP_ENG_20030327.0224-E10
E31	AFP_ENG_20030327.0224-E11
E32	AFP_ENG_20030327.0224-E12
E33	AFP_ENG_20030327.0224-E13
E34	AFP_ENG_20030327.0224-E14
E35	AFP_ENG_20030327.0224-E15
E37	AFP_ENG_20030327.0224-E16
E38	AFP_ENG_20030327.0224-E17
E39	AFP_ENG_20030327.0224-E18
E1	AFP_ENG_20030327.0224-E19
E54	AFP_ENG_20030327.0224-E20
E41	AFP_ENG_20030327.0224-E21
E55	AFP_ENG_20030327.0224-E22
E42	AFP_ENG_20030327.0224-E23
E45	AFP_ENG_20030327.0224-E24
E46	AFP_ENG_20030327.0224-E25
E47	AFP_ENG_20030327.0224-E26
E48	AFP_ENG_20030327.0224-E27
E50	AFP_ENG_20030327.0224-E28
E51	AFP_ENG_20030327.0224-E29
E52	AFP_ENG_20030327.0224-E30
E56	AFP_ENG_20030327.0224-E31
E136	AFP_ENG_20030327.0224-E32
E58	AFP_ENG_20030327.0224-E33
E59	AFP_ENG_20030327.0224-E34
E60	AFP_ENG_20030327.0224-E35
E61	AFP_ENG_20030327.0224-E36
E62	AFP_ENG_20030327.0224-E37
E63	AFP_ENG_20030327.0224-E38
E64	AFP_ENG_20030327.0224-E39
E65	AFP_ENG_20030327.0224-E40
E66	AFP_ENG_20030327.0224-E41
E67	AFP_ENG_20030327.0224-E42
E68	AFP_ENG_20030327.0224-E43
E69	AFP_ENG_20030327.0224-E44
E70	AFP_ENG_20030327.0224-E45
E71	AFP_ENG_20030327.0224-E46
E72	AFP_ENG_20030327.0224-E47
E74	AFP_ENG_20030327.0224-E48
E75	AFP_ENG_20030327.0224-E49
E76	AFP_ENG_20030327.0224-E50
E77	AFP_ENG_20030327.0224-E51
E78	AFP_ENG_20030327.0224-E52
E79	AFP_ENG_20030327.0224-E53
E80	AFP_ENG_20030327.0224-E54
E137	AFP_ENG_20030327.0224-E55
E82	AFP_ENG_20030327.0224-E56
E84	AFP_ENG_20030327.0224-E57
E85	AFP_ENG_20030327.0224-E58
E86	AFP_ENG_20030327.0224-E59
E88	AFP_ENG_20030327.0224-E60
