CE17	APW_ENG_20030422.0469-CE1
CE18	APW_ENG_20030422.0469-CE2
CE2	APW_ENG_20030422.0469-CE3
CE5	APW_ENG_20030422.0469-CE4
CE4	APW_ENG_20030422.0469-CE5
CE19	APW_ENG_20030422.0469-CE6
CE20	APW_ENG_20030422.0469-CE7
CE23	APW_ENG_20030422.0469-CE8
CE22	APW_ENG_20030422.0469-CE9
CE21	APW_ENG_20030422.0469-CE10
CE24	APW_ENG_20030422.0469-CE11
CE25	APW_ENG_20030422.0469-CE12
CE26	APW_ENG_20030422.0469-CE13
CE27	APW_ENG_20030422.0469-CE14
CE28	APW_ENG_20030422.0469-CE15
CE11	APW_ENG_20030422.0469-CE16
CE29	APW_ENG_20030422.0469-CE17
CE30	APW_ENG_20030422.0469-CE18
CE10	APW_ENG_20030422.0469-CE19
CE32	APW_ENG_20030422.0469-CE20
CE3	APW_ENG_20030422.0469-CE21
CE33	APW_ENG_20030422.0469-CE22
CE34	APW_ENG_20030422.0469-CE23
CE35	APW_ENG_20030422.0469-CE24
CE36	APW_ENG_20030422.0469-CE25
CE37	APW_ENG_20030422.0469-CE26
CE38	APW_ENG_20030422.0469-CE27
CE39	APW_ENG_20030422.0469-CE28
CE40	APW_ENG_20030422.0469-CE29
CE41	APW_ENG_20030422.0469-CE30
CE42	APW_ENG_20030422.0469-CE31
CE43	APW_ENG_20030422.0469-CE32
CE44	APW_ENG_20030422.0469-CE33
CE45	APW_ENG_20030422.0469-CE34
CE46	APW_ENG_20030422.0469-CE35
CE47	APW_ENG_20030422.0469-CE36
CE48	APW_ENG_20030422.0469-CE37
CE49	APW_ENG_20030422.0469-CE38
CE50	APW_ENG_20030422.0469-CE39
CE51	APW_ENG_20030422.0469-CE40
CE52	APW_ENG_20030422.0469-CE41
CE9	APW_ENG_20030422.0469-CE42
CE16	APW_ENG_20030422.0469-CE43
CE8	APW_ENG_20030422.0469-CE44
CE1	APW_ENG_20030422.0469-CE45
CE6	APW_ENG_20030422.0469-CE46
CE12	APW_ENG_20030422.0469-CE47
CE13	APW_ENG_20030422.0469-CE48
CE14	APW_ENG_20030422.0469-CE49
CE31	APW_ENG_20030422.0469-CE50
CE15	APW_ENG_20030422.0469-CE51
E15	APW_ENG_20030422.0469-E1
E16	APW_ENG_20030422.0469-E2
E18	APW_ENG_20030422.0469-E3
E19	APW_ENG_20030422.0469-E4
E20	APW_ENG_20030422.0469-E5
E22	APW_ENG_20030422.0469-E6
E23	APW_ENG_20030422.0469-E7
E24	APW_ENG_20030422.0469-E8
E26	APW_ENG_20030422.0469-E9
E27	APW_ENG_20030422.0469-E10
E29	APW_ENG_20030422.0469-E11
E30	APW_ENG_20030422.0469-E12
E31	APW_ENG_20030422.0469-E13
E32	APW_ENG_20030422.0469-E14
E33	APW_ENG_20030422.0469-E15
E34	APW_ENG_20030422.0469-E16
E35	APW_ENG_20030422.0469-E17
E36	APW_ENG_20030422.0469-E18
E37	APW_ENG_20030422.0469-E19
E38	APW_ENG_20030422.0469-E20
E39	APW_ENG_20030422.0469-E21
E40	APW_ENG_20030422.0469-E22
E41	APW_ENG_20030422.0469-E23
E1	APW_ENG_20030422.0469-E24
E43	APW_ENG_20030422.0469-E25
E45	APW_ENG_20030422.0469-E26
E46	APW_ENG_20030422.0469-E27
E135	APW_ENG_20030422.0469-E28
E48	APW_ENG_20030422.0469-E29
E49	APW_ENG_20030422.0469-E30
E50	APW_ENG_20030422.0469-E31
E51	APW_ENG_20030422.0469-E32
E53	APW_ENG_20030422.0469-E33
E54	APW_ENG_20030422.0469-E34
E56	APW_ENG_20030422.0469-E35
E57	APW_ENG_20030422.0469-E36
E58	APW_ENG_20030422.0469-E37
E60	APW_ENG_20030422.0469-E38
E61	APW_ENG_20030422.0469-E39
E63	APW_ENG_20030422.0469-E40
E64	APW_ENG_20030422.0469-E41
E65	APW_ENG_20030422.0469-E42
E66	APW_ENG_20030422.0469-E43
E67	APW_ENG_20030422.0469-E44
E69	APW_ENG_20030422.0469-E45
E70	APW_ENG_20030422.0469-E46
E71	APW_ENG_20030422.0469-E47
E72	APW_ENG_20030422.0469-E48
E74	APW_ENG_20030422.0469-E49
E76	APW_ENG_20030422.0469-E50
E77	APW_ENG_20030422.0469-E51
E78	APW_ENG_20030422.0469-E52
E79	APW_ENG_20030422.0469-E53
E80	APW_ENG_20030422.0469-E54
E82	APW_ENG_20030422.0469-E55
E84	APW_ENG_20030422.0469-E56
E85	APW_ENG_20030422.0469-E57
E86	APW_ENG_20030422.0469-E58
