CE2	AFP_ENG_20030311.0491-CE1
CE14	AFP_ENG_20030311.0491-CE2
CE15	AFP_ENG_20030311.0491-CE3
CE16	AFP_ENG_20030311.0491-CE4
CE17	AFP_ENG_20030311.0491-CE5
CE18	AFP_ENG_20030311.0491-CE6
CE19	AFP_ENG_20030311.0491-CE7
CE3	AFP_ENG_20030311.0491-CE8
CE20	AFP_ENG_20030311.0491-CE9
CE21	AFP_ENG_20030311.0491-CE10
CE22	AFP_ENG_20030311.0491-CE11
CE23	AFP_ENG_20030311.0491-CE12
CE4	AFP_ENG_20030311.0491-CE13
CE5	AFP_ENG_20030311.0491-CE14
CE7	AFP_ENG_20030311.0491-CE15
CE8	AFP_ENG_20030311.0491-CE16
CE9	AFP_ENG_20030311.0491-CE17
CE6	AFP_ENG_20030311.0491-CE18
CE10	AFP_ENG_20030311.0491-CE19
CE11	AFP_ENG_20030311.0491-CE20
CE12	AFP_ENG_20030311.0491-CE21
CE13	AFP_ENG_20030311.0491-CE22
CE1	AFP_ENG_20030311.0491-CE23
E12	AFP_ENG_20030311.0491-E1
E14	AFP_ENG_20030311.0491-E2
E15	AFP_ENG_20030311.0491-E3
E16	AFP_ENG_20030311.0491-E4
E17	AFP_ENG_20030311.0491-E5
E18	AFP_ENG_20030311.0491-E6
E19	AFP_ENG_20030311.0491-E7
E20	AFP_ENG_20030311.0491-E8
E21	AFP_ENG_20030311.0491-E9
E24	AFP_ENG_20030311.0491-E10
E25	AFP_ENG_20030311.0491-E11
E26	AFP_ENG_20030311.0491-E12
E27	AFP_ENG_20030311.0491-E13
E28	AFP_ENG_20030311.0491-E14
E29	AFP_ENG_20030311.0491-E15
E30	AFP_ENG_20030311.0491-E16
E32	AFP_ENG_20030311.0491-E17
E33	AFP_ENG_20030311.0491-E18
E34	AFP_ENG_20030311.0491-E19
E1	AFP_ENG_20030311.0491-E20
E2	AFP_ENG_20030311.0491-E21
E3	AFP_ENG_20030311.0491-E22
E4	AFP_ENG_20030311.0491-E23
E5	AFP_ENG_20030311.0491-E24
E7	AFP_ENG_20030311.0491-E25
E8	AFP_ENG_20030311.0491-E26
E35	AFP_ENG_20030311.0491-E27
E10	AFP_ENG_20030311.0491-E28
EM3	AFP_ENG_20030311.0491-E20-1
EM20	AFP_ENG_20030311.0491-E2-2
EM21	AFP_ENG_20030311.0491-E20-3
EM22	AFP_ENG_20030311.0491-E3-4
EM23	AFP_ENG_20030311.0491-E4-5
EM24	AFP_ENG_20030311.0491-E5-6
EM25	AFP_ENG_20030311.0491-E6-7
EM26	AFP_ENG_20030311.0491-E26-8
EM27	AFP_ENG_20030311.0491-E7-9
EM28	AFP_ENG_20030311.0491-E8-10
EM29	AFP_ENG_20030311.0491-E9-11
EM30	AFP_ENG_20030311.0491-E10-12
EM31	AFP_ENG_20030311.0491-E11-13
EM32	AFP_ENG_20030311.0491-E12-14
EM33	AFP_ENG_20030311.0491-E13-15
EM35	AFP_ENG_20030311.0491-E22-16
EM36	AFP_ENG_20030311.0491-E11-17
EM37	AFP_ENG_20030311.0491-E14-18
EM38	AFP_ENG_20030311.0491-E15-19
EM39	AFP_ENG_20030311.0491-E25-20
EM40	AFP_ENG_20030311.0491-E20-21
EM41	AFP_ENG_20030311.0491-E22-22
EM42	AFP_ENG_20030311.0491-E26-23
EM43	AFP_ENG_20030311.0491-E22-24
EM44	AFP_ENG_20030311.0491-E16-25
EM45	AFP_ENG_20030311.0491-E21-26
EM46	AFP_ENG_20030311.0491-E21-27
EM47	AFP_ENG_20030311.0491-E22-28
EM48	AFP_ENG_20030311.0491-E21-29
EM49	AFP_ENG_20030311.0491-E21-30
EM50	AFP_ENG_20030311.0491-E17-31
EM1	AFP_ENG_20030311.0491-E18-32
EM2	AFP_ENG_20030311.0491-E19-33
EM4	AFP_ENG_20030311.0491-E20-34
EM6	AFP_ENG_20030311.0491-E21-35
EM34	AFP_ENG_20030311.0491-E27-36
EM7	AFP_ENG_20030311.0491-E22-37
EM5	AFP_ENG_20030311.0491-E23-38
EM8	AFP_ENG_20030311.0491-E21-39
EM9	AFP_ENG_20030311.0491-E24-40
EM10	AFP_ENG_20030311.0491-E25-41
EM11	AFP_ENG_20030311.0491-E26-42
EM12	AFP_ENG_20030311.0491-E21-43
EM13	AFP_ENG_20030311.0491-E21-44
EM14	AFP_ENG_20030311.0491-E22-45
EM15	AFP_ENG_20030311.0491-E20-46
EM16	AFP_ENG_20030311.0491-E21-47
EM17	AFP_ENG_20030311.0491-E21-48
EM18	AFP_ENG_20030311.0491-E28-49
EM19	AFP_ENG_20030311.0491-E1-50
R6	AFP_ENG_20030311.0491-R1
R1	AFP_ENG_20030311.0491-R2
R2	AFP_ENG_20030311.0491-R3
R3	AFP_ENG_20030311.0491-R4
R4	AFP_ENG_20030311.0491-R5
R5	AFP_ENG_20030311.0491-R6
R7	AFP_ENG_20030311.0491-R7
RM6	AFP_ENG_20030311.0491-R1-1
RM1	AFP_ENG_20030311.0491-R2-1
RM2	AFP_ENG_20030311.0491-R3-1
RM3	AFP_ENG_20030311.0491-R4-1
RM4	AFP_ENG_20030311.0491-R5-1
RM5	AFP_ENG_20030311.0491-R6-1
RM7	AFP_ENG_20030311.0491-R7-1
V3	AFP_ENG_20030311.0491-EV1
V4	AFP_ENG_20030311.0491-EV2
V8	AFP_ENG_20030311.0491-EV3
V1	AFP_ENG_20030311.0491-EV4
V2	AFP_ENG_20030311.0491-EV5
V5	AFP_ENG_20030311.0491-EV6
V6	AFP_ENG_20030311.0491-EV7
V7	AFP_ENG_20030311.0491-EV8
VM5	AFP_ENG_20030311.0491-EV1-1
VM7	AFP_ENG_20030311.0491-EV2-1
VM11	AFP_ENG_20030311.0491-EV3-1
VM1	AFP_ENG_20030311.0491-EV4-1
VM2	AFP_ENG_20030311.0491-EV4-2
VM3	AFP_ENG_20030311.0491-EV5-1
VM12	AFP_ENG_20030311.0491-EV4-3
VM4	AFP_ENG_20030311.0491-EV4-4
VM6	AFP_ENG_20030311.0491-EV5-2
VM8	AFP_ENG_20030311.0491-EV6-1
