CE12	XIN_ENG_20030509.0137-CE1
CE13	XIN_ENG_20030509.0137-CE2
CE14	XIN_ENG_20030509.0137-CE3
CE15	XIN_ENG_20030509.0137-CE4
CE16	XIN_ENG_20030509.0137-CE5
CE26	XIN_ENG_20030509.0137-CE6
CE17	XIN_ENG_20030509.0137-CE7
CE3	XIN_ENG_20030509.0137-CE8
CE18	XIN_ENG_20030509.0137-CE9
CE20	XIN_ENG_20030509.0137-CE10
CE22	XIN_ENG_20030509.0137-CE11
CE23	XIN_ENG_20030509.0137-CE12
CE24	XIN_ENG_20030509.0137-CE13
CE25	XIN_ENG_20030509.0137-CE14
CE27	XIN_ENG_20030509.0137-CE15
CE5	XIN_ENG_20030509.0137-CE16
CE4	XIN_ENG_20030509.0137-CE17
CE6	XIN_ENG_20030509.0137-CE18
CE2	XIN_ENG_20030509.0137-CE19
CE21	XIN_ENG_20030509.0137-CE20
CE19	XIN_ENG_20030509.0137-CE21
CE7	XIN_ENG_20030509.0137-CE22
CE8	XIN_ENG_20030509.0137-CE23
CE9	XIN_ENG_20030509.0137-CE24
CE1	XIN_ENG_20030509.0137-CE25
CE10	XIN_ENG_20030509.0137-CE26
CE11	XIN_ENG_20030509.0137-CE27
E17	XIN_ENG_20030509.0137-E1
E18	XIN_ENG_20030509.0137-E2
E19	XIN_ENG_20030509.0137-E3
E20	XIN_ENG_20030509.0137-E4
E21	XIN_ENG_20030509.0137-E5
E23	XIN_ENG_20030509.0137-E6
E50	XIN_ENG_20030509.0137-E7
E25	XIN_ENG_20030509.0137-E8
E26	XIN_ENG_20030509.0137-E9
E27	XIN_ENG_20030509.0137-E10
E28	XIN_ENG_20030509.0137-E11
E30	XIN_ENG_20030509.0137-E12
E31	XIN_ENG_20030509.0137-E13
E51	XIN_ENG_20030509.0137-E14
E33	XIN_ENG_20030509.0137-E15
E34	XIN_ENG_20030509.0137-E16
E36	XIN_ENG_20030509.0137-E17
E37	XIN_ENG_20030509.0137-E18
E38	XIN_ENG_20030509.0137-E19
E40	XIN_ENG_20030509.0137-E20
E42	XIN_ENG_20030509.0137-E21
E1	XIN_ENG_20030509.0137-E22
E46	XIN_ENG_20030509.0137-E23
E53	XIN_ENG_20030509.0137-E24
E55	XIN_ENG_20030509.0137-E25
E57	XIN_ENG_20030509.0137-E26
E47	XIN_ENG_20030509.0137-E27
E48	XIN_ENG_20030509.0137-E28
E2	XIN_ENG_20030509.0137-E29
E4	XIN_ENG_20030509.0137-E30
E6	XIN_ENG_20030509.0137-E31
E10	XIN_ENG_20030509.0137-E32
E13	XIN_ENG_20030509.0137-E33
E14	XIN_ENG_20030509.0137-E34
EM1	XIN_ENG_20030509.0137-E22-1
EM15	XIN_ENG_20030509.0137-E2-2
EM12	XIN_ENG_20030509.0137-E1-3
EM16	XIN_ENG_20030509.0137-E3-4
EM18	XIN_ENG_20030509.0137-E4-5
EM17	XIN_ENG_20030509.0137-E3-6
EM19	XIN_ENG_20030509.0137-E5-7
EM21	XIN_ENG_20030509.0137-E6-8
EM20	XIN_ENG_20030509.0137-E5-9
EM22	XIN_ENG_20030509.0137-E34-10
EM46	XIN_ENG_20030509.0137-E7-11
EM24	XIN_ENG_20030509.0137-E5-12
EM25	XIN_ENG_20030509.0137-E8-13
EM26	XIN_ENG_20030509.0137-E9-14
EM27	XIN_ENG_20030509.0137-E31-15
EM28	XIN_ENG_20030509.0137-E10-16
EM29	XIN_ENG_20030509.0137-E31-17
EM30	XIN_ENG_20030509.0137-E11-18
EM31	XIN_ENG_20030509.0137-E12-19
EM11	XIN_ENG_20030509.0137-E14-20
EM32	XIN_ENG_20030509.0137-E13-21
EM6	XIN_ENG_20030509.0137-E24-22
EM34	XIN_ENG_20030509.0137-E15-23
EM36	XIN_ENG_20030509.0137-E16-24
EM35	XIN_ENG_20030509.0137-E15-25
