CE17	APW_ENG_20030520.0081-CE1
CE18	APW_ENG_20030520.0081-CE2
CE3	APW_ENG_20030520.0081-CE3
CE19	APW_ENG_20030520.0081-CE4
CE21	APW_ENG_20030520.0081-CE5
CE22	APW_ENG_20030520.0081-CE6
CE23	APW_ENG_20030520.0081-CE7
CE24	APW_ENG_20030520.0081-CE8
CE25	APW_ENG_20030520.0081-CE9
CE1	APW_ENG_20030520.0081-CE10
CE2	APW_ENG_20030520.0081-CE11
CE20	APW_ENG_20030520.0081-CE12
CE4	APW_ENG_20030520.0081-CE13
CE5	APW_ENG_20030520.0081-CE14
CE6	APW_ENG_20030520.0081-CE15
CE7	APW_ENG_20030520.0081-CE16
CE8	APW_ENG_20030520.0081-CE17
CE9	APW_ENG_20030520.0081-CE18
CE10	APW_ENG_20030520.0081-CE19
CE11	APW_ENG_20030520.0081-CE20
CE12	APW_ENG_20030520.0081-CE21
CE13	APW_ENG_20030520.0081-CE22
CE14	APW_ENG_20030520.0081-CE23
CE15	APW_ENG_20030520.0081-CE24
CE16	APW_ENG_20030520.0081-CE25
E13	APW_ENG_20030520.0081-E1
E14	APW_ENG_20030520.0081-E2
E15	APW_ENG_20030520.0081-E3
E17	APW_ENG_20030520.0081-E4
E18	APW_ENG_20030520.0081-E5
E19	APW_ENG_20030520.0081-E6
E20	APW_ENG_20030520.0081-E7
E21	APW_ENG_20030520.0081-E8
E22	APW_ENG_20030520.0081-E9
E23	APW_ENG_20030520.0081-E10
E24	APW_ENG_20030520.0081-E11
E26	APW_ENG_20030520.0081-E12
E27	APW_ENG_20030520.0081-E13
E29	APW_ENG_20030520.0081-E14
E31	APW_ENG_20030520.0081-E15
E1	APW_ENG_20030520.0081-E16
E32	APW_ENG_20030520.0081-E17
E34	APW_ENG_20030520.0081-E18
E2	APW_ENG_20030520.0081-E19
E3	APW_ENG_20030520.0081-E20
E4	APW_ENG_20030520.0081-E21
E5	APW_ENG_20030520.0081-E22
E6	APW_ENG_20030520.0081-E23
E7	APW_ENG_20030520.0081-E24
E8	APW_ENG_20030520.0081-E25
E9	APW_ENG_20030520.0081-E26
E10	APW_ENG_20030520.0081-E27
E11	APW_ENG_20030520.0081-E28
E12	APW_ENG_20030520.0081-E29
EM1	APW_ENG_20030520.0081-E16-1
EM20	APW_ENG_20030520.0081-E27-2
EM22	APW_ENG_20030520.0081-E24-3
EM23	APW_ENG_20030520.0081-E1-4
EM24	APW_ENG_20030520.0081-E2-5
EM25	APW_ENG_20030520.0081-E24-6
EM26	APW_ENG_20030520.0081-E26-7
EM27	APW_ENG_20030520.0081-E3-8
EM28	APW_ENG_20030520.0081-E4-9
EM29	APW_ENG_20030520.0081-E5-10
EM30	APW_ENG_20030520.0081-E6-11
EM31	APW_ENG_20030520.0081-E7-12
EM32	APW_ENG_20030520.0081-E8-13
EM34	APW_ENG_20030520.0081-E2-14
EM35	APW_ENG_20030520.0081-E29-15
EM37	APW_ENG_20030520.0081-E5-16
EM38	APW_ENG_20030520.0081-E25-17
EM39	APW_ENG_20030520.0081-E9-18
EM40	APW_ENG_20030520.0081-E21-19
EM41	APW_ENG_20030520.0081-E10-20
EM42	APW_ENG_20030520.0081-E11-21
EM44	APW_ENG_20030520.0081-E12-22
EM45	APW_ENG_20030520.0081-E13-23
EM46	APW_ENG_20030520.0081-E14-24
EM47	APW_ENG_20030520.0081-E15-25
EM48	APW_ENG_20030520.0081-E19-26
EM36	APW_ENG_20030520.0081-E17-27
EM43	APW_ENG_20030520.0081-E18-28
EM33	APW_ENG_20030520.0081-E21-29
EM18	APW_ENG_20030520.0081-E24-30
EM21	APW_ENG_20030520.0081-E24-31
EM2	APW_ENG_20030520.0081-E19-32
EM3	APW_ENG_20030520.0081-E20-33
EM4	APW_ENG_20030520.0081-E21-34
EM5	APW_ENG_20030520.0081-E22-35
EM6	APW_ENG_20030520.0081-E23-36
EM7	APW_ENG_20030520.0081-E16-37
EM8	APW_ENG_20030520.0081-E24-38
EM9	APW_ENG_20030520.0081-E25-39
EM10	APW_ENG_20030520.0081-E26-40
EM11	APW_ENG_20030520.0081-E26-41
EM12	APW_ENG_20030520.0081-E27-42
EM13	APW_ENG_20030520.0081-E21-43
EM14	APW_ENG_20030520.0081-E28-44
EM15	APW_ENG_20030520.0081-E28-45
EM16	APW_ENG_20030520.0081-E21-46
EM17	APW_ENG_20030520.0081-E29-47
EM19	APW_ENG_20030520.0081-E24-48
R10	APW_ENG_20030520.0081-R1
R1	APW_ENG_20030520.0081-R2
R2	APW_ENG_20030520.0081-R3
R3	APW_ENG_20030520.0081-R4
R4	APW_ENG_20030520.0081-R5
R5	APW_ENG_20030520.0081-R6
R6	APW_ENG_20030520.0081-R7
R7	APW_ENG_20030520.0081-R8
R8	APW_ENG_20030520.0081-R9
R9	APW_ENG_20030520.0081-R10
R11	APW_ENG_20030520.0081-R11
R12	APW_ENG_20030520.0081-R12
R13	APW_ENG_20030520.0081-R13
R14	APW_ENG_20030520.0081-R14
R15	APW_ENG_20030520.0081-R15
R16	APW_ENG_20030520.0081-R16
RM10	APW_ENG_20030520.0081-R1-1
RM1	APW_ENG_20030520.0081-R2-1
RM2	APW_ENG_20030520.0081-R3-1
RM3	APW_ENG_20030520.0081-R4-1
RM4	APW_ENG_20030520.0081-R5-1
RM5	APW_ENG_20030520.0081-R6-1
RM6	APW_ENG_20030520.0081-R7-1
RM7	APW_ENG_20030520.0081-R8-1
RM8	APW_ENG_20030520.0081-R9-1
RM9	APW_ENG_20030520.0081-R10-1
RM11	APW_ENG_20030520.0081-R11-1
RM12	APW_ENG_20030520.0081-R12-1
RM13	APW_ENG_20030520.0081-R13-1
RM14	APW_ENG_20030520.0081-R14-1
