CE11	XIN_ENG_20030624.0085-CE1
CE12	XIN_ENG_20030624.0085-CE2
CE1	XIN_ENG_20030624.0085-CE3
CE13	XIN_ENG_20030624.0085-CE4
CE14	XIN_ENG_20030624.0085-CE5
CE15	XIN_ENG_20030624.0085-CE6
CE4	XIN_ENG_20030624.0085-CE7
CE5	XIN_ENG_20030624.0085-CE8
CE6	XIN_ENG_20030624.0085-CE9
CE7	XIN_ENG_20030624.0085-CE10
CE2	XIN_ENG_20030624.0085-CE11
CE3	XIN_ENG_20030624.0085-CE12
CE8	XIN_ENG_20030624.0085-CE13
CE9	XIN_ENG_20030624.0085-CE14
CE10	XIN_ENG_20030624.0085-CE15
E14	XIN_ENG_20030624.0085-E1
E16	XIN_ENG_20030624.0085-E2
E19	XIN_ENG_20030624.0085-E3
E20	XIN_ENG_20030624.0085-E4
E21	XIN_ENG_20030624.0085-E5
E22	XIN_ENG_20030624.0085-E6
E23	XIN_ENG_20030624.0085-E7
E1	XIN_ENG_20030624.0085-E8
E2	XIN_ENG_20030624.0085-E9
E3	XIN_ENG_20030624.0085-E10
E4	XIN_ENG_20030624.0085-E11
E6	XIN_ENG_20030624.0085-E12
E7	XIN_ENG_20030624.0085-E13
E8	XIN_ENG_20030624.0085-E14
E9	XIN_ENG_20030624.0085-E15
E11	XIN_ENG_20030624.0085-E16
E13	XIN_ENG_20030624.0085-E17
EM3	XIN_ENG_20030624.0085-E8-1
EM14	XIN_ENG_20030624.0085-E11-2
EM15	XIN_ENG_20030624.0085-E9-3
EM16	XIN_ENG_20030624.0085-E1-4
EM17	XIN_ENG_20030624.0085-E11-5
EM18	XIN_ENG_20030624.0085-E2-6
EM19	XIN_ENG_20030624.0085-E3-7
EM20	XIN_ENG_20030624.0085-E4-8
EM21	XIN_ENG_20030624.0085-E4-9
EM22	XIN_ENG_20030624.0085-E5-10
EM23	XIN_ENG_20030624.0085-E6-11
EM24	XIN_ENG_20030624.0085-E17-12
EM25	XIN_ENG_20030624.0085-E7-13
EM26	XIN_ENG_20030624.0085-E6-14
EM27	XIN_ENG_20030624.0085-E7-15
EM28	XIN_ENG_20030624.0085-E7-16
EM5	XIN_ENG_20030624.0085-E11-17
EM4	XIN_ENG_20030624.0085-E9-18
EM6	XIN_ENG_20030624.0085-E10-19
EM9	XIN_ENG_20030624.0085-E11-20
EM1	XIN_ENG_20030624.0085-E12-21
EM2	XIN_ENG_20030624.0085-E13-22
EM7	XIN_ENG_20030624.0085-E14-23
EM8	XIN_ENG_20030624.0085-E15-24
EM10	XIN_ENG_20030624.0085-E16-25
EM11	XIN_ENG_20030624.0085-E17-26
EM12	XIN_ENG_20030624.0085-E9-27
EM13	XIN_ENG_20030624.0085-E1-28
R9	XIN_ENG_20030624.0085-R1
R10	XIN_ENG_20030624.0085-R2
R11	XIN_ENG_20030624.0085-R3
R12	XIN_ENG_20030624.0085-R4
R13	XIN_ENG_20030624.0085-R5
R5	XIN_ENG_20030624.0085-R6
R5	XIN_ENG_20030624.0085-R7
RM2	XIN_ENG_20030624.0085-R2-1
RM3	XIN_ENG_20030624.0085-R3-1
RM5	XIN_ENG_20030624.0085-R6-1
RM6	XIN_ENG_20030624.0085-R6-2
RM8	XIN_ENG_20030624.0085-R4-1
RM4	XIN_ENG_20030624.0085-R5-1
RM1	XIN_ENG_20030624.0085-R1-1
Q1	XIN_ENG_20030624.0085-T1
Q2	XIN_ENG_20030624.0085-T2
Q3	XIN_ENG_20030624.0085-T3
Q4	XIN_ENG_20030624.0085-T4
Q5	XIN_ENG_20030624.0085-T5
Q6	XIN_ENG_20030624.0085-V1
Q7	XIN_ENG_20030624.0085-V2
Q8	XIN_ENG_20030624.0085-T6
Q10	XIN_ENG_20030624.0085-V3
Q11	XIN_ENG_20030624.0085-T7
QM6	XIN_ENG_20030624.0085-V1-1
QM7	XIN_ENG_20030624.0085-V2-1
QM10	XIN_ENG_20030624.0085-V3-1
