CE10	AFP_ENG_20030617.0846-CE1
CE11	AFP_ENG_20030617.0846-CE2
CE3	AFP_ENG_20030617.0846-CE3
CE13	AFP_ENG_20030617.0846-CE4
CE2	AFP_ENG_20030617.0846-CE5
CE14	AFP_ENG_20030617.0846-CE6
CE1	AFP_ENG_20030617.0846-CE7
CE15	AFP_ENG_20030617.0846-CE8
CE16	AFP_ENG_20030617.0846-CE9
CE17	AFP_ENG_20030617.0846-CE10
CE18	AFP_ENG_20030617.0846-CE11
CE19	AFP_ENG_20030617.0846-CE12
CE12	AFP_ENG_20030617.0846-CE13
CE4	AFP_ENG_20030617.0846-CE14
CE5	AFP_ENG_20030617.0846-CE15
CE6	AFP_ENG_20030617.0846-CE16
CE7	AFP_ENG_20030617.0846-CE17
CE8	AFP_ENG_20030617.0846-CE18
CE9	AFP_ENG_20030617.0846-CE19
E13	AFP_ENG_20030617.0846-E1
E14	AFP_ENG_20030617.0846-E2
E15	AFP_ENG_20030617.0846-E3
E16	AFP_ENG_20030617.0846-E4
E18	AFP_ENG_20030617.0846-E5
E20	AFP_ENG_20030617.0846-E6
E22	AFP_ENG_20030617.0846-E7
E23	AFP_ENG_20030617.0846-E8
E24	AFP_ENG_20030617.0846-E9
E26	AFP_ENG_20030617.0846-E10
E27	AFP_ENG_20030617.0846-E11
E28	AFP_ENG_20030617.0846-E12
E29	AFP_ENG_20030617.0846-E13
E30	AFP_ENG_20030617.0846-E14
E31	AFP_ENG_20030617.0846-E15
E32	AFP_ENG_20030617.0846-E16
E34	AFP_ENG_20030617.0846-E17
E35	AFP_ENG_20030617.0846-E18
E36	AFP_ENG_20030617.0846-E19
E38	AFP_ENG_20030617.0846-E20
E1	AFP_ENG_20030617.0846-E21
E41	AFP_ENG_20030617.0846-E22
E2	AFP_ENG_20030617.0846-E23
E3	AFP_ENG_20030617.0846-E24
E4	AFP_ENG_20030617.0846-E25
E5	AFP_ENG_20030617.0846-E26
E6	AFP_ENG_20030617.0846-E27
E7	AFP_ENG_20030617.0846-E28
E8	AFP_ENG_20030617.0846-E29
E11	AFP_ENG_20030617.0846-E30
E12	AFP_ENG_20030617.0846-E31
EM1	AFP_ENG_20030617.0846-E21-1
EM20	AFP_ENG_20030617.0846-E1-2
EM21	AFP_ENG_20030617.0846-E1-3
EM22	AFP_ENG_20030617.0846-E2-4
EM23	AFP_ENG_20030617.0846-E3-5
EM24	AFP_ENG_20030617.0846-E3-6
EM25	AFP_ENG_20030617.0846-E4-7
EM26	AFP_ENG_20030617.0846-E29-8
EM27	AFP_ENG_20030617.0846-E5-9
EM29	AFP_ENG_20030617.0846-E6-10
EM30	AFP_ENG_20030617.0846-E24-11
EM31	AFP_ENG_20030617.0846-E7-12
EM32	AFP_ENG_20030617.0846-E8-13
EM33	AFP_ENG_20030617.0846-E9-14
EM34	AFP_ENG_20030617.0846-E10-15
EM35	AFP_ENG_20030617.0846-E11-16
EM36	AFP_ENG_20030617.0846-E26-17
EM37	AFP_ENG_20030617.0846-E12-18
EM38	AFP_ENG_20030617.0846-E26-19
EM39	AFP_ENG_20030617.0846-E13-20
EM40	AFP_ENG_20030617.0846-E13-21
EM41	AFP_ENG_20030617.0846-E14-22
EM42	AFP_ENG_20030617.0846-E15-23
EM28	AFP_ENG_20030617.0846-E20-24
EM43	AFP_ENG_20030617.0846-E26-25
EM44	AFP_ENG_20030617.0846-E26-26
EM45	AFP_ENG_20030617.0846-E16-27
EM46	AFP_ENG_20030617.0846-E16-28
EM49	AFP_ENG_20030617.0846-E17-29
EM50	AFP_ENG_20030617.0846-E18-30
EM52	AFP_ENG_20030617.0846-E26-31
EM53	AFP_ENG_20030617.0846-E19-32
EM11	AFP_ENG_20030617.0846-E22-33
EM15	AFP_ENG_20030617.0846-E26-34
EM47	AFP_ENG_20030617.0846-E16-35
EM48	AFP_ENG_20030617.0846-E26-36
EM51	AFP_ENG_20030617.0846-E26-37
EM2	AFP_ENG_20030617.0846-E23-38
EM3	AFP_ENG_20030617.0846-E24-39
EM4	AFP_ENG_20030617.0846-E25-40
EM5	AFP_ENG_20030617.0846-E24-41
EM6	AFP_ENG_20030617.0846-E26-42
EM7	AFP_ENG_20030617.0846-E26-43
EM8	AFP_ENG_20030617.0846-E27-44
EM9	AFP_ENG_20030617.0846-E28-45
EM10	AFP_ENG_20030617.0846-E29-46
EM12	AFP_ENG_20030617.0846-E24-47
EM13	AFP_ENG_20030617.0846-E30-48
EM14	AFP_ENG_20030617.0846-E31-49
EM16	AFP_ENG_20030617.0846-E26-50
EM17	AFP_ENG_20030617.0846-E24-51
EM18	AFP_ENG_20030617.0846-E29-52
EM19	AFP_ENG_20030617.0846-E29-53
R1	AFP_ENG_20030617.0846-R1
