CE10	AFP_ENG_20030401.0476-CE1
CE11	AFP_ENG_20030401.0476-CE2
CE12	AFP_ENG_20030401.0476-CE3
CE14	AFP_ENG_20030401.0476-CE4
CE15	AFP_ENG_20030401.0476-CE5
CE16	AFP_ENG_20030401.0476-CE6
CE17	AFP_ENG_20030401.0476-CE7
CE18	AFP_ENG_20030401.0476-CE8
CE1	AFP_ENG_20030401.0476-CE9
CE5	AFP_ENG_20030401.0476-CE10
CE13	AFP_ENG_20030401.0476-CE11
CE2	AFP_ENG_20030401.0476-CE12
CE3	AFP_ENG_20030401.0476-CE13
CE4	AFP_ENG_20030401.0476-CE14
CE6	AFP_ENG_20030401.0476-CE15
CE7	AFP_ENG_20030401.0476-CE16
CE8	AFP_ENG_20030401.0476-CE17
CE9	AFP_ENG_20030401.0476-CE18
E16	AFP_ENG_20030401.0476-E1
E18	AFP_ENG_20030401.0476-E2
E19	AFP_ENG_20030401.0476-E3
E21	AFP_ENG_20030401.0476-E4
E22	AFP_ENG_20030401.0476-E5
E24	AFP_ENG_20030401.0476-E6
E25	AFP_ENG_20030401.0476-E7
E29	AFP_ENG_20030401.0476-E8
E30	AFP_ENG_20030401.0476-E9
E31	AFP_ENG_20030401.0476-E10
E32	AFP_ENG_20030401.0476-E11
E33	AFP_ENG_20030401.0476-E12
E35	AFP_ENG_20030401.0476-E13
E1	AFP_ENG_20030401.0476-E14
E36	AFP_ENG_20030401.0476-E15
E37	AFP_ENG_20030401.0476-E16
E39	AFP_ENG_20030401.0476-E17
E40	AFP_ENG_20030401.0476-E18
E2	AFP_ENG_20030401.0476-E19
E3	AFP_ENG_20030401.0476-E20
E4	AFP_ENG_20030401.0476-E21
E5	AFP_ENG_20030401.0476-E22
E6	AFP_ENG_20030401.0476-E23
E7	AFP_ENG_20030401.0476-E24
E8	AFP_ENG_20030401.0476-E25
E9	AFP_ENG_20030401.0476-E26
E11	AFP_ENG_20030401.0476-E27
E13	AFP_ENG_20030401.0476-E28
E14	AFP_ENG_20030401.0476-E29
E15	AFP_ENG_20030401.0476-E30
EM1	AFP_ENG_20030401.0476-E14-1
EM18	AFP_ENG_20030401.0476-E30-2
EM20	AFP_ENG_20030401.0476-E2-3
