CE17	APW_ENG_20030513.0139-CE1
CE18	APW_ENG_20030513.0139-CE2
CE3	APW_ENG_20030513.0139-CE3
CE20	APW_ENG_20030513.0139-CE4
CE21	APW_ENG_20030513.0139-CE5
CE22	APW_ENG_20030513.0139-CE6
CE23	APW_ENG_20030513.0139-CE7
CE1	APW_ENG_20030513.0139-CE8
CE25	APW_ENG_20030513.0139-CE9
CE26	APW_ENG_20030513.0139-CE10
CE27	APW_ENG_20030513.0139-CE11
CE28	APW_ENG_20030513.0139-CE12
CE29	APW_ENG_20030513.0139-CE13
CE30	APW_ENG_20030513.0139-CE14
CE31	APW_ENG_20030513.0139-CE15
CE32	APW_ENG_20030513.0139-CE16
CE8	APW_ENG_20030513.0139-CE17
CE33	APW_ENG_20030513.0139-CE18
CE35	APW_ENG_20030513.0139-CE19
CE36	APW_ENG_20030513.0139-CE20
CE37	APW_ENG_20030513.0139-CE21
CE38	APW_ENG_20030513.0139-CE22
CE41	APW_ENG_20030513.0139-CE23
CE42	APW_ENG_20030513.0139-CE24
CE43	APW_ENG_20030513.0139-CE25
CE15	APW_ENG_20030513.0139-CE26
CE44	APW_ENG_20030513.0139-CE27
CE45	APW_ENG_20030513.0139-CE28
CE46	APW_ENG_20030513.0139-CE29
CE7	APW_ENG_20030513.0139-CE30
CE9	APW_ENG_20030513.0139-CE31
CE14	APW_ENG_20030513.0139-CE32
CE19	APW_ENG_20030513.0139-CE33
CE10	APW_ENG_20030513.0139-CE34
CE34	APW_ENG_20030513.0139-CE35
CE40	APW_ENG_20030513.0139-CE36
CE47	APW_ENG_20030513.0139-CE37
CE16	APW_ENG_20030513.0139-CE38
CE24	APW_ENG_20030513.0139-CE39
CE39	APW_ENG_20030513.0139-CE40
CE11	APW_ENG_20030513.0139-CE41
CE4	APW_ENG_20030513.0139-CE42
CE5	APW_ENG_20030513.0139-CE43
CE6	APW_ENG_20030513.0139-CE44
CE12	APW_ENG_20030513.0139-CE45
CE13	APW_ENG_20030513.0139-CE46
CE2	APW_ENG_20030513.0139-CE47
E16	APW_ENG_20030513.0139-E1
E17	APW_ENG_20030513.0139-E2
E18	APW_ENG_20030513.0139-E3
E19	APW_ENG_20030513.0139-E4
E20	APW_ENG_20030513.0139-E5
E24	APW_ENG_20030513.0139-E6
E26	APW_ENG_20030513.0139-E7
E27	APW_ENG_20030513.0139-E8
E28	APW_ENG_20030513.0139-E9
E30	APW_ENG_20030513.0139-E10
E31	APW_ENG_20030513.0139-E11
E32	APW_ENG_20030513.0139-E12
E33	APW_ENG_20030513.0139-E13
E34	APW_ENG_20030513.0139-E14
E36	APW_ENG_20030513.0139-E15
E37	APW_ENG_20030513.0139-E16
E38	APW_ENG_20030513.0139-E17
E39	APW_ENG_20030513.0139-E18
E1	APW_ENG_20030513.0139-E19
E40	APW_ENG_20030513.0139-E20
E43	APW_ENG_20030513.0139-E21
E44	APW_ENG_20030513.0139-E22
E46	APW_ENG_20030513.0139-E23
E47	APW_ENG_20030513.0139-E24
E48	APW_ENG_20030513.0139-E25
E49	APW_ENG_20030513.0139-E26
E50	APW_ENG_20030513.0139-E27
E51	APW_ENG_20030513.0139-E28
E52	APW_ENG_20030513.0139-E29
E53	APW_ENG_20030513.0139-E30
E54	APW_ENG_20030513.0139-E31
E55	APW_ENG_20030513.0139-E32
E58	APW_ENG_20030513.0139-E33
E59	APW_ENG_20030513.0139-E34
E60	APW_ENG_20030513.0139-E35
E61	APW_ENG_20030513.0139-E36
E62	APW_ENG_20030513.0139-E37
E63	APW_ENG_20030513.0139-E38
E64	APW_ENG_20030513.0139-E39
E66	APW_ENG_20030513.0139-E40
E67	APW_ENG_20030513.0139-E41
E68	APW_ENG_20030513.0139-E42
E73	APW_ENG_20030513.0139-E43
E79	APW_ENG_20030513.0139-E44
E80	APW_ENG_20030513.0139-E45
E81	APW_ENG_20030513.0139-E46
E82	APW_ENG_20030513.0139-E47
E83	APW_ENG_20030513.0139-E48
E84	APW_ENG_20030513.0139-E49
E86	APW_ENG_20030513.0139-E50
E115	APW_ENG_20030513.0139-E51
E2	APW_ENG_20030513.0139-E52
E92	APW_ENG_20030513.0139-E53
E93	APW_ENG_20030513.0139-E54
E94	APW_ENG_20030513.0139-E55
E95	APW_ENG_20030513.0139-E56
E96	APW_ENG_20030513.0139-E57
E97	APW_ENG_20030513.0139-E58
E98	APW_ENG_20030513.0139-E59
E99	APW_ENG_20030513.0139-E60
E100	APW_ENG_20030513.0139-E61
E101	APW_ENG_20030513.0139-E62
E102	APW_ENG_20030513.0139-E63
E103	APW_ENG_20030513.0139-E64
E105	APW_ENG_20030513.0139-E65
E106	APW_ENG_20030513.0139-E66
E107	APW_ENG_20030513.0139-E67
E117	APW_ENG_20030513.0139-E68
E109	APW_ENG_20030513.0139-E69
E110	APW_ENG_20030513.0139-E70
E3	APW_ENG_20030513.0139-E71
E123	APW_ENG_20030513.0139-E72
E127	APW_ENG_20030513.0139-E73
E131	APW_ENG_20030513.0139-E74
E132	APW_ENG_20030513.0139-E75
E133	APW_ENG_20030513.0139-E76
E134	APW_ENG_20030513.0139-E77
E135	APW_ENG_20030513.0139-E78
E136	APW_ENG_20030513.0139-E79
E137	APW_ENG_20030513.0139-E80
E4	APW_ENG_20030513.0139-E81
E5	APW_ENG_20030513.0139-E82
E111	APW_ENG_20030513.0139-E83
E7	APW_ENG_20030513.0139-E84
E8	APW_ENG_20030513.0139-E85
E9	APW_ENG_20030513.0139-E86
E10	APW_ENG_20030513.0139-E87
E11	APW_ENG_20030513.0139-E88
E13	APW_ENG_20030513.0139-E89
EM4	APW_ENG_20030513.0139-E19-1
EM23	APW_ENG_20030513.0139-E86-2
EM24	APW_ENG_20030513.0139-E2-3
EM25	APW_ENG_20030513.0139-E3-4
EM26	APW_ENG_20030513.0139-E4-5
EM27	APW_ENG_20030513.0139-E52-6
EM28	APW_ENG_20030513.0139-E84-7
EM29	APW_ENG_20030513.0139-E88-8
EM30	APW_ENG_20030513.0139-E5-9
EM32	APW_ENG_20030513.0139-E81-10
EM33	APW_ENG_20030513.0139-E6-11
EM35	APW_ENG_20030513.0139-E7-12
EM37	APW_ENG_20030513.0139-E88-13
EM38	APW_ENG_20030513.0139-E8-14
EM39	APW_ENG_20030513.0139-E8-15
EM41	APW_ENG_20030513.0139-E9-16
EM43	APW_ENG_20030513.0139-E10-17
EM44	APW_ENG_20030513.0139-E11-18
