CE12	CTV20001022.1430.0459-CE1
CE13	CTV20001022.1430.0459-CE2
CE14	CTV20001022.1430.0459-CE3
CE15	CTV20001022.1430.0459-CE4
CE16	CTV20001022.1430.0459-CE5
CE17	CTV20001022.1430.0459-CE6
CE18	CTV20001022.1430.0459-CE7
CE19	CTV20001022.1430.0459-CE8
CE20	CTV20001022.1430.0459-CE9
CE21	CTV20001022.1430.0459-CE10
CE22	CTV20001022.1430.0459-CE11
CE23	CTV20001022.1430.0459-CE12
CE24	CTV20001022.1430.0459-CE13
CE25	CTV20001022.1430.0459-CE14
CE26	CTV20001022.1430.0459-CE15
CE27	CTV20001022.1430.0459-CE16
CE29	CTV20001022.1430.0459-CE17
CE30	CTV20001022.1430.0459-CE18
CE31	CTV20001022.1430.0459-CE19
CE1	CTV20001022.1430.0459-CE20
CE2	CTV20001022.1430.0459-CE21
CE3	CTV20001022.1430.0459-CE22
CE4	CTV20001022.1430.0459-CE23
CE5	CTV20001022.1430.0459-CE24
CE6	CTV20001022.1430.0459-CE25
CE7	CTV20001022.1430.0459-CE26
CE8	CTV20001022.1430.0459-CE27
CE9	CTV20001022.1430.0459-CE28
CE10	CTV20001022.1430.0459-CE29
CE11	CTV20001022.1430.0459-CE30
E12	CTV20001022.1430.0459-E1
E13	CTV20001022.1430.0459-E2
E14	CTV20001022.1430.0459-E3
E15	CTV20001022.1430.0459-E4
E16	CTV20001022.1430.0459-E5
E17	CTV20001022.1430.0459-E6
E18	CTV20001022.1430.0459-E7
E19	CTV20001022.1430.0459-E8
E20	CTV20001022.1430.0459-E9
E21	CTV20001022.1430.0459-E10
E22	CTV20001022.1430.0459-E11
E23	CTV20001022.1430.0459-E12
E24	CTV20001022.1430.0459-E13
E25	CTV20001022.1430.0459-E14
E26	CTV20001022.1430.0459-E15
E27	CTV20001022.1430.0459-E16
E28	CTV20001022.1430.0459-E17
E1	CTV20001022.1430.0459-E18
E30	CTV20001022.1430.0459-E19
E31	CTV20001022.1430.0459-E20
E32	CTV20001022.1430.0459-E21
E2	CTV20001022.1430.0459-E22
E3	CTV20001022.1430.0459-E23
E4	CTV20001022.1430.0459-E24
E5	CTV20001022.1430.0459-E25
E6	CTV20001022.1430.0459-E26
E7	CTV20001022.1430.0459-E27
E8	CTV20001022.1430.0459-E28
E9	CTV20001022.1430.0459-E29
E10	CTV20001022.1430.0459-E30
E11	CTV20001022.1430.0459-E31
EM1	CTV20001022.1430.0459-E18-1
EM20	CTV20001022.1430.0459-E18-2
EM21	CTV20001022.1430.0459-E1-3
EM22	CTV20001022.1430.0459-E2-4
EM23	CTV20001022.1430.0459-E26-5
EM24	CTV20001022.1430.0459-E18-6
EM25	CTV20001022.1430.0459-E22-7
EM26	CTV20001022.1430.0459-E18-8
EM27	CTV20001022.1430.0459-E27-9
EM28	CTV20001022.1430.0459-E3-10
EM29	CTV20001022.1430.0459-E4-11
EM30	CTV20001022.1430.0459-E1-12
