CE10	CTS20001117.1300.0048-CE1
CE11	CTS20001117.1300.0048-CE2
CE12	CTS20001117.1300.0048-CE3
CE13	CTS20001117.1300.0048-CE4
CE14	CTS20001117.1300.0048-CE5
CE16	CTS20001117.1300.0048-CE6
CE17	CTS20001117.1300.0048-CE7
CE18	CTS20001117.1300.0048-CE8
CE19	CTS20001117.1300.0048-CE9
CE20	CTS20001117.1300.0048-CE10
CE21	CTS20001117.1300.0048-CE11
CE22	CTS20001117.1300.0048-CE12
CE23	CTS20001117.1300.0048-CE13
CE24	CTS20001117.1300.0048-CE14
CE1	CTS20001117.1300.0048-CE15
CE2	CTS20001117.1300.0048-CE16
CE3	CTS20001117.1300.0048-CE17
CE4	CTS20001117.1300.0048-CE18
CE5	CTS20001117.1300.0048-CE19
CE6	CTS20001117.1300.0048-CE20
CE7	CTS20001117.1300.0048-CE21
CE8	CTS20001117.1300.0048-CE22
E11	CTS20001117.1300.0048-E1
E12	CTS20001117.1300.0048-E2
E13	CTS20001117.1300.0048-E3
E14	CTS20001117.1300.0048-E4
E15	CTS20001117.1300.0048-E5
E16	CTS20001117.1300.0048-E6
E18	CTS20001117.1300.0048-E7
E19	CTS20001117.1300.0048-E8
E20	CTS20001117.1300.0048-E9
E21	CTS20001117.1300.0048-E10
E22	CTS20001117.1300.0048-E11
E23	CTS20001117.1300.0048-E12
E24	CTS20001117.1300.0048-E13
E25	CTS20001117.1300.0048-E14
E26	CTS20001117.1300.0048-E15
E1	CTS20001117.1300.0048-E16
E2	CTS20001117.1300.0048-E17
E3	CTS20001117.1300.0048-E18
E4	CTS20001117.1300.0048-E19
E5	CTS20001117.1300.0048-E20
E6	CTS20001117.1300.0048-E21
E7	CTS20001117.1300.0048-E22
E8	CTS20001117.1300.0048-E23
E9	CTS20001117.1300.0048-E24
EM1	CTS20001117.1300.0048-E16-1
EM18	CTS20001117.1300.0048-E18-2
EM19	CTS20001117.1300.0048-E18-3
EM20	CTS20001117.1300.0048-E1-4
EM21	CTS20001117.1300.0048-E2-5
EM22	CTS20001117.1300.0048-E3-6
EM23	CTS20001117.1300.0048-E4-7
EM24	CTS20001117.1300.0048-E5-8
EM25	CTS20001117.1300.0048-E3-9
EM26	CTS20001117.1300.0048-E18-10
EM27	CTS20001117.1300.0048-E18-11
EM28	CTS20001117.1300.0048-E16-12
EM29	CTS20001117.1300.0048-E6-13
EM31	CTS20001117.1300.0048-E22-14
EM33	CTS20001117.1300.0048-E6-15
EM34	CTS20001117.1300.0048-E23-16
EM35	CTS20001117.1300.0048-E16-17
EM36	CTS20001117.1300.0048-E22-18
EM37	CTS20001117.1300.0048-E6-19
EM38	CTS20001117.1300.0048-E23-20
EM39	CTS20001117.1300.0048-E7-21
EM40	CTS20001117.1300.0048-E8-22
EM41	CTS20001117.1300.0048-E9-23
EM42	CTS20001117.1300.0048-E9-24
EM43	CTS20001117.1300.0048-E10-25
EM44	CTS20001117.1300.0048-E18-26
EM45	CTS20001117.1300.0048-E18-27
EM46	CTS20001117.1300.0048-E18-28
EM47	CTS20001117.1300.0048-E22-29
EM48	CTS20001117.1300.0048-E22-30
EM49	CTS20001117.1300.0048-E22-31
EM50	CTS20001117.1300.0048-E22-32
EM51	CTS20001117.1300.0048-E16-33
EM52	CTS20001117.1300.0048-E11-34
EM53	CTS20001117.1300.0048-E11-35
EM54	CTS20001117.1300.0048-E16-36
EM55	CTS20001117.1300.0048-E12-37
EM56	CTS20001117.1300.0048-E13-38
EM57	CTS20001117.1300.0048-E11-39
EM58	CTS20001117.1300.0048-E16-40
EM59	CTS20001117.1300.0048-E14-41
EM60	CTS20001117.1300.0048-E14-42
EM61	CTS20001117.1300.0048-E15-43
EM62	CTS20001117.1300.0048-E18-44
EM63	CTS20001117.1300.0048-E16-45
EM65	CTS20001117.1300.0048-E23-46
EM2	CTS20001117.1300.0048-E17-47
EM3	CTS20001117.1300.0048-E18-48
EM4	CTS20001117.1300.0048-E18-49
EM5	CTS20001117.1300.0048-E18-50
EM6	CTS20001117.1300.0048-E19-51
EM7	CTS20001117.1300.0048-E20-52
EM8	CTS20001117.1300.0048-E18-53
EM9	CTS20001117.1300.0048-E21-54
EM10	CTS20001117.1300.0048-E18-55
EM11	CTS20001117.1300.0048-E22-56
EM12	CTS20001117.1300.0048-E22-57
EM13	CTS20001117.1300.0048-E23-58
EM14	CTS20001117.1300.0048-E23-59
EM15	CTS20001117.1300.0048-E23-60
EM16	CTS20001117.1300.0048-E24-61
R1	CTS20001117.1300.0048-R1
R2	CTS20001117.1300.0048-R2
R3	CTS20001117.1300.0048-R3
R4	CTS20001117.1300.0048-R4
R5	CTS20001117.1300.0048-R5
R6	CTS20001117.1300.0048-R6
R7	CTS20001117.1300.0048-R7
R8	CTS20001117.1300.0048-R8
R9	CTS20001117.1300.0048-R9
RM1	CTS20001117.1300.0048-R1-1
RM3	CTS20001117.1300.0048-R2-1
RM4	CTS20001117.1300.0048-R3-1
RM5	CTS20001117.1300.0048-R2-2
RM6	CTS20001117.1300.0048-R5-1
RM7	CTS20001117.1300.0048-R6-1
RM8	CTS20001117.1300.0048-R7-1
RM9	CTS20001117.1300.0048-R7-2
RM10	CTS20001117.1300.0048-R7-3
Q5	CTS20001117.1300.0048-T1
Q1	CTS20001117.1300.0048-T2
Q2	CTS20001117.1300.0048-T3
Q3	CTS20001117.1300.0048-T4
Q4	CTS20001117.1300.0048-T5
