CE1	CTS20001125.1300.0727-CE1
CE2	CTS20001125.1300.0727-CE2
CE3	CTS20001125.1300.0727-CE3
CE4	CTS20001125.1300.0727-CE4
CE5	CTS20001125.1300.0727-CE5
CE6	CTS20001125.1300.0727-CE6
CE7	CTS20001125.1300.0727-CE7
CE8	CTS20001125.1300.0727-CE8
E1	CTS20001125.1300.0727-E1
E2	CTS20001125.1300.0727-E2
E3	CTS20001125.1300.0727-E3
E4	CTS20001125.1300.0727-E4
E5	CTS20001125.1300.0727-E5
E6	CTS20001125.1300.0727-E6
E7	CTS20001125.1300.0727-E7
E8	CTS20001125.1300.0727-E8
EM1	CTS20001125.1300.0727-E1-1
EM2	CTS20001125.1300.0727-E2-2
EM3	CTS20001125.1300.0727-E3-3
EM4	CTS20001125.1300.0727-E3-4
EM5	CTS20001125.1300.0727-E4-5
EM6	CTS20001125.1300.0727-E5-6
EM7	CTS20001125.1300.0727-E6-7
EM8	CTS20001125.1300.0727-E7-8
EM9	CTS20001125.1300.0727-E8-9
R1	CTS20001125.1300.0727-R1
R2	CTS20001125.1300.0727-R2
R3	CTS20001125.1300.0727-R3
RM1	CTS20001125.1300.0727-R1-1
RM2	CTS20001125.1300.0727-R2-1
RM3	CTS20001125.1300.0727-R3-1
V1	CTS20001125.1300.0727-EV1
V2	CTS20001125.1300.0727-EV2
VM1	CTS20001125.1300.0727-EV1-1
VM3	CTS20001125.1300.0727-EV2-1
Q1	CTS20001125.1300.0727-T1
Q2	CTS20001125.1300.0727-T2
