CE8	CNR20001225.1700.0801-CE1
CE9	CNR20001225.1700.0801-CE2
CE10	CNR20001225.1700.0801-CE3
CE11	CNR20001225.1700.0801-CE4
CE12	CNR20001225.1700.0801-CE5
CE13	CNR20001225.1700.0801-CE6
CE14	CNR20001225.1700.0801-CE7
CE15	CNR20001225.1700.0801-CE8
CE16	CNR20001225.1700.0801-CE9
CE17	CNR20001225.1700.0801-CE10
CE18	CNR20001225.1700.0801-CE11
CE19	CNR20001225.1700.0801-CE12
CE20	CNR20001225.1700.0801-CE13
CE1	CNR20001225.1700.0801-CE14
CE3	CNR20001225.1700.0801-CE15
CE4	CNR20001225.1700.0801-CE16
CE5	CNR20001225.1700.0801-CE17
CE6	CNR20001225.1700.0801-CE18
E15	CNR20001225.1700.0801-E1
E16	CNR20001225.1700.0801-E2
E18	CNR20001225.1700.0801-E3
E19	CNR20001225.1700.0801-E4
E20	CNR20001225.1700.0801-E5
E21	CNR20001225.1700.0801-E6
E22	CNR20001225.1700.0801-E7
E23	CNR20001225.1700.0801-E8
E24	CNR20001225.1700.0801-E9
E25	CNR20001225.1700.0801-E10
E26	CNR20001225.1700.0801-E11
E27	CNR20001225.1700.0801-E12
E28	CNR20001225.1700.0801-E13
E29	CNR20001225.1700.0801-E14
E30	CNR20001225.1700.0801-E15
E1	CNR20001225.1700.0801-E16
E3	CNR20001225.1700.0801-E17
E4	CNR20001225.1700.0801-E18
E5	CNR20001225.1700.0801-E19
E6	CNR20001225.1700.0801-E20
E7	CNR20001225.1700.0801-E21
E8	CNR20001225.1700.0801-E22
E9	CNR20001225.1700.0801-E23
E10	CNR20001225.1700.0801-E24
E11	CNR20001225.1700.0801-E25
E12	CNR20001225.1700.0801-E26
E13	CNR20001225.1700.0801-E27
E14	CNR20001225.1700.0801-E28
EM20	CNR20001225.1700.0801-E2-1
EM21	CNR20001225.1700.0801-E18-2
EM22	CNR20001225.1700.0801-E18-3
EM24	CNR20001225.1700.0801-E3-4
EM25	CNR20001225.1700.0801-E4-5
EM26	CNR20001225.1700.0801-E5-6
EM27	CNR20001225.1700.0801-E3-7
EM28	CNR20001225.1700.0801-E6-8
EM29	CNR20001225.1700.0801-E7-9
EM30	CNR20001225.1700.0801-E8-10
EM31	CNR20001225.1700.0801-E9-11
EM32	CNR20001225.1700.0801-E10-12
EM33	CNR20001225.1700.0801-E10-13
EM34	CNR20001225.1700.0801-E10-14
EM35	CNR20001225.1700.0801-E10-15
EM36	CNR20001225.1700.0801-E10-16
