CE14	CNR20001218.1700.0890-CE1
CE15	CNR20001218.1700.0890-CE2
CE16	CNR20001218.1700.0890-CE3
CE17	CNR20001218.1700.0890-CE4
CE18	CNR20001218.1700.0890-CE5
CE19	CNR20001218.1700.0890-CE6
CE20	CNR20001218.1700.0890-CE7
CE21	CNR20001218.1700.0890-CE8
CE22	CNR20001218.1700.0890-CE9
CE23	CNR20001218.1700.0890-CE10
CE24	CNR20001218.1700.0890-CE11
CE25	CNR20001218.1700.0890-CE12
CE1	CNR20001218.1700.0890-CE13
CE2	CNR20001218.1700.0890-CE14
CE3	CNR20001218.1700.0890-CE15
CE4	CNR20001218.1700.0890-CE16
CE5	CNR20001218.1700.0890-CE17
CE6	CNR20001218.1700.0890-CE18
CE7	CNR20001218.1700.0890-CE19
CE8	CNR20001218.1700.0890-CE20
CE9	CNR20001218.1700.0890-CE21
CE10	CNR20001218.1700.0890-CE22
CE11	CNR20001218.1700.0890-CE23
CE12	CNR20001218.1700.0890-CE24
CE13	CNR20001218.1700.0890-CE25
E15	CNR20001218.1700.0890-E1
E16	CNR20001218.1700.0890-E2
E17	CNR20001218.1700.0890-E3
E18	CNR20001218.1700.0890-E4
E19	CNR20001218.1700.0890-E5
E20	CNR20001218.1700.0890-E6
E21	CNR20001218.1700.0890-E7
E22	CNR20001218.1700.0890-E8
E23	CNR20001218.1700.0890-E9
E24	CNR20001218.1700.0890-E10
E25	CNR20001218.1700.0890-E11
E26	CNR20001218.1700.0890-E12
E1	CNR20001218.1700.0890-E13
E2	CNR20001218.1700.0890-E14
E3	CNR20001218.1700.0890-E15
E4	CNR20001218.1700.0890-E16
E5	CNR20001218.1700.0890-E17
E6	CNR20001218.1700.0890-E18
E7	CNR20001218.1700.0890-E19
E8	CNR20001218.1700.0890-E20
E9	CNR20001218.1700.0890-E21
E10	CNR20001218.1700.0890-E22
E11	CNR20001218.1700.0890-E23
E12	CNR20001218.1700.0890-E24
E13	CNR20001218.1700.0890-E25
E14	CNR20001218.1700.0890-E26
EM1	CNR20001218.1700.0890-E13-1
EM17	CNR20001218.1700.0890-E1-2
EM18	CNR20001218.1700.0890-E26-3
EM19	CNR20001218.1700.0890-E2-4
EM20	CNR20001218.1700.0890-E3-5
EM21	CNR20001218.1700.0890-E4-6
EM22	CNR20001218.1700.0890-E5-7
EM23	CNR20001218.1700.0890-E6-8
EM24	CNR20001218.1700.0890-E7-9
EM25	CNR20001218.1700.0890-E8-10
EM26	CNR20001218.1700.0890-E9-11
EM27	CNR20001218.1700.0890-E10-12
EM28	CNR20001218.1700.0890-E11-13
EM29	CNR20001218.1700.0890-E2-14
EM30	CNR20001218.1700.0890-E2-15
EM31	CNR20001218.1700.0890-E12-16
EM32	CNR20001218.1700.0890-E1-17
EM33	CNR20001218.1700.0890-E5-18
EM2	CNR20001218.1700.0890-E14-19
EM3	CNR20001218.1700.0890-E15-20
EM4	CNR20001218.1700.0890-E16-21
EM5	CNR20001218.1700.0890-E17-22
EM6	CNR20001218.1700.0890-E18-23
EM7	CNR20001218.1700.0890-E19-24
EM8	CNR20001218.1700.0890-E16-25
EM9	CNR20001218.1700.0890-E17-26
EM10	CNR20001218.1700.0890-E20-27
EM11	CNR20001218.1700.0890-E21-28
EM12	CNR20001218.1700.0890-E22-29
EM13	CNR20001218.1700.0890-E23-30
EM14	CNR20001218.1700.0890-E24-31
EM15	CNR20001218.1700.0890-E25-32
EM16	CNR20001218.1700.0890-E26-33
R1	CNR20001218.1700.0890-R1
R2	CNR20001218.1700.0890-R2
R3	CNR20001218.1700.0890-R3
R4	CNR20001218.1700.0890-R4
R6	CNR20001218.1700.0890-R5
R7	CNR20001218.1700.0890-R6
R8	CNR20001218.1700.0890-R7
R9	CNR20001218.1700.0890-R8
R10	CNR20001218.1700.0890-R9
R11	CNR20001218.1700.0890-R10
R13	CNR20001218.1700.0890-R11
R14	CNR20001218.1700.0890-R12
R15	CNR20001218.1700.0890-R13
R19	CNR20001218.1700.0890-R14
R20	CNR20001218.1700.0890-R15
R21	CNR20001218.1700.0890-R16
R22	CNR20001218.1700.0890-R17
R23	CNR20001218.1700.0890-R18
R24	CNR20001218.1700.0890-R19
RM1	CNR20001218.1700.0890-R1-1
RM2	CNR20001218.1700.0890-R2-1
RM3	CNR20001218.1700.0890-R3-1
RM4	CNR20001218.1700.0890-R4-1
RM6	CNR20001218.1700.0890-R5-1
RM7	CNR20001218.1700.0890-R6-1
RM8	CNR20001218.1700.0890-R7-1
RM9	CNR20001218.1700.0890-R8-1
RM10	CNR20001218.1700.0890-R9-1
RM11	CNR20001218.1700.0890-R10-1
RM13	CNR20001218.1700.0890-R11-1
RM14	CNR20001218.1700.0890-R12-1
RM15	CNR20001218.1700.0890-R13-1
RM18	CNR20001218.1700.0890-R14-1
RM19	CNR20001218.1700.0890-R15-1
RM20	CNR20001218.1700.0890-R16-1
RM21	CNR20001218.1700.0890-R17-1
RM22	CNR20001218.1700.0890-R18-1
RM23	CNR20001218.1700.0890-R19-1
V1	CNR20001218.1700.0890-EV1
V2	CNR20001218.1700.0890-EV2
V3	CNR20001218.1700.0890-EV3
V4	CNR20001218.1700.0890-EV4
VM1	CNR20001218.1700.0890-EV1-1
VM2	CNR20001218.1700.0890-EV2-1
VM3	CNR20001218.1700.0890-EV3-1
VM4	CNR20001218.1700.0890-EV4-1
Q1	CNR20001218.1700.0890-T1
Q2	CNR20001218.1700.0890-T2
Q3	CNR20001218.1700.0890-T3
Q4	CNR20001218.1700.0890-T4
