CE10	CTS20001120.1300.0506-CE1
CE1	CTS20001120.1300.0506-CE2
CE2	CTS20001120.1300.0506-CE3
CE3	CTS20001120.1300.0506-CE4
CE4	CTS20001120.1300.0506-CE5
CE5	CTS20001120.1300.0506-CE6
CE6	CTS20001120.1300.0506-CE7
CE7	CTS20001120.1300.0506-CE8
CE8	CTS20001120.1300.0506-CE9
CE9	CTS20001120.1300.0506-CE10
E11	CTS20001120.1300.0506-E1
E1	CTS20001120.1300.0506-E2
E2	CTS20001120.1300.0506-E3
E3	CTS20001120.1300.0506-E4
E4	CTS20001120.1300.0506-E5
E5	CTS20001120.1300.0506-E6
E6	CTS20001120.1300.0506-E7
E7	CTS20001120.1300.0506-E8
E8	CTS20001120.1300.0506-E9
E9	CTS20001120.1300.0506-E10
E10	CTS20001120.1300.0506-E11
EM1	CTS20001120.1300.0506-E2-1
EM21	CTS20001120.1300.0506-E2-2
EM22	CTS20001120.1300.0506-E9-3
EM23	CTS20001120.1300.0506-E1-4
EM24	CTS20001120.1300.0506-E7-5
EM25	CTS20001120.1300.0506-E10-6
EM2	CTS20001120.1300.0506-E2-7
EM3	CTS20001120.1300.0506-E3-8
EM4	CTS20001120.1300.0506-E4-9
EM5	CTS20001120.1300.0506-E5-10
EM6	CTS20001120.1300.0506-E6-11
EM7	CTS20001120.1300.0506-E2-12
EM8	CTS20001120.1300.0506-E7-13
EM9	CTS20001120.1300.0506-E8-14
EM10	CTS20001120.1300.0506-E9-15
EM11	CTS20001120.1300.0506-E8-16
EM12	CTS20001120.1300.0506-E6-17
EM13	CTS20001120.1300.0506-E9-18
EM14	CTS20001120.1300.0506-E10-19
EM15	CTS20001120.1300.0506-E9-20
EM16	CTS20001120.1300.0506-E8-21
EM17	CTS20001120.1300.0506-E7-22
EM18	CTS20001120.1300.0506-E2-23
EM19	CTS20001120.1300.0506-E8-24
EM20	CTS20001120.1300.0506-E11-25
R2	CTS20001120.1300.0506-R1
R3	CTS20001120.1300.0506-R2
RM2	CTS20001120.1300.0506-R1-1
RM3	CTS20001120.1300.0506-R2-1
V1	CTS20001120.1300.0506-EV1
VM1	CTS20001120.1300.0506-EV1-1
Q1	CTS20001120.1300.0506-T1
Q2	CTS20001120.1300.0506-T2
Q3	CTS20001120.1300.0506-T3
Q4	CTS20001120.1300.0506-T4
Q5	CTS20001120.1300.0506-T5
Q6	CTS20001120.1300.0506-T6
Q7	CTS20001120.1300.0506-T7
