CE11	CTS20001022.1300.0519-CE1
CE13	CTS20001022.1300.0519-CE2
CE14	CTS20001022.1300.0519-CE3
CE15	CTS20001022.1300.0519-CE4
CE16	CTS20001022.1300.0519-CE5
CE17	CTS20001022.1300.0519-CE6
CE18	CTS20001022.1300.0519-CE7
CE1	CTS20001022.1300.0519-CE8
CE2	CTS20001022.1300.0519-CE9
CE3	CTS20001022.1300.0519-CE10
CE4	CTS20001022.1300.0519-CE11
CE5	CTS20001022.1300.0519-CE12
CE6	CTS20001022.1300.0519-CE13
CE7	CTS20001022.1300.0519-CE14
CE8	CTS20001022.1300.0519-CE15
CE9	CTS20001022.1300.0519-CE16
CE10	CTS20001022.1300.0519-CE17
E12	CTS20001022.1300.0519-E1
E13	CTS20001022.1300.0519-E2
E14	CTS20001022.1300.0519-E3
E15	CTS20001022.1300.0519-E4
E16	CTS20001022.1300.0519-E5
E17	CTS20001022.1300.0519-E6
E18	CTS20001022.1300.0519-E7
E19	CTS20001022.1300.0519-E8
E21	CTS20001022.1300.0519-E9
E22	CTS20001022.1300.0519-E10
E23	CTS20001022.1300.0519-E11
E24	CTS20001022.1300.0519-E12
E25	CTS20001022.1300.0519-E13
E26	CTS20001022.1300.0519-E14
E27	CTS20001022.1300.0519-E15
E1	CTS20001022.1300.0519-E16
E2	CTS20001022.1300.0519-E17
E3	CTS20001022.1300.0519-E18
E4	CTS20001022.1300.0519-E19
E5	CTS20001022.1300.0519-E20
E6	CTS20001022.1300.0519-E21
E7	CTS20001022.1300.0519-E22
E8	CTS20001022.1300.0519-E23
E9	CTS20001022.1300.0519-E24
E10	CTS20001022.1300.0519-E25
E11	CTS20001022.1300.0519-E26
EM1	CTS20001022.1300.0519-E16-1
EM20	CTS20001022.1300.0519-E2-2
EM21	CTS20001022.1300.0519-E1-3
EM22	CTS20001022.1300.0519-E1-4
EM23	CTS20001022.1300.0519-E3-5
EM24	CTS20001022.1300.0519-E20-6
EM25	CTS20001022.1300.0519-E4-7
EM26	CTS20001022.1300.0519-E5-8
EM27	CTS20001022.1300.0519-E20-9
EM28	CTS20001022.1300.0519-E26-10
EM29	CTS20001022.1300.0519-E1-11
EM30	CTS20001022.1300.0519-E1-12
EM31	CTS20001022.1300.0519-E6-13
EM32	CTS20001022.1300.0519-E20-14
EM33	CTS20001022.1300.0519-E20-15
EM34	CTS20001022.1300.0519-E7-16
EM35	CTS20001022.1300.0519-E1-17
EM36	CTS20001022.1300.0519-E20-18
EM37	CTS20001022.1300.0519-E8-19
EM38	CTS20001022.1300.0519-E9-20
EM39	CTS20001022.1300.0519-E10-21
EM40	CTS20001022.1300.0519-E11-22
EM41	CTS20001022.1300.0519-E20-23
EM42	CTS20001022.1300.0519-E12-24
EM43	CTS20001022.1300.0519-E13-25
EM44	CTS20001022.1300.0519-E14-26
EM45	CTS20001022.1300.0519-E24-27
EM46	CTS20001022.1300.0519-E20-28
EM47	CTS20001022.1300.0519-E20-29
EM48	CTS20001022.1300.0519-E15-30
EM49	CTS20001022.1300.0519-E15-31
EM50	CTS20001022.1300.0519-E20-32
EM51	CTS20001022.1300.0519-E24-33
EM2	CTS20001022.1300.0519-E17-34
EM3	CTS20001022.1300.0519-E18-35
EM4	CTS20001022.1300.0519-E19-36
EM5	CTS20001022.1300.0519-E20-37
EM6	CTS20001022.1300.0519-E20-38
EM7	CTS20001022.1300.0519-E21-39
EM8	CTS20001022.1300.0519-E22-40
EM9	CTS20001022.1300.0519-E20-41
EM10	CTS20001022.1300.0519-E20-42
EM11	CTS20001022.1300.0519-E20-43
EM12	CTS20001022.1300.0519-E23-44
EM13	CTS20001022.1300.0519-E24-45
EM14	CTS20001022.1300.0519-E25-46
EM15	CTS20001022.1300.0519-E24-47
EM16	CTS20001022.1300.0519-E16-48
EM17	CTS20001022.1300.0519-E22-49
EM18	CTS20001022.1300.0519-E26-50
EM19	CTS20001022.1300.0519-E1-51
R1	CTS20001022.1300.0519-R1
R2	CTS20001022.1300.0519-R2
R3	CTS20001022.1300.0519-R3
R4	CTS20001022.1300.0519-R4
RM1	CTS20001022.1300.0519-R1-1
RM2	CTS20001022.1300.0519-R2-1
RM3	CTS20001022.1300.0519-R3-1
RM4	CTS20001022.1300.0519-R4-1
V1	CTS20001022.1300.0519-EV1
V2	CTS20001022.1300.0519-EV2
VM1	CTS20001022.1300.0519-EV1-1
VM2	CTS20001022.1300.0519-EV2-1
VM3	CTS20001022.1300.0519-EV1-2
Q1	CTS20001022.1300.0519-T1
Q2	CTS20001022.1300.0519-T2
Q3	CTS20001022.1300.0519-T3
Q4	CTS20001022.1300.0519-T4
