CE10	CTV20001116.1330.0474-CE1
CE11	CTV20001116.1330.0474-CE2
CE12	CTV20001116.1330.0474-CE3
CE13	CTV20001116.1330.0474-CE4
CE14	CTV20001116.1330.0474-CE5
CE15	CTV20001116.1330.0474-CE6
CE16	CTV20001116.1330.0474-CE7
CE1	CTV20001116.1330.0474-CE8
CE2	CTV20001116.1330.0474-CE9
CE3	CTV20001116.1330.0474-CE10
CE4	CTV20001116.1330.0474-CE11
CE5	CTV20001116.1330.0474-CE12
CE6	CTV20001116.1330.0474-CE13
CE7	CTV20001116.1330.0474-CE14
CE8	CTV20001116.1330.0474-CE15
CE9	CTV20001116.1330.0474-CE16
E12	CTV20001116.1330.0474-E1
E13	CTV20001116.1330.0474-E2
E14	CTV20001116.1330.0474-E3
E15	CTV20001116.1330.0474-E4
E16	CTV20001116.1330.0474-E5
E17	CTV20001116.1330.0474-E6
E18	CTV20001116.1330.0474-E7
E1	CTV20001116.1330.0474-E8
E2	CTV20001116.1330.0474-E9
E3	CTV20001116.1330.0474-E10
E4	CTV20001116.1330.0474-E11
E5	CTV20001116.1330.0474-E12
E6	CTV20001116.1330.0474-E13
E7	CTV20001116.1330.0474-E14
E8	CTV20001116.1330.0474-E15
E9	CTV20001116.1330.0474-E16
E10	CTV20001116.1330.0474-E17
E11	CTV20001116.1330.0474-E18
EM1	CTV20001116.1330.0474-E8-1
EM21	CTV20001116.1330.0474-E1-2
EM22	CTV20001116.1330.0474-E11-3
EM23	CTV20001116.1330.0474-E8-4
EM24	CTV20001116.1330.0474-E16-5
EM25	CTV20001116.1330.0474-E2-6
EM26	CTV20001116.1330.0474-E10-7
EM27	CTV20001116.1330.0474-E15-8
EM28	CTV20001116.1330.0474-E3-9
EM29	CTV20001116.1330.0474-E4-10
EM30	CTV20001116.1330.0474-E5-11
EM31	CTV20001116.1330.0474-E13-12
EM32	CTV20001116.1330.0474-E15-13
EM33	CTV20001116.1330.0474-E2-14
EM34	CTV20001116.1330.0474-E6-15
EM35	CTV20001116.1330.0474-E7-16
EM2	CTV20001116.1330.0474-E8-17
EM3	CTV20001116.1330.0474-E9-18
EM4	CTV20001116.1330.0474-E10-19
EM5	CTV20001116.1330.0474-E11-20
EM6	CTV20001116.1330.0474-E12-21
EM7	CTV20001116.1330.0474-E13-22
EM8	CTV20001116.1330.0474-E13-23
EM9	CTV20001116.1330.0474-E14-24
EM10	CTV20001116.1330.0474-E15-25
EM11	CTV20001116.1330.0474-E16-26
EM12	CTV20001116.1330.0474-E15-27
EM13	CTV20001116.1330.0474-E15-28
EM14	CTV20001116.1330.0474-E15-29
EM15	CTV20001116.1330.0474-E17-30
EM16	CTV20001116.1330.0474-E18-31
EM17	CTV20001116.1330.0474-E15-32
EM18	CTV20001116.1330.0474-E15-33
EM19	CTV20001116.1330.0474-E17-34
EM20	CTV20001116.1330.0474-E16-35
R1	CTV20001116.1330.0474-R1
R2	CTV20001116.1330.0474-R2
R3	CTV20001116.1330.0474-R3
R4	CTV20001116.1330.0474-R4
R5	CTV20001116.1330.0474-R5
R6	CTV20001116.1330.0474-R6
R7	CTV20001116.1330.0474-R7
R8	CTV20001116.1330.0474-R8
RM1	CTV20001116.1330.0474-R1-1
RM2	CTV20001116.1330.0474-R2-1
RM3	CTV20001116.1330.0474-R3-1
RM4	CTV20001116.1330.0474-R4-1
RM5	CTV20001116.1330.0474-R5-1
RM6	CTV20001116.1330.0474-R5-2
RM7	CTV20001116.1330.0474-R7-1
RM8	CTV20001116.1330.0474-R8-1
V1	CTV20001116.1330.0474-EV1
VM1	CTV20001116.1330.0474-EV1-1
VM2	CTV20001116.1330.0474-EV1-2
Q1	CTV20001116.1330.0474-T1
Q2	CTV20001116.1330.0474-T2
