CE11	CNR20001127.1700.0075-CE1
CE12	CNR20001127.1700.0075-CE2
CE13	CNR20001127.1700.0075-CE3
CE15	CNR20001127.1700.0075-CE4
CE16	CNR20001127.1700.0075-CE5
CE1	CNR20001127.1700.0075-CE6
CE2	CNR20001127.1700.0075-CE7
CE3	CNR20001127.1700.0075-CE8
CE4	CNR20001127.1700.0075-CE9
CE5	CNR20001127.1700.0075-CE10
CE6	CNR20001127.1700.0075-CE11
CE7	CNR20001127.1700.0075-CE12
CE8	CNR20001127.1700.0075-CE13
CE9	CNR20001127.1700.0075-CE14
CE10	CNR20001127.1700.0075-CE15
E13	CNR20001127.1700.0075-E1
E14	CNR20001127.1700.0075-E2
E15	CNR20001127.1700.0075-E3
E16	CNR20001127.1700.0075-E4
E18	CNR20001127.1700.0075-E5
E19	CNR20001127.1700.0075-E6
E20	CNR20001127.1700.0075-E7
E1	CNR20001127.1700.0075-E8
E2	CNR20001127.1700.0075-E9
E3	CNR20001127.1700.0075-E10
E4	CNR20001127.1700.0075-E11
E5	CNR20001127.1700.0075-E12
E6	CNR20001127.1700.0075-E13
E7	CNR20001127.1700.0075-E14
E8	CNR20001127.1700.0075-E15
E9	CNR20001127.1700.0075-E16
E10	CNR20001127.1700.0075-E17
E11	CNR20001127.1700.0075-E18
E12	CNR20001127.1700.0075-E19
EM1	CNR20001127.1700.0075-E8-1
EM20	CNR20001127.1700.0075-E1-2
EM21	CNR20001127.1700.0075-E11-3
EM22	CNR20001127.1700.0075-E11-4
EM23	CNR20001127.1700.0075-E11-5
EM24	CNR20001127.1700.0075-E2-6
EM25	CNR20001127.1700.0075-E3-7
EM26	CNR20001127.1700.0075-E11-8
EM28	CNR20001127.1700.0075-E4-9
EM27	CNR20001127.1700.0075-E10-10
EM29	CNR20001127.1700.0075-E11-11
EM31	CNR20001127.1700.0075-E11-12
EM32	CNR20001127.1700.0075-E5-13
EM33	CNR20001127.1700.0075-E5-14
EM34	CNR20001127.1700.0075-E11-15
EM35	CNR20001127.1700.0075-E11-16
EM36	CNR20001127.1700.0075-E11-17
EM37	CNR20001127.1700.0075-E11-18
EM38	CNR20001127.1700.0075-E6-19
EM39	CNR20001127.1700.0075-E11-20
EM40	CNR20001127.1700.0075-E11-21
EM41	CNR20001127.1700.0075-E7-22
EM2	CNR20001127.1700.0075-E9-23
EM3	CNR20001127.1700.0075-E9-24
EM4	CNR20001127.1700.0075-E10-25
EM5	CNR20001127.1700.0075-E11-26
EM6	CNR20001127.1700.0075-E12-27
EM7	CNR20001127.1700.0075-E11-28
EM8	CNR20001127.1700.0075-E9-29
EM9	CNR20001127.1700.0075-E13-30
EM10	CNR20001127.1700.0075-E14-31
EM11	CNR20001127.1700.0075-E15-32
EM12	CNR20001127.1700.0075-E13-33
EM13	CNR20001127.1700.0075-E16-34
EM14	CNR20001127.1700.0075-E11-35
EM15	CNR20001127.1700.0075-E11-36
EM16	CNR20001127.1700.0075-E17-37
EM17	CNR20001127.1700.0075-E18-38
EM18	CNR20001127.1700.0075-E19-39
EM19	CNR20001127.1700.0075-E19-40
R1	CNR20001127.1700.0075-R1
R2	CNR20001127.1700.0075-R2
R3	CNR20001127.1700.0075-R3
R4	CNR20001127.1700.0075-R4
RM1	CNR20001127.1700.0075-R1-1
RM2	CNR20001127.1700.0075-R2-1
RM3	CNR20001127.1700.0075-R3-1
RM4	CNR20001127.1700.0075-R4-1
Q1	CNR20001127.1700.0075-T1
Q2	CNR20001127.1700.0075-T2
Q3	CNR20001127.1700.0075-T3
Q4	CNR20001127.1700.0075-T4
Q5	CNR20001127.1700.0075-T5
Q6	CNR20001127.1700.0075-T6
Q7	CNR20001127.1700.0075-T7
Q8	CNR20001127.1700.0075-T8
Q9	CNR20001127.1700.0075-T9
