CE9	CTS20001010.1300.0217-CE1
CE10	CTS20001010.1300.0217-CE2
CE11	CTS20001010.1300.0217-CE3
CE12	CTS20001010.1300.0217-CE4
CE13	CTS20001010.1300.0217-CE5
CE1	CTS20001010.1300.0217-CE6
CE2	CTS20001010.1300.0217-CE7
CE3	CTS20001010.1300.0217-CE8
CE4	CTS20001010.1300.0217-CE9
CE5	CTS20001010.1300.0217-CE10
CE6	CTS20001010.1300.0217-CE11
CE7	CTS20001010.1300.0217-CE12
CE8	CTS20001010.1300.0217-CE13
E9	CTS20001010.1300.0217-E1
E10	CTS20001010.1300.0217-E2
E11	CTS20001010.1300.0217-E3
E12	CTS20001010.1300.0217-E4
E13	CTS20001010.1300.0217-E5
E1	CTS20001010.1300.0217-E6
E2	CTS20001010.1300.0217-E7
E3	CTS20001010.1300.0217-E8
E4	CTS20001010.1300.0217-E9
E5	CTS20001010.1300.0217-E10
E6	CTS20001010.1300.0217-E11
E7	CTS20001010.1300.0217-E12
E8	CTS20001010.1300.0217-E13
EM1	CTS20001010.1300.0217-E6-1
EM23	CTS20001010.1300.0217-E13-2
EM24	CTS20001010.1300.0217-E1-3
EM25	CTS20001010.1300.0217-E2-4
EM26	CTS20001010.1300.0217-E7-5
EM27	CTS20001010.1300.0217-E3-6
EM28	CTS20001010.1300.0217-E11-7
EM29	CTS20001010.1300.0217-E8-8
EM30	CTS20001010.1300.0217-E4-9
EM31	CTS20001010.1300.0217-E5-10
EM2	CTS20001010.1300.0217-E7-11
EM3	CTS20001010.1300.0217-E8-12
EM4	CTS20001010.1300.0217-E8-13
EM5	CTS20001010.1300.0217-E9-14
EM6	CTS20001010.1300.0217-E10-15
EM7	CTS20001010.1300.0217-E8-16
EM8	CTS20001010.1300.0217-E9-17
EM9	CTS20001010.1300.0217-E8-18
EM10	CTS20001010.1300.0217-E11-19
EM11	CTS20001010.1300.0217-E8-20
EM12	CTS20001010.1300.0217-E8-21
EM13	CTS20001010.1300.0217-E8-22
EM14	CTS20001010.1300.0217-E12-23
EM15	CTS20001010.1300.0217-E11-24
EM16	CTS20001010.1300.0217-E10-25
EM17	CTS20001010.1300.0217-E9-26
EM18	CTS20001010.1300.0217-E8-27
EM19	CTS20001010.1300.0217-E7-28
EM20	CTS20001010.1300.0217-E7-29
EM21	CTS20001010.1300.0217-E13-30
EM22	CTS20001010.1300.0217-E7-31
R1	CTS20001010.1300.0217-R1
R2	CTS20001010.1300.0217-R2
R4	CTS20001010.1300.0217-R3
R5	CTS20001010.1300.0217-R4
R6	CTS20001010.1300.0217-R5
RM1	CTS20001010.1300.0217-R1-1
RM2	CTS20001010.1300.0217-R2-1
RM4	CTS20001010.1300.0217-R3-1
RM5	CTS20001010.1300.0217-R1-2
RM6	CTS20001010.1300.0217-R5-1
V1	CTS20001010.1300.0217-EV1
V2	CTS20001010.1300.0217-EV2
V3	CTS20001010.1300.0217-EV3
V4	CTS20001010.1300.0217-EV4
VM1	CTS20001010.1300.0217-EV1-1
VM2	CTS20001010.1300.0217-EV2-1
VM3	CTS20001010.1300.0217-EV1-2
VM5	CTS20001010.1300.0217-EV2-2
VM6	CTS20001010.1300.0217-EV3-1
VM7	CTS20001010.1300.0217-EV4-1
Q1	CTS20001010.1300.0217-T1
Q2	CTS20001010.1300.0217-T2
Q3	CTS20001010.1300.0217-T3
