CE12	CNR20001204.1700.0671-CE1
CE13	CNR20001204.1700.0671-CE2
CE14	CNR20001204.1700.0671-CE3
CE15	CNR20001204.1700.0671-CE4
CE1	CNR20001204.1700.0671-CE5
CE2	CNR20001204.1700.0671-CE6
CE3	CNR20001204.1700.0671-CE7
CE4	CNR20001204.1700.0671-CE8
CE5	CNR20001204.1700.0671-CE9
CE6	CNR20001204.1700.0671-CE10
CE7	CNR20001204.1700.0671-CE11
CE8	CNR20001204.1700.0671-CE12
CE9	CNR20001204.1700.0671-CE13
CE10	CNR20001204.1700.0671-CE14
CE11	CNR20001204.1700.0671-CE15
E13	CNR20001204.1700.0671-E1
E14	CNR20001204.1700.0671-E2
E15	CNR20001204.1700.0671-E3
E16	CNR20001204.1700.0671-E4
E1	CNR20001204.1700.0671-E5
E2	CNR20001204.1700.0671-E6
E3	CNR20001204.1700.0671-E7
E4	CNR20001204.1700.0671-E8
E5	CNR20001204.1700.0671-E9
E6	CNR20001204.1700.0671-E10
E7	CNR20001204.1700.0671-E11
E8	CNR20001204.1700.0671-E12
E9	CNR20001204.1700.0671-E13
E10	CNR20001204.1700.0671-E14
E11	CNR20001204.1700.0671-E15
E12	CNR20001204.1700.0671-E16
EM1	CNR20001204.1700.0671-E5-1
EM20	CNR20001204.1700.0671-E1-2
EM21	CNR20001204.1700.0671-E2-3
EM22	CNR20001204.1700.0671-E16-4
EM23	CNR20001204.1700.0671-E3-5
EM24	CNR20001204.1700.0671-E4-6
EM2	CNR20001204.1700.0671-E5-7
EM3	CNR20001204.1700.0671-E6-8
EM4	CNR20001204.1700.0671-E7-9
EM5	CNR20001204.1700.0671-E8-10
EM6	CNR20001204.1700.0671-E9-11
EM8	CNR20001204.1700.0671-E10-12
EM9	CNR20001204.1700.0671-E11-13
EM10	CNR20001204.1700.0671-E12-14
EM11	CNR20001204.1700.0671-E13-15
EM12	CNR20001204.1700.0671-E13-16
EM13	CNR20001204.1700.0671-E14-17
EM14	CNR20001204.1700.0671-E13-18
EM15	CNR20001204.1700.0671-E15-19
EM16	CNR20001204.1700.0671-E16-20
EM17	CNR20001204.1700.0671-E16-21
EM18	CNR20001204.1700.0671-E16-22
EM19	CNR20001204.1700.0671-E13-23
R1	CNR20001204.1700.0671-R1
R2	CNR20001204.1700.0671-R2
R4	CNR20001204.1700.0671-R3
R5	CNR20001204.1700.0671-R4
RM1	CNR20001204.1700.0671-R1-1
RM2	CNR20001204.1700.0671-R2-1
RM4	CNR20001204.1700.0671-R3-1
RM5	CNR20001204.1700.0671-R4-1
V1	CNR20001204.1700.0671-EV1
VM1	CNR20001204.1700.0671-EV1-1
Q1	CNR20001204.1700.0671-T1
Q3	CNR20001204.1700.0671-T2
