CE10	CBS20001227.0800.0590-CE1
CE11	CBS20001227.0800.0590-CE2
CE12	CBS20001227.0800.0590-CE3
CE13	CBS20001227.0800.0590-CE4
CE14	CBS20001227.0800.0590-CE5
CE15	CBS20001227.0800.0590-CE6
CE16	CBS20001227.0800.0590-CE7
CE17	CBS20001227.0800.0590-CE8
CE1	CBS20001227.0800.0590-CE9
CE2	CBS20001227.0800.0590-CE10
CE3	CBS20001227.0800.0590-CE11
CE4	CBS20001227.0800.0590-CE12
CE5	CBS20001227.0800.0590-CE13
CE6	CBS20001227.0800.0590-CE14
CE7	CBS20001227.0800.0590-CE15
CE8	CBS20001227.0800.0590-CE16
CE9	CBS20001227.0800.0590-CE17
E11	CBS20001227.0800.0590-E1
E12	CBS20001227.0800.0590-E2
E13	CBS20001227.0800.0590-E3
E14	CBS20001227.0800.0590-E4
E15	CBS20001227.0800.0590-E5
E16	CBS20001227.0800.0590-E6
E17	CBS20001227.0800.0590-E7
E18	CBS20001227.0800.0590-E8
E1	CBS20001227.0800.0590-E9
E2	CBS20001227.0800.0590-E10
E3	CBS20001227.0800.0590-E11
E4	CBS20001227.0800.0590-E12
E5	CBS20001227.0800.0590-E13
E6	CBS20001227.0800.0590-E14
E7	CBS20001227.0800.0590-E15
E8	CBS20001227.0800.0590-E16
E9	CBS20001227.0800.0590-E17
E10	CBS20001227.0800.0590-E18
EM1	CBS20001227.0800.0590-E9-1
EM21	CBS20001227.0800.0590-E1-2
EM22	CBS20001227.0800.0590-E2-3
EM23	CBS20001227.0800.0590-E10-4
EM24	CBS20001227.0800.0590-E14-5
EM25	CBS20001227.0800.0590-E10-6
EM26	CBS20001227.0800.0590-E14-7
EM27	CBS20001227.0800.0590-E10-8
EM28	CBS20001227.0800.0590-E10-9
EM29	CBS20001227.0800.0590-E10-10
EM30	CBS20001227.0800.0590-E10-11
EM31	CBS20001227.0800.0590-E10-12
EM32	CBS20001227.0800.0590-E3-13
EM33	CBS20001227.0800.0590-E3-14
EM34	CBS20001227.0800.0590-E13-15
EM35	CBS20001227.0800.0590-E4-16
EM36	CBS20001227.0800.0590-E5-17
EM37	CBS20001227.0800.0590-E6-18
EM38	CBS20001227.0800.0590-E4-19
EM39	CBS20001227.0800.0590-E1-20
EM40	CBS20001227.0800.0590-E7-21
EM41	CBS20001227.0800.0590-E8-22
EM42	CBS20001227.0800.0590-E14-23
EM43	CBS20001227.0800.0590-E13-24
EM2	CBS20001227.0800.0590-E10-25
EM3	CBS20001227.0800.0590-E10-26
EM4	CBS20001227.0800.0590-E11-27
EM5	CBS20001227.0800.0590-E12-28
EM6	CBS20001227.0800.0590-E13-29
EM7	CBS20001227.0800.0590-E14-30
EM8	CBS20001227.0800.0590-E14-31
EM9	CBS20001227.0800.0590-E15-32
EM10	CBS20001227.0800.0590-E10-33
EM11	CBS20001227.0800.0590-E10-34
EM12	CBS20001227.0800.0590-E12-35
EM13	CBS20001227.0800.0590-E16-36
EM14	CBS20001227.0800.0590-E16-37
EM15	CBS20001227.0800.0590-E10-38
EM16	CBS20001227.0800.0590-E17-39
EM17	CBS20001227.0800.0590-E14-40
EM18	CBS20001227.0800.0590-E15-41
EM19	CBS20001227.0800.0590-E18-42
EM20	CBS20001227.0800.0590-E10-43
R2	CBS20001227.0800.0590-R1
R3	CBS20001227.0800.0590-R2
R4	CBS20001227.0800.0590-R3
R5	CBS20001227.0800.0590-R4
R6	CBS20001227.0800.0590-R5
R7	CBS20001227.0800.0590-R6
R8	CBS20001227.0800.0590-R7
R9	CBS20001227.0800.0590-R8
R10	CBS20001227.0800.0590-R9
R11	CBS20001227.0800.0590-R10
R12	CBS20001227.0800.0590-R11
R13	CBS20001227.0800.0590-R12
R14	CBS20001227.0800.0590-R13
R15	CBS20001227.0800.0590-R14
RM2	CBS20001227.0800.0590-R1-1
RM3	CBS20001227.0800.0590-R2-1
RM4	CBS20001227.0800.0590-R3-1
RM5	CBS20001227.0800.0590-R4-1
RM6	CBS20001227.0800.0590-R5-1
RM7	CBS20001227.0800.0590-R6-1
RM8	CBS20001227.0800.0590-R7-1
RM9	CBS20001227.0800.0590-R8-1
RM10	CBS20001227.0800.0590-R5-2
RM11	CBS20001227.0800.0590-R10-1
RM12	CBS20001227.0800.0590-R2-2
RM13	CBS20001227.0800.0590-R12-1
RM14	CBS20001227.0800.0590-R13-1
RM15	CBS20001227.0800.0590-R14-1
V1	CBS20001227.0800.0590-EV1
V2	CBS20001227.0800.0590-EV2
V3	CBS20001227.0800.0590-EV3
V8	CBS20001227.0800.0590-EV4
V9	CBS20001227.0800.0590-EV5
V10	CBS20001227.0800.0590-EV6
V11	CBS20001227.0800.0590-EV7
V12	CBS20001227.0800.0590-EV8
V13	CBS20001227.0800.0590-EV9
VM1	CBS20001227.0800.0590-EV1-1
VM2	CBS20001227.0800.0590-EV2-1
VM3	CBS20001227.0800.0590-EV3-1
VM8	CBS20001227.0800.0590-EV4-1
VM9	CBS20001227.0800.0590-EV5-1
VM10	CBS20001227.0800.0590-EV6-1
VM11	CBS20001227.0800.0590-EV7-1
VM12	CBS20001227.0800.0590-EV2-2
VM13	CBS20001227.0800.0590-EV8-1
VM14	CBS20001227.0800.0590-EV9-1
Q1	CBS20001227.0800.0590-T1
Q2	CBS20001227.0800.0590-T2
Q4	CBS20001227.0800.0590-T3
Q5	CBS20001227.0800.0590-T4
Q6	CBS20001227.0800.0590-T5
Q7	CBS20001227.0800.0590-T6
Q8	CBS20001227.0800.0590-T7
Q9	CBS20001227.0800.0590-T8
Q10	CBS20001227.0800.0590-T9
Q11	CBS20001227.0800.0590-T10
Q12	CBS20001227.0800.0590-T11
Q13	CBS20001227.0800.0590-T12
