CE13	CTS20001105.1300.0317-CE1
CE14	CTS20001105.1300.0317-CE2
CE1	CTS20001105.1300.0317-CE3
CE2	CTS20001105.1300.0317-CE4
CE3	CTS20001105.1300.0317-CE5
CE4	CTS20001105.1300.0317-CE6
CE5	CTS20001105.1300.0317-CE7
CE6	CTS20001105.1300.0317-CE8
CE7	CTS20001105.1300.0317-CE9
CE8	CTS20001105.1300.0317-CE10
CE9	CTS20001105.1300.0317-CE11
CE10	CTS20001105.1300.0317-CE12
CE11	CTS20001105.1300.0317-CE13
CE12	CTS20001105.1300.0317-CE14
E13	CTS20001105.1300.0317-E1
E14	CTS20001105.1300.0317-E2
E1	CTS20001105.1300.0317-E3
E2	CTS20001105.1300.0317-E4
E3	CTS20001105.1300.0317-E5
E4	CTS20001105.1300.0317-E6
E5	CTS20001105.1300.0317-E7
E6	CTS20001105.1300.0317-E8
E7	CTS20001105.1300.0317-E9
E8	CTS20001105.1300.0317-E10
E9	CTS20001105.1300.0317-E11
E10	CTS20001105.1300.0317-E12
E11	CTS20001105.1300.0317-E13
E12	CTS20001105.1300.0317-E14
EM1	CTS20001105.1300.0317-E3-1
EM19	CTS20001105.1300.0317-E1-2
EM20	CTS20001105.1300.0317-E4-3
EM21	CTS20001105.1300.0317-E4-4
EM22	CTS20001105.1300.0317-E1-5
EM23	CTS20001105.1300.0317-E1-6
EM24	CTS20001105.1300.0317-E2-7
EM25	CTS20001105.1300.0317-E1-8
EM26	CTS20001105.1300.0317-E1-9
EM27	CTS20001105.1300.0317-E2-10
EM29	CTS20001105.1300.0317-E8-11
EM2	CTS20001105.1300.0317-E4-12
EM3	CTS20001105.1300.0317-E5-13
EM5	CTS20001105.1300.0317-E7-14
EM6	CTS20001105.1300.0317-E6-15
EM8	CTS20001105.1300.0317-E8-16
EM9	CTS20001105.1300.0317-E9-17
EM10	CTS20001105.1300.0317-E10-18
EM11	CTS20001105.1300.0317-E11-19
EM12	CTS20001105.1300.0317-E12-20
EM13	CTS20001105.1300.0317-E9-21
EM14	CTS20001105.1300.0317-E13-22
EM15	CTS20001105.1300.0317-E6-23
EM16	CTS20001105.1300.0317-E10-24
EM17	CTS20001105.1300.0317-E7-25
EM18	CTS20001105.1300.0317-E14-26
R1	CTS20001105.1300.0317-R1
R2	CTS20001105.1300.0317-R2
R3	CTS20001105.1300.0317-R3
R4	CTS20001105.1300.0317-R4
R5	CTS20001105.1300.0317-R5
R6	CTS20001105.1300.0317-R6
R7	CTS20001105.1300.0317-R7
RM1	CTS20001105.1300.0317-R1-1
RM2	CTS20001105.1300.0317-R2-1
RM3	CTS20001105.1300.0317-R3-1
RM4	CTS20001105.1300.0317-R4-1
RM5	CTS20001105.1300.0317-R5-1
RM6	CTS20001105.1300.0317-R6-1
RM7	CTS20001105.1300.0317-R5-2
Q1	CTS20001105.1300.0317-T1
